,0
"('500', '600', '660')",0.2890920547722231
"('500', '600', '670')",0.2562871786305314
"('500', '600', '680')",0.24515176851747822
"('500', '600', '690')",0.3040559390534281
"('500', '600', '700')",0.42078887504790985
"('500', '600', '710')",0.4842494236561399
"('500', '600', '720')",0.5224178134803841
"('500', '600', '730')",0.5543182819647243
"('500', '600', '740')",0.5756007738277695
"('500', '600', '750')",0.5982915798390245
"('500', '610', '510')",0.1779619795645201
"('500', '610', '520')",0.2109816136200653
"('500', '610', '530')",0.23690085053955068
"('500', '610', '540')",0.2554291687388459
"('500', '610', '550')",0.2673904790067847
"('500', '610', '560')",0.2794944305658347
"('500', '610', '570')",0.2836420025523998
"('500', '610', '580')",0.2835911967031963
"('500', '610', '590')",0.28496719149316063
"('500', '610', '600')",0.28767470171975273
"('500', '610', '620')",0.2909296049266712
"('500', '610', '630')",0.29699598440966124
"('500', '610', '640')",0.29555599465364635
"('500', '610', '650')",0.2636286711389626
"('500', '610', '660')",0.25030244488558995
"('500', '610', '670')",0.22190745016096702
"('500', '610', '680')",0.2122783009087159
"('500', '610', '690')",0.2633099227255935
"('500', '610', '700')",0.3644293401355785
"('500', '610', '710')",0.4194050458532832
"('500', '610', '720')",0.45247419831143376
"('500', '610', '730')",0.48010573335961215
"('500', '610', '740')",0.4985484869258485
"('500', '610', '750')",0.5182082605395908
"('500', '620', '510')",0.15105840331153364
"('500', '620', '520')",0.17911568493754104
"('500', '620', '530')",0.20112914246524283
"('500', '620', '540')",0.21686121822037552
"('500', '620', '550')",0.22702310363686795
"('500', '620', '560')",0.23729845059835708
"('500', '620', '570')",0.2408229284981871
"('500', '620', '580')",0.2407823285144597
"('500', '620', '590')",0.24195155774174149
"('500', '620', '600')",0.24425338027396903
"('500', '620', '610')",0.24628570687677342
"('500', '620', '630')",0.2521782416958891
"('500', '620', '640')",0.2509569712705655
"('500', '620', '650')",0.22385412931762527
"('500', '620', '660')",0.2125507889073872
"('500', '620', '670')",0.18844645751613975
"('500', '620', '680')",0.18028216068266933
"('500', '620', '690')",0.22364577277103193
"('500', '620', '700')",0.3095563864444568
"('500', '620', '710')",0.356266318269874
"('500', '620', '720')",0.3843672048323019
"('500', '620', '730')",0.40784038078670015
"('500', '620', '740')",0.4235165672880332
"('500', '620', '750')",0.44022337877633744
"('500', '630', '510')",0.1331710599282463
"('500', '630', '520')",0.15793423749090096
"('500', '630', '530')",0.17735345449679807
"('500', '630', '540')",0.19122679242861285
"('500', '630', '550')",0.20019323696026503
"('500', '630', '560')",0.20925146112533066
"('500', '630', '570')",0.2123606359709107
"('500', '630', '580')",0.2123256614255813
"('500', '630', '590')",0.2133557774641195
"('500', '630', '600')",0.21538655960676345
"('500', '630', '610')",0.21718278989461326
"('500', '630', '620')",0.21783588431233003
"('500', '630', '640')",0.2213064512475913
"('500', '630', '650')",0.1974107513314851
"('500', '630', '660')",0.18745375597214564
"('500', '630', '670')",0.16620404637134578
"('500', '630', '680')",0.15901560498704503
"('500', '630', '690')",0.19729032537038793
"('500', '630', '700')",0.2731039415022567
"('500', '630', '710')",0.31432681333944545
"('500', '630', '720')",0.33912784688047326
"('500', '630', '730')",0.3598373116950211
"('500', '630', '740')",0.3736754771872288
"('500', '630', '750')",0.3884190452970806
"('500', '640', '510')",0.09699475260524715
"('500', '640', '520')",0.11508038182864389
"('500', '640', '530')",0.1292507341320872
"('500', '640', '540')",0.1393653207803267
"('500', '640', '550')",0.14590834931472907
"('500', '640', '560')",0.1525058195371205
"('500', '640', '570')",0.15477143141323935
"('500', '640', '580')",0.154744642191603
"('500', '640', '590')",0.15549321056581067
"('500', '640', '600')",0.15697508206722643
"('500', '640', '610')",0.15828999542996414
"('500', '640', '620')",0.15876863580068257
"('500', '640', '630')",0.16208634453547077
"('500', '640', '650')",0.14389004778966075
"('500', '640', '660')",0.13665639991274015
"('500', '640', '670')",0.12118012683353496
"('500', '640', '680')",0.11596645669343042
"('500', '640', '690')",0.14394145958577087
"('500', '640', '700')",0.1993196170268663
"('500', '640', '710')",0.22942892964598882
"('500', '640', '720')",0.24754454112344781
"('500', '640', '730')",0.26265359462382154
"('500', '640', '740')",0.2727656877955247
"('500', '640', '750')",0.28353357500103105
"('500', '650', '510')",-0.03115925955171961
"('500', '650', '520')",-0.03677897176458722
"('500', '650', '530')",-0.0412234915014178
"('500', '650', '540')",-0.04442365350450661
"('500', '650', '550')",-0.04646240216176811
"('500', '650', '560')",-0.04857227650987728
"('500', '650', '570')",-0.049272202912559626
"('500', '650', '580')",-0.04925194027623969
"('500', '650', '590')",-0.04948586643160424
"('500', '650', '600')",-0.0499382751341344
"('500', '650', '610')",-0.05032142630614489
"('500', '650', '620')",-0.050452576499853574
"('500', '650', '630')",-0.05148221010412013
"('500', '650', '640')",-0.05122423238518725
"('500', '650', '660')",-0.043250191622874024
"('500', '650', '670')",-0.03829256570606976
"('500', '650', '680')",-0.03653977960416133
"('500', '650', '690')",-0.04513951743626854
"('500', '650', '700')",-0.062275943812164725
"('500', '650', '710')",-0.07157737304401612
"('500', '650', '720')",-0.07714524399120615
"('500', '650', '730')",-0.08184930841937499
"('500', '650', '740')",-0.08492679054119323
"('500', '650', '750')",-0.0882306351008233
"('500', '660', '510')",-0.11698143057242993
"('500', '660', '520')",-0.1384691577616095
"('500', '660', '530')",-0.15538005793310172
"('500', '660', '540')",-0.16749419097991147
"('500', '660', '550')",-0.17527492723420424
"('500', '660', '560')",-0.1832110075630522
"('500', '660', '570')",-0.18588748678385936
"('500', '660', '580')",-0.18582815531969077
"('500', '660', '590')",-0.18671439479462348
"('500', '660', '600')",-0.1884559688669405
"('500', '660', '610')",-0.18996956121057296
"('500', '660', '620')",-0.19050598892682058
"('500', '660', '630')",-0.19444151095736606
"('500', '660', '640')",-0.1934748720582644
"('500', '660', '650')",-0.17251027752795722
"('500', '660', '670')",-0.14502242860355308
"('500', '660', '680')",-0.13860766052555995
"('500', '660', '690')",-0.17170206454083736
"('500', '660', '700')",-0.23739137999635962
"('500', '660', '710')",-0.27307953015977304
"('500', '660', '720')",-0.2944900675991984
"('500', '660', '730')",-0.3124464770623083
"('500', '660', '740')",-0.3243419308438815
"('500', '660', '750')",-0.33705325224345106
"('500', '670', '510')",-0.2789271432813948
"('500', '670', '520')",-0.33040234046018757
"('500', '670', '530')",-0.3708497590348918
"('500', '670', '540')",-0.39978988986727027
"('500', '670', '550')",-0.41841509809446964
"('500', '670', '560')",-0.4373487668905258
"('500', '670', '570')",-0.4437600829258259
"('500', '670', '580')",-0.4436307999738609
"('500', '670', '590')",-0.4457503767335198
"('500', '670', '600')",-0.44992791054367287
"('500', '670', '610')",-0.4535796973319357
"('500', '670', '620')",-0.45488184400528886
"('500', '670', '630')",-0.46430355466439854
"('500', '670', '640')",-0.4620034539057114
"('500', '670', '650')",-0.4119962215490063
"('500', '670', '660')",-0.39097579132445714
"('500', '670', '680')",-0.3313278029075484
"('500', '670', '690')",-0.41068776395222795
"('500', '670', '700')",-0.5680759881317274
"('500', '670', '710')",-0.6535940456207656
"('500', '670', '720')",-0.7049354380704753
"('500', '670', '730')",-0.7479182236708359
"('500', '670', '740')",-0.7764770987943406
"('500', '670', '750')",-0.8069646619000799
"('500', '680', '510')",-0.3700419576618952
"('500', '680', '520')",-0.43838371596831216
"('500', '680', '530')",-0.4920817385293832
"('500', '680', '540')",-0.5304887053782896
"('500', '680', '550')",-0.5552062169745435
"('500', '680', '560')",-0.5803176321193397
"('500', '680', '570')",-0.5888107928571447
"('500', '680', '580')",-0.5886247671081977
"('500', '680', '590')",-0.5914253765221626
"('500', '680', '600')",-0.5969601379928957
"('500', '680', '610')",-0.6018051871724299
"('500', '680', '620')",-0.6035304440195519
"('500', '680', '630')",-0.6160289282854172
"('500', '680', '640')",-0.6129614864545032
"('500', '680', '650')",-0.5466147858388235
"('500', '680', '660')",-0.5187504446327349
"('500', '680', '670')",-0.45979923386441857
"('500', '680', '690')",-0.5450838330122585
"('500', '680', '700')",-0.7540951726832543
"('500', '680', '710')",-0.8676577844510476
"('500', '680', '720')",-0.9358151761589406
"('500', '680', '730')",-0.9928535932683098
"('500', '680', '740')",-1.0307669275332096
"('500', '680', '750')",-1.0712319188670452
"('500', '690', '510')",-0.17223178051866095
"('500', '690', '520')",-0.2039657036325183
"('500', '690', '530')",-0.22894757627553708
"('500', '690', '540')",-0.24680111511909675
"('500', '690', '550')",-0.2582454156244516
"('500', '690', '560')",-0.26989813689133335
"('500', '690', '570')",-0.27376292987545003
"('500', '690', '580')",-0.27361057640683506
"('500', '690', '590')",-0.27486271968605425
"('500', '690', '600')",-0.2773831217165097
"('500', '690', '610')",-0.27958061284182234
"('500', '690', '620')",-0.2803455937556052
"('500', '690', '630')",-0.28610637246871895
"('500', '690', '640')",-0.2846143365912166
"('500', '690', '650')",-0.2537476601697346
"('500', '690', '660')",-0.24075959032526706
"('500', '690', '670')",-0.21338826050841275
"('500', '690', '680')",-0.20404144675200853
"('500', '690', '700')",-0.3502118043237885
"('500', '690', '710')",-0.4029408665862333
"('500', '690', '720')",-0.43448447277806634
"('500', '690', '730')",-0.460867811566688
"('500', '690', '740')",-0.4783685974811962
"('500', '690', '750')",-0.49705804357079364
"('500', '700', '510')",0.06801675495564274
"('500', '700', '520')",0.08074764384316668
"('500', '700', '530')",0.09067282417273625
"('500', '700', '540')",0.09778626491313869
"('500', '700', '550')",0.10244123586142706
"('500', '700', '560')",0.10711533160711784
"('500', '700', '570')",0.10881955591120862
"('500', '700', '580')",0.10888915295982948
"('500', '700', '590')",0.10948347983499906
"('500', '700', '600')",0.11059434234231658
"('500', '700', '610')",0.11158745142007098
"('500', '700', '620')",0.11196936222970821
"('500', '700', '630')",0.11436527887171866
"('500', '700', '640')",0.11390035872211146
"('500', '700', '650')",0.10167713333004391
"('500', '700', '660')",0.09661279889072216
"('500', '700', '670')",0.085669364578141
"('500', '700', '680')",0.08195915133775733
"('500', '700', '690')",0.10153241791068401
"('500', '700', '710')",0.16158494874181306
"('500', '700', '720')",0.1744724972010765
"('500', '700', '730')",0.1852554068775374
"('500', '700', '740')",0.19250403380871672
"('500', '700', '750')",0.20021491849150497
"('500', '710', '510')",0.13884537787015128
"('500', '710', '520')",0.16469290119846725
"('500', '710', '530')",0.18491558843977085
"('500', '710', '540')",0.19939074228880438
"('500', '710', '550')",0.20879166119290005
"('500', '710', '560')",0.2182748505331582
"('500', '710', '570')",0.22161558500422363
"('500', '710', '580')",0.22165498387724458
"('500', '710', '590')",0.22279007821343422
"('500', '710', '600')",0.2249671937103359
"('500', '710', '610')",0.2268991193853349
"('500', '710', '620')",0.22761777797695792
"('500', '710', '630')",0.23241696206281293
"('500', '710', '640')",0.2313678645867272
"('500', '710', '650')",0.20644122160765443
"('500', '710', '660')",0.19605615005851862
"('500', '710', '670')",0.17382254457477964
"('500', '710', '680')",0.16626916570037298
"('500', '710', '690')",0.2060919445126228
"('500', '710', '700')",0.28507963847212525
"('500', '710', '720')",0.35406993548871424
"('500', '710', '730')",0.375807017643045
"('500', '710', '740')",0.3903497996777514
"('500', '710', '750')",0.4058379229455069
"('500', '720', '510')",0.1616474409136598
"('500', '720', '520')",0.19172815251646202
"('500', '720', '530')",0.21527515626244242
"('500', '720', '540')",0.23212264921310222
"('500', '720', '550')",0.24305247545137176
"('500', '720', '560')",0.25408194462068634
"('500', '720', '570')",0.25794437575651963
"('500', '720', '580')",0.25796873052804636
"('500', '720', '590')",0.25927363994658914
"('500', '720', '600')",0.2617920400333762
"('500', '720', '610')",0.26402481938674704
"('500', '720', '620')",0.2648502968619538
"('500', '720', '630')",0.27042145724119604
"('500', '720', '640')",0.26917943820289625
"('500', '720', '650')",0.24016088406946667
"('500', '720', '660')",0.22806762502718447
"('500', '720', '670')",0.20220144828237108
"('500', '720', '680')",0.1934197752369614
"('500', '720', '690')",0.23979102659459428
"('500', '720', '700')",0.33174379972007206
"('500', '720', '710')",0.3817900804679877
"('500', '720', '730')",0.4372574775105853
"('500', '720', '740')",0.45414925073202683
"('500', '720', '750')",0.47214461288669907
"('500', '730', '510')",0.1686765315185631
"('500', '730', '520')",0.20007394255458089
"('500', '730', '530')",0.2246494417140471
"('500', '730', '540')",0.24222810301873976
"('500', '730', '550')",0.25362788025007266
"('500', '730', '560')",0.26513073399246867
"('500', '730', '570')",0.2691479876755041
"('500', '730', '580')",0.2691625344138706
"('500', '730', '590')",0.2705161283089095
"('500', '730', '600')",0.273135416622147
"('500', '730', '610')",0.27545805166087056
"('500', '730', '620')",0.2763140550406239
"('500', '730', '630')",0.28212012447572465
"('500', '730', '640')",0.2808122792797366
"('500', '730', '650')",0.2505325948685837
"('500', '730', '660')",0.23791440055419988
"('500', '730', '670')",0.21093417208858267
"('500', '730', '680')",0.20177892883808246
"('500', '730', '690')",0.2501860060791451
"('500', '730', '700')",0.34615557560577415
"('500', '730', '710')",0.3983811184812833
"('500', '730', '720')",0.42988464833943185
"('500', '730', '740')",0.4738358952449757
"('500', '730', '750')",0.49259645258116413
"('500', '740', '510')",0.16873311560222992
"('500', '740', '520')",0.20015752936389786
"('500', '740', '530')",0.22474720819033478
"('500', '740', '540')",0.2423329063284846
"('500', '740', '550')",0.25373863881251124
"('500', '740', '560')",0.2652440317296173
"('500', '740', '570')",0.2692603722335729
"('500', '740', '580')",0.269272437784277
"('500', '740', '590')",0.27062465709903216
"('500', '740', '600')",0.2732441073683245
"('500', '740', '610')",0.2755672992422953
"('500', '740', '620')",0.27642329559926293
"('500', '740', '630')",0.282231152294106
"('500', '740', '640')",0.28091990855037274
"('500', '740', '650')",0.2506285067085401
"('500', '740', '660')",0.23800925541947415
"('500', '740', '670')",0.21102106090877826
"('500', '740', '680')",0.20186801302066704
"('500', '740', '690')",0.250313627774844
"('500', '740', '700')",0.3463497571699101
"('500', '740', '710')",0.39860932616470923
"('500', '740', '720')",0.43012898333628713
"('500', '740', '730')",0.456479056478458
"('500', '740', '750')",0.4928675194382808
"('500', '750', '510')",0.16615323152826889
"('500', '750', '520')",0.19710480156395105
"('500', '750', '530')",0.22132411352016446
"('500', '750', '540')",0.23864275930194645
"('500', '750', '550')",0.2498753899304006
"('500', '750', '560')",0.26120497550310506
"('500', '750', '570')",0.2651581449699103
"('500', '750', '580')",0.265168249893586
"('500', '750', '590')",0.2664986596500246
"('500', '750', '600')",0.269077686382164
"('500', '750', '610')",0.27136526179087406
"('500', '750', '620')",0.2722075806582035
"('500', '750', '630')",0.27792591169410485
"('500', '750', '640')",0.2766323184457603
"('500', '750', '650')",0.24680305970973093
"('500', '750', '660')",0.23438057475366447
"('500', '750', '670')",0.2078060284490142
"('500', '750', '680')",0.19879857572969428
"('500', '750', '690')",0.24652349651807226
"('500', '750', '700')",0.34112244296806327
"('500', '750', '710')",0.39259620748540414
"('500', '750', '720')",0.4236419708386041
"('500', '750', '730')",0.44958930418473053
"('500', '750', '740')",0.4669426032904298
"('510', '500', '520')",-0.14963527781505737
"('510', '500', '530')",-0.1679101717055147
"('510', '500', '540')",-0.18091671185046465
"('510', '500', '550')",-0.18944943941226633
"('510', '500', '560')",-0.197989833518585
"('510', '500', '570')",-0.20095505335503683
"('510', '500', '580')",-0.20094097748019113
"('510', '500', '590')",-0.2019424286479068
"('510', '500', '600')",-0.20386617683677466
"('510', '500', '610')",-0.20555452440159772
"('510', '500', '620')",-0.20615452974524784
"('510', '500', '630')",-0.2104394717239093
"('510', '500', '640')",-0.20943206516488533
"('510', '500', '650')",-0.1868254786945427
"('510', '500', '660')",-0.17734608442189215
"('510', '500', '670')",-0.15723061505629388
"('510', '500', '680')",-0.1503546315333515
"('510', '500', '690')",-0.18628560494512736
"('510', '500', '700')",-0.2575547737680304
"('510', '500', '710')",-0.2962900796136281
"('510', '500', '720')",-0.31960717838445785
"('510', '500', '730')",-0.33910770562266546
"('510', '500', '740')",-0.3520800500285093
"('510', '500', '750')",-0.3659564982648664
"('510', '520', '500')",0.10111182054030687
"('510', '520', '530')",0.1577641615723
"('510', '520', '540')",0.1702241024618507
"('510', '520', '550')",0.1781067803382992
"('510', '520', '560')",0.18622575404018082
"('510', '520', '570')",0.1889694031584881
"('510', '520', '580')",0.18892491574248038
"('510', '520', '590')",0.18982597422658865
"('510', '520', '600')",0.19162362477406147
"('510', '520', '610')",0.19320544005106544
"('510', '520', '620')",0.19379042661820556
"('510', '520', '630')",0.19783879867911724
"('510', '520', '640')",0.19687980764487212
"('510', '520', '650')",0.17556953448330437
"('510', '520', '660')",0.1666561401702933
"('510', '520', '670')",0.14769542642291333
"('510', '520', '680')",0.14125013245062057
"('510', '520', '690')",0.175215130120719
"('510', '520', '700')",0.2425601460524447
"('510', '520', '710')",0.27919058013154396
"('510', '520', '720')",0.30121507992307794
"('510', '520', '730')",0.31965739291134065
"('510', '520', '740')",0.33196465363384275
"('510', '520', '750')",0.34504516963229914
"('510', '530', '500')",0.1522360887695997
"('510', '530', '520')",0.21153330708909945
"('510', '530', '540')",0.2562276728596158
"('510', '530', '550')",0.26813832282405703
"('510', '530', '560')",0.28032937360754384
"('510', '530', '570')",0.28446933689457743
"('510', '530', '580')",0.28440758841627867
"('510', '530', '590')",0.28577419908370594
"('510', '530', '600')",0.2884811520686015
"('510', '530', '610')",0.2908626390700937
"('510', '530', '620')",0.29173504422318564
"('510', '530', '630')",0.2978213882628238
"('510', '530', '640')",0.2963760731366596
"('510', '530', '650')",0.2643150128075644
"('510', '530', '660')",0.2509013450174866
"('510', '530', '670')",0.2223785172344922
"('510', '530', '680')",0.21267714559322248
"('510', '530', '690')",0.26377330127879195
"('510', '530', '700')",0.3650781558652276
"('510', '530', '710')",0.42016767906003305
"('510', '530', '720')",0.45329379380600154
"('510', '530', '730')",0.4810175695698753
"('510', '530', '740')",0.4995083215750866
"('510', '530', '750')",0.5191874905786817
"('510', '540', '500')",0.17090380344657075
"('510', '540', '520')",0.23750622398645016
"('510', '540', '530')",0.2666975464570973
"('510', '540', '550')",0.3010314464121251
"('510', '540', '560')",0.3147028505624949
"('510', '540', '570')",0.3193504180112543
"('510', '540', '580')",0.319279422305641
"('510', '540', '590')",0.32081558241595376
"('510', '540', '600')",0.3238517595065389
"('510', '540', '610')",0.32652385211349544
"('510', '540', '620')",0.3274983320233118
"('510', '540', '630')",0.3343255310281614
"('510', '540', '640')",0.3326988509234259
"('510', '540', '650')",0.2967149438622376
"('510', '540', '660')",0.28166237397622185
"('510', '540', '670')",0.24965427792647454
"('510', '540', '680')",0.23876905017162708
"('510', '540', '690')",0.2961319252788168
"('510', '540', '700')",0.4098500179168656
"('510', '540', '710')",0.471682215012861
"('510', '540', '720')",0.5088575857833124
"('510', '540', '730')",0.5399637205780123
