,a1,a2,a3,a4,a5,a6,a8,a8,hfit_slope,hfit_yint
0,-0.2991569083049154,-0.5007074286173644,-0.6307586331617299,-0.5670477097086982,-0.4283054117272544,-0.4002624589953212,-0.32885834612848996,-0.194667091141451,-0.8322845570844656,0.2861579981834714
