#SampleID	chlamy_RA	sampling_day	pbr_tube	max_od_group	bact_RA	B_mean	C_mean	B_std	C_std	cc_mean_ratio	PBR_680	PBR_720
exp4.d23.t6	0.228230337078652	23.0	6.0	0.2	0.771769662921348	9565009.677433332	798480.0839888888	869134.1875129811	48356.92567484687	11.97902097902098	0.35131999999999997	0.19773
exp4.d24.t2	0.6941119378841801	24.0	2.0	0.5	0.30588806211581987							
exp4.d24.t1	0.147058823529412	24.0	1.0	0.2	0.852941176470588							
exp4.d24.t3	0.734289127837515	24.0	3.0	0.5	0.265710872162485							
exp4.d24.t8	0.214285714285714	24.0	8.0	0.2	0.785714285714286							
exp4.d24.t7	0.386831275720165	24.0	7.0	0.2	0.6131687242798349							
exp4.d24.t6	0.2434210526315789	24.0	6.0	0.2	0.7565789473684211							
exp4.d24.t5	0.258979206049149	24.0	5.0	0.2	0.7410207939508511							
exp4.d24.t4	0.756686390532544	24.0	4.0	0.5	0.24331360946745595							
exp4.d27.t6	0.34095238095238106	27.0	6.0	0.2	0.6590476190476189							
exp4.d27.t7	0.15781409601634305	27.0	7.0	0.2	0.842185903983657							
exp4.d27.t8	0.333834586466165	27.0	8.0	0.2	0.6661654135338351							
exp4.d27.t1	0.474327628361858	27.0	1.0	0.2	0.525672371638142							
exp4.d27.t2	0.72839148689735	27.0	2.0	0.5	0.27160851310265							
exp4.d27.t3	0.811614577700876	27.0	3.0	0.5	0.18838542229912403							
exp4.d27.t4	0.7679098187947742	27.0	4.0	0.5	0.23209018120522584							
exp4.d27.t5	0.4118852459016389	27.0	5.0	0.2	0.5881147540983611							
exp4.d28.t1	0.51036116044997	28.0	1.0	0.2	0.48963883955002996							
exp4.d28.t2	0.689642324888227	28.0	2.0	0.5	0.31035767511177303							
exp4.d28.t6	0.347107438016529	28.0	6.0	0.2	0.652892561983471							
exp4.d28.t7	0.458188153310105	28.0	7.0	0.2	0.541811846689895							
exp4.d28.t5	0.385026737967914	28.0	5.0	0.2	0.614973262032086							
exp4.d28.t8	0.292620865139949	28.0	8.0	0.2	0.707379134860051							
