,a1,a2,a3,a4,a5,a6,a8,a8,hfit_slope,hfit_yint
0,-0.3481233533006603,-0.507724022053938,-0.7593829246018408,-0.660455268559688,-0.581891669244002,-0.4888753745505466,-0.4237717434387336,-0.605371918095711,-0.4067693189955749,0.3788231703297139
