,kB680,kC680,kB720,kC720
720,1.0589312052357178,2.220166736686619,1.0000000000000002,1.0000000000000002
725,1.063985607172539,2.2837481829192456,1.004784129574114,1.0286202361862948
730,1.0686242824640353,2.32686506411096,1.009181556617088,1.0480463613650282
735,1.0727430986251554,2.3607408295653705,1.0130691029427061,1.0632957692187652
740,1.078533068999338,2.3976717502062193,1.0185506081957147,1.0799564805991992
745,1.0828912898325407,2.4267437603743374,1.022666418972451,1.0930765124402386
750,1.0873818975628162,2.4547509830739482,1.026920471437435,1.105714518246231
755,1.092007178831904,2.477409561046876,1.0312905090210458,1.1159382752568103
760,1.0958514181847232,2.499654254894953,1.0349248409303875,1.1260084886032806
765,1.100207072557273,2.521551557485761,1.039054019906241,1.1358942316275684
770,1.105302759400826,2.54670222471218,1.0438578422061617,1.147239647154832
775,1.109576710992844,2.5657390877359836,1.0479098028396336,1.155842473794698
780,1.114085623873115,2.5852601427761215,1.0521648137044564,1.1646870424435136
785,1.1192639877058541,2.605428875237895,1.0570666723096265,1.173804446212734
790,1.1237375908307081,2.622498030052051,1.0612925931745016,1.1815266358905645
795,1.128716153024884,2.6414532027071043,1.066001903236066,1.1900824186879084
800,1.133783587703366,2.6585057958850804,1.0707859343096302,1.1978007001269202
