,a1,a2,a3,a4,a5,a6,a8,a8,hfit_slope,hfit_yint
0,-0.35858663683087716,-0.5095722051618977,-0.745803568144804,-0.6991032754990237,-0.6124032964940198,-0.5253132108936088,-0.47844649340678086,-0.5985173374093159,-0.4977397471208378,0.3787178535642977
