,a1,a2,a3,a4,a5,a6,a8,hfit_slope,hfit_yint
0,-0.5196597073101121,-0.35158821493158315,-0.791186045305147,-0.7142653662022936,-0.1860632657042049,-0.40212583613849473,-0.30035998616894566,-0.5231086971183563,0.4609773966511555
