,0.0,0.02,0.041,0.061,0.082,0.102,0.122,0.143,0.163,0.184,0.204,0.224,0.245,0.265,0.286,0.306,0.327,0.347,0.367,0.388,0.408,0.429,0.449,0.469,0.49,0.51,0.531,0.551,0.571,0.592,0.612,0.633,0.653,0.673,0.694,0.714,0.735,0.755,0.776,0.796,0.816,0.837,0.857,0.878,0.898,0.918,0.939,0.959,0.98,1.0
0.0,0.0,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.08163265306122448,0.1020408163265306,0.12244897959183673,0.14285714285714285,0.16326530612244897,0.18367346938775508,0.2040816326530612,0.22448979591836732,0.24489795918367346,0.26530612244897955,0.2857142857142857,0.3061224489795918,0.32653061224489793,0.3469387755102041,0.36734693877551017,0.3877551020408163,0.4081632653061224,0.42857142857142855,0.44897959183673464,0.4693877551020408,0.4897959183673469,0.5102040816326531,0.5306122448979591,0.5510204081632653,0.5714285714285714,0.5918367346938775,0.6122448979591836,0.6326530612244897,0.6530612244897959,0.673469387755102,0.6938775510204082,0.7142857142857142,0.7346938775510203,0.7551020408163265,0.7755102040816326,0.7959183673469387,0.8163265306122448,0.836734693877551,0.8571428571428571,0.8775510204081632,0.8979591836734693,0.9183673469387754,0.9387755102040816,0.9591836734693877,0.9795918367346939,1.0
0.02,0.02040816326530612,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,14.999999999999998,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.000000000000004,26.0,27.0,28.0,29.000000000000004,29.999999999999996,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.00000000000001
0.041,0.04081632653061224,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.499999999999999,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.500000000000002,13.0,13.5,14.0,14.500000000000002,14.999999999999998,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.500000000000004
0.061,0.061224489795918366,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666665,2.0,2.333333333333333,2.6666666666666665,2.9999999999999996,3.333333333333333,3.666666666666666,4.0,4.333333333333333,4.666666666666666,4.999999999999999,5.333333333333333,5.666666666666667,5.999999999999999,6.333333333333333,6.666666666666666,7.0,7.333333333333332,7.666666666666666,8.0,8.333333333333334,8.666666666666666,9.0,9.333333333333332,9.666666666666666,9.999999999999998,10.333333333333332,10.666666666666666,11.0,11.333333333333334,11.666666666666666,11.999999999999998,12.333333333333332,12.666666666666666,12.999999999999998,13.333333333333332,13.666666666666666,14.0,14.333333333333334,14.666666666666664,14.999999999999998,15.333333333333332,15.666666666666666,16.0,16.333333333333332
0.082,0.08163265306122448,0.25,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5,2.75,3.0,3.25,3.5,3.7499999999999996,4.0,4.25,4.5,4.75,5.0,5.25,5.5,5.75,6.0,6.250000000000001,6.5,6.75,7.0,7.250000000000001,7.499999999999999,7.75,8.0,8.25,8.5,8.75,9.0,9.25,9.5,9.75,10.0,10.25,10.5,10.75,11.0,11.25,11.5,11.75,12.0,12.250000000000002
0.102,0.1020408163265306,0.2,0.4,0.6000000000000001,0.8,1.0,1.2000000000000002,1.4000000000000001,1.6,1.8,2.0,2.2,2.4000000000000004,2.6,2.8000000000000003,3.0,3.2,3.4000000000000004,3.6,3.8000000000000003,4.0,4.2,4.4,4.6000000000000005,4.800000000000001,5.000000000000001,5.2,5.4,5.6000000000000005,5.800000000000001,6.0,6.2,6.4,6.6000000000000005,6.800000000000001,7.0,7.2,7.4,7.6000000000000005,7.8,8.0,8.200000000000001,8.4,8.600000000000001,8.8,9.0,9.200000000000001,9.4,9.600000000000001,9.8
0.122,0.12244897959183673,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,1.0,1.1666666666666665,1.3333333333333333,1.4999999999999998,1.6666666666666665,1.833333333333333,2.0,2.1666666666666665,2.333333333333333,2.4999999999999996,2.6666666666666665,2.8333333333333335,2.9999999999999996,3.1666666666666665,3.333333333333333,3.5,3.666666666666666,3.833333333333333,4.0,4.166666666666667,4.333333333333333,4.5,4.666666666666666,4.833333333333333,4.999999999999999,5.166666666666666,5.333333333333333,5.5,5.666666666666667,5.833333333333333,5.999999999999999,6.166666666666666,6.333333333333333,6.499999999999999,6.666666666666666,6.833333333333333,7.0,7.166666666666667,7.333333333333332,7.499999999999999,7.666666666666666,7.833333333333333,8.0,8.166666666666666
0.143,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.4285714285714286,0.5714285714285714,0.7142857142857142,0.8571428571428572,1.0,1.1428571428571428,1.2857142857142856,1.4285714285714284,1.5714285714285714,1.7142857142857144,1.857142857142857,2.0,2.142857142857143,2.2857142857142856,2.428571428571429,2.571428571428571,2.7142857142857144,2.8571428571428568,3.0,3.142857142857143,3.2857142857142856,3.428571428571429,3.5714285714285716,3.714285714285714,3.8571428571428568,4.0,4.142857142857143,4.285714285714286,4.428571428571428,4.571428571428571,4.714285714285714,4.857142857142858,5.0,5.142857142857142,5.285714285714286,5.428571428571429,5.571428571428571,5.7142857142857135,5.857142857142857,6.0,6.142857142857143,6.285714285714286,6.428571428571428,6.571428571428571,6.714285714285714,6.857142857142858,7.0
0.163,0.16326530612244897,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,1.125,1.25,1.375,1.5,1.625,1.75,1.8749999999999998,2.0,2.125,2.25,2.375,2.5,2.625,2.75,2.875,3.0,3.1250000000000004,3.25,3.375,3.5,3.6250000000000004,3.7499999999999996,3.875,4.0,4.125,4.25,4.375,4.5,4.625,4.75,4.875,5.0,5.125,5.25,5.375,5.5,5.625,5.75,5.875,6.0,6.125000000000001
