time,A680_V1,A720_V1,A680_V2,A720_V2,A680_V3,A720_V3,A680_V4,A720_V4,A680_V5,A720_V5,A680_V6,A720_V6,A680_V7,A720_V7,A680_V8,A720_V8
2019-04-17 21:19:43,-0.06516741666666666,-0.03862654166666666,-0.028647416666666654,-0.005826541666666664,-0.060197416666666656,-0.033246541666666664,-0.05621741666666666,-0.02881654166666666,-0.041367416666666657,-0.01891654166666666,-0.06544741666666666,-0.03761654166666666,-0.05787741666666666,-0.03191654166666666,-0.09323741666666666,-0.05845654166666667
2019-04-17 21:25:43,-0.04675741666666666,-0.030206541666666663,-0.027857416666666662,-0.004416541666666662,-0.05784741666666666,-0.03411654166666666,-0.055027416666666655,-0.03191654166666666,-0.041517416666666654,-0.01678654166666666,-0.06587741666666666,-0.034566541666666666,-0.04292741666666666,-0.017546541666666665,-0.08146741666666665,-0.04801654166666666
2019-04-17 21:30:43,-0.06357741666666666,-0.03674654166666666,-0.025147416666666658,-0.00268654166666666,-0.05975741666666666,-0.03280654166666666,-0.053397416666666656,-0.030886541666666663,-0.03983741666666666,-0.018306541666666662,-0.06339741666666666,-0.03659654166666666,-0.05699741666666666,-0.03294654166666666,-0.09117741666666665,-0.057766541666666664
2019-04-17 21:34:43,-0.06357741666666666,-0.03631654166666666,-0.024987416666666658,-0.003156541666666658,-0.05828741666666666,-0.034266541666666664,-0.05100741666666666,-0.026286541666666663,-0.038147416666666656,-0.019066541666666662,-0.06383741666666666,-0.036306541666666664,-0.05699741666666666,-0.03352654166666666,-0.07850741666666666,-0.05611654166666666
2019-04-17 21:40:43,-0.06270741666666665,-0.035446541666666664,-0.025947416666666653,-0.005506541666666663,-0.05739741666666666,-0.03206654166666666,-0.049047416666666656,-0.02718654166666666,-0.037217416666666656,-0.015716541666666663,-0.062077416666666656,-0.03543654166666666,-0.055077416666666656,-0.03176654166666666,-0.08453741666666666,-0.05927654166666666
2019-04-17 21:45:43,-0.06342741666666665,-0.036606541666666666,-0.023377416666666657,-0.0037865416666666638,-0.05857741666666666,-0.03294654166666666,-0.052647416666666655,-0.028966541666666665,-0.03844741666666666,-0.017996541666666664,-0.06178741666666666,-0.035876541666666664,-0.055367416666666655,-0.033676541666666664,-0.09309741666666665,-0.05845654166666667
2019-04-17 21:49:43,-0.06183741666666666,-0.037326541666666664,-0.024027416666666655,-0.00268654166666666,-0.056957416666666656,-0.033386541666666665,-0.05204741666666666,-0.027926541666666662,-0.03582741666666665,-0.017396541666666664,-0.06281741666666665,-0.03688654166666666,-0.055227416666666654,-0.033676541666666664,-0.09296741666666666,-0.05927654166666666
2019-04-17 21:55:43,-0.06125741666666666,-0.03674654166666666,-0.021767416666666657,-0.001106541666666662,-0.055777416666666656,-0.03162654166666666,-0.04980741666666666,-0.027336541666666665,-0.03582741666666665,-0.018156541666666665,-0.06222741666666666,-0.03674654166666666,-0.05329741666666666,-0.03205654166666666,-0.09104741666666666,-0.059966541666666665
2019-04-17 22:00:43,-0.043127416666666654,-0.016656541666666663,-0.023057416666666657,-0.002216541666666662,-0.05532741666666666,-0.031186541666666664,-0.05413741666666666,-0.03191654166666666,-0.03473741666666666,-0.01662654166666666,-0.06222741666666666,-0.035586541666666666,-0.03910741666666666,-0.01601654166666666,-0.08089741666666665,-0.04703654166666666
2019-04-17 22:04:43,-0.06052741666666666,-0.035446541666666664,-0.022097416666666654,-0.0037865416666666638,-0.05651741666666666,-0.03353654166666666,-0.04965741666666666,-0.03058654166666666,-0.034427416666666655,-0.01678654166666666,-0.061487416666666656,-0.03645654166666666,-0.05329741666666666,-0.03308654166666666,-0.08801741666666665,-0.05845654166666667
