time,A680_V1,A720_V1,A680_V2,A720_V2,A680_V3,A720_V3,A680_V4,A720_V4,A680_V5,A720_V5,A680_V6,A720_V6,A680_V7,A720_V7,A680_V8,A720_V8
2019-02-25 20:08:49,-0.023417416666666656,-0.01135654166666666,0.01373258333333334,0.024383458333333337,-0.03461741666666666,-0.013946541666666663,0.10221258333333334,0.12959345833333333,0.05731258333333335,0.06605345833333334,0.11006258333333334,0.12914345833333332,0.05453258333333333,0.07225345833333335,0.06288258333333334,0.09854345833333333
2019-02-25 20:14:49,-0.019417416666666652,-0.007676541666666665,0.015132583333333338,0.024723458333333337,-0.016077416666666657,-0.010276541666666666,0.10007258333333334,0.13065345833333333,0.059252583333333345,0.06992345833333335,0.10941258333333335,0.13042345833333335,0.05741258333333335,0.07654345833333334,0.07133258333333332,0.10720345833333333
2019-02-25 20:19:49,-0.02469741666666666,-0.01135654166666666,0.016002583333333334,0.024883458333333337,-0.032597416666666656,-0.013946541666666663,0.09964258333333335,0.13044345833333332,0.05500258333333334,0.06477345833333334,0.10018258333333334,0.11882345833333333,0.05338258333333333,0.07429345833333334,0.060362583333333344,0.09675345833333335
2019-02-25 20:23:49,-0.024847416666666657,-0.01120654166666666,0.014432583333333346,0.02355345833333334,-0.03523741666666666,-0.014396541666666665,0.10414258333333336,0.13451345833333334,0.053462583333333355,0.06295345833333335,0.09848258333333333,0.11924345833333333,0.058762583333333354,0.08297345833333333,0.059392583333333346,0.09516345833333334
2019-02-25 20:29:49,-0.025167416666666657,-0.011966541666666664,0.014432583333333346,0.02455345833333334,-0.03430741666666666,-0.014396541666666665,0.10199258333333334,0.13087345833333333,0.056922583333333346,0.06550345833333335,0.09996258333333334,0.11882345833333333,0.05395258333333333,0.08050345833333333,0.06581258333333335,0.10054345833333331
2019-02-25 20:34:49,-0.023897416666666657,-0.01135654166666666,0.017052583333333343,0.02455345833333334,-0.03430741666666666,-0.015156541666666662,0.10028258333333333,0.1293834583333333,0.053272583333333345,0.06477345833333334,0.10039258333333335,0.11840345833333332,0.05414258333333334,0.08050345833333333,0.06308258333333334,0.09814345833333332
2019-02-25 20:38:49,-0.025167416666666657,-0.012426541666666662,0.014082583333333343,0.024223458333333336,-0.036787416666666656,-0.016066541666666663,0.10500258333333333,0.13408345833333332,0.05404258333333335,0.06350345833333335,0.09679258333333333,0.11695345833333334,0.04938258333333333,0.07318345833333334,0.06386258333333335,0.10114345833333332
2019-02-25 20:44:49,-0.023897416666666657,-0.011666541666666662,0.01688258333333334,0.02522345833333333,-0.03647741666666666,-0.01561654166666666,0.09561258333333335,0.12853345833333332,0.04870258333333334,0.060233458333333344,0.09658258333333335,0.11592345833333334,0.048252583333333335,0.07635345833333335,0.06366258333333334,0.09754345833333333
2019-02-25 20:49:49,-0.025007416666666657,-0.010596541666666664,0.014782583333333349,0.024723458333333337,-0.03523741666666666,-0.015306541666666663,0.10221258333333334,0.13023345833333333,0.04984258333333334,0.05897345833333333,0.09280258333333334,0.11468345833333332,0.045422583333333336,0.07355345833333335,0.06483258333333335,0.10074345833333331
2019-02-25 20:53:49,-0.02453741666666666,-0.011666541666666662,0.017052583333333343,0.026063458333333338,-0.03430741666666666,-0.014856541666666664,0.10007258333333334,0.1293834583333333,0.05060258333333334,0.061863458333333336,0.09238258333333334,0.11139345833333333,0.03927258333333335,0.06488345833333334,0.06620258333333333,0.10254345833333331
2019-02-25 20:59:49,-0.02437741666666666,-0.01135654166666666,0.014252583333333332,0.024383458333333337,-0.03570741666666666,-0.014546541666666662,0.10028258333333333,0.12917345833333335,0.04813258333333334,0.05951345833333333,0.09385258333333334,0.11324345833333332,0.03816258333333335,0.06726345833333333,0.06876258333333336,0.10355345833333335
2019-02-25 21:04:49,-0.024217416666666658,-0.01273654166666666,0.014602583333333335,0.024883458333333337,-0.03446741666666665,-0.014546541666666662,0.09879258333333334,0.1287434583333333,0.048322583333333335,0.059153458333333346,0.08906258333333335,0.10813345833333332,0.03706258333333336,0.06506345833333332,0.06425258333333335,0.09894345833333332
2019-02-25 21:08:49,-0.024217416666666658,-0.011966541666666664,0.016172583333333337,0.02622345833333333,-0.03539741666666665,-0.014546541666666662,0.09858258333333332,0.12832345833333333,0.047942583333333344,0.05933345833333333,0.09490258333333333,0.11057345833333335,0.035402583333333335,0.06142345833333334,0.06503258333333332,0.10134345833333333
2019-02-25 21:14:49,-0.02453741666666666,-0.011966541666666664,0.01653258333333335,0.024383458333333337,-0.03539741666666665,-0.014706541666666663,0.09225258333333335,0.12347345833333334,0.04984258333333334,0.057353458333333336,0.08968258333333333,0.11180345833333333,0.035592583333333344,0.061973458333333335,0.06327258333333334,0.09934345833333333
2019-02-25 21:19:49,-0.025007416666666657,-0.01288654166666666,0.016352583333333337,0.024723458333333337,-0.03415741666666666,-0.014246541666666664,0.09752258333333334,0.12705345833333334,0.04870258333333334,0.059153458333333346,0.08391258333333336,0.10631345833333333,0.03449258333333334,0.06160345833333334,0.06171258333333336,0.09814345833333332
2019-02-25 21:23:49,-0.023897416666666657,-0.01212654166666666,0.016352583333333337,0.025393458333333334,-0.03647741666666666,-0.01576654166666666,0.09372258333333335,0.12452345833333334,0.04643258333333333,0.057713458333333335,0.08555258333333333,0.10510345833333334,0.029942583333333342,0.05745345833333334,0.06718258333333334,0.10214345833333333
