,Bv1,Cv1,Bv2,Cv2,Bv3,Cv3,Bv4,Cv4,Bv5,Cv5,Bv6,Cv6,Bv7,Cv7,Bv8,Cv8
2019-04-17 21:00:00,-0.006048226315178641,-0.011649096728639641,0.009030243086696827,-0.011070302668542973,-0.003035959728109271,-0.012059064653054424,-0.0004962110960624199,-0.012452268526739148,0.002032728845110885,-0.010383410994762083,-0.004841795281114604,-0.012326415273450603,-0.0028679342109797935,-0.011620277791020935,-0.011998793060175124,-0.014964087810660056
2019-04-18 17:40:00,0.13579797060300913,0.034145697250751283,0.14772549457311465,0.03207840920225196,0.15259686959538524,0.022647423369355234,0.16248491971047715,0.015576208579218416,0.15027998802922365,0.04141862802281628,-0.0006003778367261189,0.02023096356325559,0.010486296377418686,0.025494646450055045,-0.011564348390290908,0.03247872424441144
2019-04-19 12:40:00,0.06286689335566621,0.017881184167844448,0.07051654487841033,0.015248771981051897,0.11757168863960601,0.032112477432229794,0.1106109489526892,0.007499213529232955,0.1152885252888196,0.039567361050237476,-0.0009020952686126853,0.07536390336784438,0.02225416788807889,0.05453653027329782,-0.020597886646113263,0.1040822164323264
2019-04-20 16:40:00,0.04893106625654792,0.027411485959408333,0.050149768568850984,0.02663526393284453,0.08068645154064441,0.025845855531842942,0.06743811925353412,0.010237471084230986,0.07965469010660758,0.02390426378375261,-0.007338562960738457,0.08015122585621914,0.019566828806491438,0.05809928313273702,-0.029426266509576787,0.10079462783350447
2019-04-21 20:00:00,0.046641090577711194,0.02882516230396059,0.039889889813009616,0.033450972083761514,0.05877388114009402,0.018095213975492644,0.05030143971674246,0.021124708034676636,0.06056549238583526,0.015310742991156114,-0.011380634861097732,0.0837760266230493,0.01758418450919741,0.05688969345951306,-0.03278500951216298,0.10382620304367494
2019-04-22 14:00:00,0.04104207389226103,0.022000083199982885,0.038407150069791354,0.035388500824658,0.05164007647376423,0.025088469581976136,0.04480712059919036,0.019672920395922885,0.0540539271692593,0.021676327482008387,-0.004893741744739017,0.07745237883343209,0.016241039508866118,0.05592626935634861,-0.01672391527337417,0.08468042110701039
2019-04-23 15:40:00,0.05832015765916576,0.018078908731088392,0.0326898465379448,0.037697079143170116,0.03512585329656013,0.037369671701915984,0.046927470389586036,0.028800761926158436,0.04288758954199943,0.03206715022269342,0.005907958245937573,0.05241648432704784,0.01724092291683905,0.056605635323130454,0.005299419372617851,0.034804285958137095
2019-04-24 17:40:00,0.05001719789279562,0.01011361338315119,0.0313038579071405,0.011499560298407175,0.03014107961498996,0.04405039281293056,0.04549067314693144,0.009865446755634324,0.03515366642693366,0.039982701505016045,0.020163692420654935,0.006184004921734895,0.023138860443157976,0.05873947268810534,0.029154757112429056,0.006665557858660133
2019-04-25 16:40:00,0.019378328737875133,0.008041397798499298,0.048622042067848044,0.010484717448102702,0.054918568777088915,0.019716435846063283,0.05508303599693558,0.008414360206475268,0.02874821503149799,0.04572488387902181,0.025992826564333858,-0.0061814091761178795,0.027160400107775623,0.047418371242848964,0.016675882100529938,0.01849224216228761
2019-04-26 17:40:00,0.008495613321141682,-0.029019561428862858,0.027974598873559766,-0.016798797194597273,0.07009430686887437,0.0038294832477981738,0.013864654053783818,0.00989118431814964,0.028879429552222623,0.048493200157826745,0.03955196649487809,-0.003285211025252717,0.0282713026247394,0.046377799122132295,0.007738433005470827,0.035132992059884204
2019-04-27 18:20:00,0.08015317856763121,-0.06759736405890544,0.026219775032775863,-0.026981818475104002,0.07099427651115371,-0.009210066236324234,0.02739508097649229,0.04923174301528319,0.02131719517977002,0.05229659311451216,0.024372716328491098,0.010323056413202239,0.03255260323352397,0.04301414754104385,0.0012490833441962477,0.07085065789131037
2019-04-28 18:40:00,0.007149616706368673,-0.03230068957095514,0.06878009615701364,-0.0574930377099979,0.06252122577530109,-0.021662541748730127,0.024751531848613225,0.050122987616153865,0.024883359015270966,0.04106809045529012,-0.0023436118400426923,-0.019154561137556394,0.033346989397249845,0.0409790883588089,-0.005330724435330154,0.07684618216953801
2019-04-29 17:40:00,0.0042325199583223665,-0.03286404290766409,0.012792646330084647,-0.03331798609525869,0.07052488747208192,-0.028218169041521014,0.021710481465775488,0.05366293970976183,0.038695172572382086,0.019854844638735585,0.008508215606251307,-0.0037914311564803587,0.03240499913342391,0.0433608439954516,0.016518339390455335,0.06799120664608632
