date_time,T1680,T1730,T1750,T2680,T2730,T2750,T3680,T3730,T3750,T4680,T4730,T4750,T5680,T5730,T5750,T6680,T6730,T6750,T7680,T7730,T7750,T8680,T8730,T8750
2019-05-11 19:00:00,0.13099999699999998,0.105999999,0.107000001,0.126499996,0.103299998,0.10459999699999999,0.125100002,0.103500001,0.10480000099999999,0.1259,0.10440000099999999,0.105700001,0.128600001,0.105599999,0.10710000199999999,0.128000006,0.10530000199999999,0.107000001,0.132699996,0.1096,0.111400001,0.12890000599999998,0.104199998,0.1052
2019-05-12 19:30:00,0.150299996,0.11150000199999999,0.112099998,0.13719999800000002,0.11150000199999999,0.112599999,0.144400001,0.109999999,0.111199997,0.141299993,0.106299996,0.107500002,0.13719999800000002,0.108199999,0.10920000099999999,0.138400003,0.10800000300000001,0.10890000300000001,0.12690000199999998,0.106600001,0.108199999,0.10890000300000001,0.096100003,
2019-05-13 19:40:00,0.10980000300000001,0.095700003,0.09799999699999999,0.105999999,0.09520000199999999,0.0973,0.119499996,0.098800004,0.0999,0.09920000300000001,0.09099999800000001,0.09309999599999999,0.115999997,0.09960000199999999,0.101499997,0.109399997,0.096600004,0.09920000300000001,0.10490000199999999,0.0973,0.09960000199999999,0.107000001,0.096600004,0.098700002
2019-05-14 20:30:00,0.111100003,0.09929999699999999,0.1021,0.114600003,0.097400002,0.098999999,0.120099999,0.101000004,0.10189999599999999,0.10230000300000001,0.092200004,0.0942,0.115999997,0.09839999699999999,0.0999,0.108499996,0.09799999699999999,0.100199997,0.10689999900000001,0.098700002,0.10069999800000001,0.115099996,0.09790000300000001,0.09929999699999999
2019-05-15 17:20:00,0.099399999,0.093000002,0.09510000099999999,0.117899999,0.10180000199999999,0.1039,0.10719999699999999,0.096900001,0.09929999699999999,0.12070000199999999,0.1017,0.102700002,0.12300000300000001,0.10459999699999999,0.1061,0.110200003,0.098800004,0.10069999800000001,0.109499998,0.09790000300000001,0.0995,0.142199993,0.10980000300000001,0.11169999800000001
2019-05-16 16:45:00,0.1175,0.105800003,0.10689999900000001,0.12340000300000001,0.10920000099999999,0.11169999800000001,0.11699999900000001,0.105800003,0.10800000300000001,0.119099997,0.1052,0.10729999800000001,0.11770000300000001,0.1039,0.10480000099999999,0.1184,0.103200004,0.105700001,0.12070000199999999,0.10480000099999999,0.1061,0.159999996,0.122000001,0.120800003
2019-05-17 14:25:00,0.148800001,0.11500000199999999,0.117600001,0.151800007,0.117600001,0.11770000300000001,0.148900002,0.116700001,0.1171,0.148499995,0.114,0.11429999800000001,0.152899995,0.119199999,0.12089999800000001,0.14859999699999998,0.119199999,0.1219,0.142100006,0.115400001,0.117200002,0.146899998,0.117399998,0.117399998
2019-05-20 15:15:00,0.13449999699999998,0.108400002,0.1087,0.119499996,0.104000002,0.106600001,0.130400002,0.11169999800000001,0.11379999699999999,0.111199997,0.10199999800000001,0.104099996,0.113200001,0.098999999,0.10069999800000001,0.103100002,0.0955,0.09719999900000001,0.106700003,0.096600004,0.09839999699999999,0.11680000300000001,0.104999997,0.107699998
2019-05-21 14:45:00,0.146599993,0.114699997,0.115699999,0.098899998,0.09759999800000001,0.099799998,0.099799998,0.09669999800000001,0.098499998,0.115400001,0.11159999699999999,0.11330000300000001,0.10480000099999999,0.09759999800000001,0.0999,0.10729999800000001,0.0973,0.09839999699999999,0.116400003,0.10300000000000001,0.105800003,0.127399996,0.107500002,0.1096
2019-05-22 15:10:00,0.11420000300000001,0.09929999699999999,0.100500003,0.10450000300000001,0.098700002,0.101199999,0.10239999699999999,0.096900001,0.09920000300000001,0.09269999699999999,0.0898,0.091700003,0.097400002,0.092500001,0.09399999699999999,0.08500000099999999,0.0876,0.08919999699999999,0.09749999599999999,0.091499999,0.094499998,0.115599997,0.104099996,0.10530000199999999
2019-05-23 15:05:00,0.111199997,0.095899999,0.097099997,0.133200005,0.106799997,0.10729999800000001,0.127599999,0.103799999,0.10490000199999999,0.117200002,0.104999997,0.1061,0.127599999,0.10279999699999999,0.103799999,0.084799998,0.086900003,0.089000002,0.111000001,0.0955,0.096799999,0.1175,0.1017,0.10279999699999999
2019-05-24 16:40:00,0.11590000199999999,0.10300000000000001,0.103200004,0.143700004,0.111000001,0.112300001,0.09120000199999999,0.090499997,0.09210000199999999,0.095299996,0.09099999800000001,0.09309999599999999,0.094999999,0.08990000199999999,0.090700001,0.09470000099999999,0.09279999900000001,0.09480000300000001,0.1052,0.10459999699999999,0.109300002,0.08919999699999999,0.091799997,0.09440000400000001
