,well,content,t(h),A750c,F680c
563,G9,ICL_172,120,0.109725,4154.5
564,H1,ICL_186A,120,0.237641658,9516.833333
565,H10,Chlamy,120,0.214991665,11210.66667
566,H11,Chlamy,120,0.201625001,10832.33333
567,H12,Chlamy,120,0.226391664,10621
568,H2,ICL_186B,120,0.205975002,10317.83333
569,H3,ICL_170,120,0.223774995,8825.166667
570,H4,ICL_179A,120,0.249891665,9986.833333
571,H5,ICL_179B,120,0.235991663,11330.16667
572,H6,Chlamy,120,0.211875003,11453
573,H7,Chlamy,120,0.204724993,11186.16667
574,H8,Chlamy,120,0.201958335,11368.83333
575,H9,Chlamy,120,0.208425006,11059.33333
576,A1,ICL_162,142,0.156883336,6291
577,A10,ICL_118B,142,0.190283332,10206.16667
578,A11,ICL_100,142,0.120550001,9516.166667
579,A12,ICL_108,142,0.161783334,10846.33333
580,A2,ICL_202A,142,0.14113334,5300.333333
581,A3,ICL_202B,142,0.157616669,5840.833333
582,A4,ICL_202C,142,0.165300001,6683
583,A5,ICL_131,142,0.125116668,5905.5
584,A6,ICL_116,142,0.157566666,7016.333333
585,A7,ICL_112,142,0.157449999,5923.833333
586,A8,ICL_163,142,0.102616667,7595.333333
587,A9,ICL_24,142,0.132450001,7375.833333
588,B1,ICL_115,142,0.134566666,9119.333333
589,B10,ICL_20BA,142,0.237283338,14056.16667
590,B11,ICL_20BB,142,0.195733333,13044
591,B12,ICL_60,142,0.169633333,10001
592,B2,ICL_199,142,0.117583336,8556.666667
593,B3,ICL_101,142,0.173850004,12387.33333
594,B4,ICL_139A,142,0.180666664,12691.16667
595,B5,ICL_103,142,0.184183333,12963.16667
596,B6,ICL_160,142,0.138116664,9329.666667
597,B7,ICL_129A,142,0.16471667,6923.333333
598,B8,ICL_129B,142,0.193933332,11875.16667
599,B9,ICL_133,142,0.215933332,13326.66667
600,C1,ICL_144,142,0.165783337,11813.33333
601,C10,ICL_184BA,142,0.094266672,4981.833333
602,C11,ICL_184BB,142,0.123816668,5380.666667
603,C12,ICL_193,142,0.226616665,10041.66667
604,C2,ICL_41,142,0.252683331,10722
605,C3,ICL_114B,142,0.265966663,11136
606,C4,ICL_208B,142,0.197083331,12181
607,C5,ICL_117,142,0.233116666,11858.5
608,C6,ICL_132,142,0.159299998,10359.5
609,C7,ICL_48,142,0.12018333,6212.666667
610,C8,ICL_201,142,0.154350004,7505.833333
611,C9,ICL_172,142,0.103316666,5209.166667
612,D1,ICL_186A,142,0.215183332,9751.166667
613,D10,Chlamy,142,0.198033332,13142
614,D11,Chlamy,142,0.194283335,12526.5
615,D12,Chlamy,142,0.176633337,11832.5
616,D2,ICL_186B,142,0.195116663,11456.5
617,D3,ICL_170,142,0.213200002,9213.833333
618,D4,ICL_179A,142,0.241983333,10575.5
619,D5,ICL_179B,142,0.210350001,12624.33333
620,D6,Chlamy,142,0.1712,11342.5
621,D7,Chlamy,142,0.200900002,13188.5
622,D8,Chlamy,142,0.189699999,12748.33333
623,D9,Chlamy,142,0.199383337,13037.83333
624,E1,ICL_162,142,0.189033329,8226.166667
625,E10,ICL_118B,142,0.234150001,11507.83333
626,E11,ICL_100,142,0.183016667,11601
627,E12,ICL_108,142,0.192483335,11275
628,E2,ICL_202A,142,0.158266665,6018.333333
629,E3,ICL_202B,142,0.178016667,6616.333333
630,E4,ICL_202C,142,0.18975,7733.166667
631,E5,ICL_131,142,0.126150004,7155.833333
632,E6,ICL_116,142,0.173716668,8218.333333
633,E7,ICL_112,142,0.182233338,7438.666667
634,E8,ICL_163,142,0.128466672,9579.833333
635,E9,ICL_24,142,0.125283332,7827.333333
636,F1,ICL_115,142,0.158533334,10249.33333
637,F10,ICL_20BA,142,0.228500003,13390
638,F11,ICL_20BB,142,0.194883341,12777
639,F12,ICL_60,142,0.184716666,12018.5
640,F2,ICL_199,142,0.12816667,9544.5
641,F3,ICL_101,142,0.192483327,12849
642,F4,ICL_139A,142,0.201150004,13140.83333
643,F5,ICL_103,142,0.209349999,13617.83333
644,F6,ICL_160,142,0.170433332,11140.66667
645,F7,ICL_129A,142,0.163516665,7163.333333
646,F8,ICL_129B,142,0.185350005,11986.33333
647,F9,ICL_133,142,0.224233333,13672.16667
648,G1,ICL_144,142,0.207199995,12977.66667
649,G10,ICL_184BA,142,0.115766666,5497.833333
650,G11,ICL_184BB,142,0.136583332,5933.333333
651,G12,ICL_193,142,0.223616669,9203.333333
652,G2,ICL_41,142,0.266616666,10919.5
653,G3,ICL_114B,142,0.276083329,11401.66667
654,G4,ICL_208B,142,0.202433337,12796
655,G5,ICL_117,142,0.18556666,11282.33333
656,G6,ICL_132,142,0.187116664,11998.66667
657,G7,ICL_48,142,0.139066665,7016.833333
658,G8,ICL_201,142,0.163966665,7446
659,G9,ICL_172,142,0.116766668,5757.5
660,H1,ICL_186A,142,0.217833339,9846.666667
661,H10,Chlamy,142,0.184583335,12344
662,H11,Chlamy,142,0.175300006,11768
663,H12,Chlamy,142,0.190766669,10821.33333
664,H2,ICL_186B,142,0.187199994,11122.5
665,H3,ICL_170,142,0.180100008,8045.666667
666,H4,ICL_179A,142,0.205616667,8985.5
667,H5,ICL_179B,142,0.203366666,12344.66667
668,H6,Chlamy,142,0.185699998,12800
669,H7,Chlamy,142,0.193750003,12677.66667
670,H8,Chlamy,142,0.178133333,12481
671,H9,Chlamy,142,0.184166664,12289.33333
672,A1,ICL_162,167,0.136495239,5425.666667
673,A10,ICL_118B,167,0.166011906,9035.833333
674,A11,ICL_100,167,0.080795239,6709.333333
675,A12,ICL_108,167,0.13302857,9537.166667
676,A2,ICL_202A,167,0.148395234,5340
677,A3,ICL_202B,167,0.15169524,5894.333333
678,A4,ICL_202C,167,0.170561901,6530.666667
679,A5,ICL_131,167,0.124561907,5889.666667
680,A6,ICL_116,167,0.151161905,6214.333333
681,A7,ICL_112,167,0.151961904,6032.5
682,A8,ICL_163,167,0.113461905,9074.833333
683,A9,ICL_24,167,0.119945244,7449.666667
684,B1,ICL_115,167,0.145228571,9631.833333
685,B10,ICL_20BA,167,0.201411909,13140.66667
686,B11,ICL_20BB,167,0.19342857,12447.5
687,B12,ICL_60,167,0.093211905,7792.833333
688,B2,ICL_199,167,0.144378571,9833
689,B3,ICL_101,167,0.198545238,13047.83333
690,B4,ICL_139A,167,0.196195233,12890.33333
691,B5,ICL_103,167,0.194428569,13021.33333
692,B6,ICL_160,167,0.186611907,10249.16667
693,B7,ICL_129A,167,0.16057857,6671.666667
694,B8,ICL_129B,167,0.205895236,11761.66667
695,B9,ICL_133,167,0.207261906,13016.5
696,C1,ICL_144,167,0.163978573,11849.33333
697,C10,ICL_184BA,167,0.091661904,5644.833333
698,C11,ICL_184BB,167,0.10247857,5005.333333
699,C12,ICL_193,167,0.168428574,7900.166667
700,C2,ICL_41,167,0.250745238,9625.5
701,C3,ICL_114B,167,0.259295241,10048.66667
702,C4,ICL_208B,167,0.230378564,12255.33333
703,C5,ICL_117,167,0.215378576,10033.16667
704,C6,ICL_132,167,0.182445234,10453.5
705,C7,ICL_48,167,0.100995236,5358.666667
706,C8,ICL_201,167,0.131328574,6166.166667
707,C9,ICL_172,167,0.10344524,5212.5
708,D1,ICL_186A,167,0.204245241,8938
709,D10,Chlamy,167,0.197178578,13218.5
710,D11,Chlamy,167,0.158811908,11891.33333
711,D12,Chlamy,167,0.135561904,10972.16667
712,D2,ICL_186B,167,0.202795233,11538
713,D3,ICL_170,167,0.199611903,8885
714,D4,ICL_179A,167,0.226578574,9495.5
715,D5,ICL_179B,167,0.209378566,12092.83333
716,D6,Chlamy,167,0.176878571,11424.16667
717,D7,Chlamy,167,0.220711908,13686.33333
718,D8,Chlamy,167,0.188845241,12829.5
719,D9,Chlamy,167,0.18992857,12850.33333
720,E1,ICL_162,167,0.17542857,7542
721,E10,ICL_118B,167,0.208895242,10493.83333
722,E11,ICL_100,167,0.170045238,10729.16667
723,E12,ICL_108,167,0.182445237,10514.33333
724,E2,ICL_202A,167,0.159128573,6441.166667
725,E3,ICL_202B,167,0.180995242,7096.166667
726,E4,ICL_202C,167,0.184661906,7407.333333
727,E5,ICL_131,167,0.130678573,7688.333333
728,E6,ICL_116,167,0.147028566,6733
729,E7,ICL_112,167,0.178861912,7159.333333
730,E8,ICL_163,167,0.150711905,10542.16667
731,E9,ICL_24,167,0.137561906,8683.166667
732,F1,ICL_115,167,0.145045244,9811.833333
733,F10,ICL_20BA,167,0.151211906,11231.66667
734,F11,ICL_20BB,167,0.205611906,12669.83333
735,F12,ICL_60,167,0.121728573,9831
736,F2,ICL_199,167,0.143128572,9998.5
737,F3,ICL_101,167,0.191545239,12914.5
738,F4,ICL_139A,167,0.194761908,12728
739,F5,ICL_103,167,0.182845238,12329.33333
740,F6,ICL_160,167,0.201728578,11800.5
741,F7,ICL_129A,167,0.160428565,6630
742,F8,ICL_129B,167,0.173528573,11008.5
743,F9,ICL_133,167,0.179678573,12323.33333
744,G1,ICL_144,167,0.195978571,12800
745,G10,ICL_184BA,167,0.091528573,4775.833333
746,G11,ICL_184BB,167,0.108328574,4573.166667
747,G12,ICL_193,167,0.16329524,7079.833333
748,G2,ICL_41,167,0.229811903,9333.333333
749,G3,ICL_114B,167,0.258011903,10431.16667
750,G4,ICL_208B,167,0.208545236,12551.16667
751,G5,ICL_117,167,0.207945234,11889.33333
752,G6,ICL_132,167,0.213078574,12125.83333
753,G7,ICL_48,167,0.129428572,6787.666667
754,G8,ICL_201,167,0.14289524,6512.333333
755,G9,ICL_172,167,0.114061906,5313.166667
756,H1,ICL_186A,167,0.178378573,7363.666667
757,H10,Chlamy,167,0.150128572,11081.66667
758,H11,Chlamy,167,0.146111909,11035
759,H12,Chlamy,167,0.155745239,9611
760,H2,ICL_186B,167,0.181478576,10605
761,H3,ICL_170,167,0.153645233,5936.666667
762,H4,ICL_179A,167,0.184661901,7125.166667
763,H5,ICL_179B,167,0.176728575,11052.83333
764,H6,Chlamy,167,0.165011901,11958.5
765,H7,Chlamy,167,0.171595239,12165.66667
766,H8,Chlamy,167,0.139495237,10978.33333
767,H9,Chlamy,167,0.161678571,11548.66667
