,well,content,t(h),A750c,F680c
589,B10,ICL_20BA,142,0.151650001,6783.5
590,B11,ICL_20BB,142,0.150125001,6762.75
591,B12,ICL_60,142,0.152125005,6896
592,B2,ICL_199,142,0.156199996,6523.75
593,B3,ICL_101,142,0.14862499,6293
594,B4,ICL_139A,142,0.154925008,6436.25
595,B5,ICL_103,142,0.160100002,6541.25
596,B6,ICL_160,142,0.153700002,6964.25
597,B7,ICL_129A,142,0.153525006,6873.75
598,B8,ICL_129B,142,0.153600004,6749.25
599,B9,ICL_133,142,0.144924995,6443.5
600,C1,ICL_144,142,0.149899997,6779.5
601,C10,ICL_184BA,142,0.1393,6371.75
602,C11,ICL_184BB,142,0.143375002,6513.5
603,C12,ICL_193,142,0.141475,6708.75
604,C2,ICL_41,142,0.14855,6462.5
605,C3,ICL_114B,142,0.144075007,6392
606,C4,ICL_208B,142,0.146350008,6297.75
607,C5,ICL_117,142,0.152525004,6443.25
608,C6,ICL_132,142,0.144049991,6450.75
609,C7,ICL_48,142,0.140875004,6732
610,C8,ICL_201,142,0.143375006,6494.75
611,C9,ICL_172,142,0.142449998,6503.75
612,D1,ICL_186A,142,0.162550006,6790
613,D10,Chlamy,142,0.09615,9336.25
614,D11,Chlamy,142,0.109699998,9303
615,D12,Chlamy,142,0.087849997,8355.5
616,D2,ICL_186B,142,0.16032501,6307.75
617,D3,ICL_170,142,0.146450002,6192.5
618,D4,ICL_179A,142,0.149750006,6184.25
619,D5,ICL_179B,142,0.157675002,6390.75
620,D6,Chlamy,142,0.1448,11502.5
621,D7,Chlamy,142,0.130125005,10921
622,D8,Chlamy,142,0.1375,11068.5
623,D9,Chlamy,142,0.118974999,10332.75
624,E1,ICL_162,142,0.160324991,7180.75
625,E10,ICL_118B,142,0.274324991,7185.75
626,E11,ICL_100,142,0.148774993,6828
627,E12,ICL_108,142,0.146100004,6796.25
628,E2,ICL_202A,142,0.157050003,6381.75
629,E3,ICL_202B,142,0.147025001,6444.5
630,E4,ICL_202C,142,0.145624999,6366
631,E5,ICL_131,142,0.156624999,6446.25
632,E6,ICL_116,142,0.146299999,6693.5
633,E7,ICL_112,142,0.149150003,7007
634,E8,ICL_163,142,0.386100013,7342.25
635,E9,ICL_24,142,0.204399999,5815.5
636,F1,ICL_115,142,0.153775003,7166.75
637,F10,ICL_20BA,142,0.132950001,6344.25
638,F11,ICL_20BB,142,0.139325004,6569
639,F12,ICL_60,142,0.138575003,6824.75
640,F2,ICL_199,142,0.150449999,6824.5
641,F3,ICL_101,142,0.140974999,6423.5
642,F4,ICL_139A,142,0.1457,6824.75
643,F5,ICL_103,142,0.150150001,6648.25
644,F6,ICL_160,142,0.134925001,6509
645,F7,ICL_129A,142,0.140600004,6648.75
646,F8,ICL_129B,142,0.137425006,6767.25
647,F9,ICL_133,142,0.129000001,6176
648,G1,ICL_144,142,0.167124998,7382.5
649,G10,ICL_184BA,142,0.114699997,4575.75
650,G11,ICL_184BB,142,0.180974994,4764
651,G12,ICL_193,142,0.182049994,5083.25
652,G2,ICL_41,142,0.159325008,6808.5
653,G3,ICL_114B,142,0.151724998,6631.5
654,G4,ICL_208B,142,0.153749999,6851
655,G5,ICL_117,142,0.161925007,6821.5
656,G6,ICL_132,142,0.150525008,6503.75
657,G7,ICL_48,142,0.147050005,6831.5
658,G8,ICL_201,142,0.148375001,6407
659,G9,ICL_172,142,0.143375002,6578
660,H1,ICL_186A,142,0.158149991,8290.25
661,H10,Chlamy,142,0.105675001,9057.5
662,H11,Chlamy,142,0.100975,9177.5
663,H12,Chlamy,142,0.092324998,8641.25
664,H2,ICL_186B,142,0.168825005,7686.5
665,H3,ICL_170,142,0.151925005,7514.5
666,H4,ICL_179A,142,0.166350004,7431.25
667,H5,ICL_179B,142,0.178725001,7759
668,H6,Chlamy,142,0.134875,10618.5
669,H7,Chlamy,142,0.116749998,10016
670,H8,Chlamy,142,0.113200002,9530.5
671,H9,Chlamy,142,0.113975004,9812
672,A1,ICL_162,167,0.141628572,7086.25
673,A10,ICL_118B,167,0.147978571,6708.75
674,A11,ICL_100,167,0.148503569,6980
675,A12,ICL_108,167,0.135528573,6653.25
676,A2,ICL_202A,167,0.151728572,7212.75
677,A3,ICL_202B,167,0.14517858,7333.75
678,A4,ICL_202C,167,0.151128576,7221.75
679,A5,ICL_131,167,0.156428565,7154
680,A6,ICL_116,167,0.150728577,7297.75
681,A7,ICL_112,167,0.149053578,7183.5
682,A8,ICL_163,167,0.156303571,7336
683,A9,ICL_24,167,0.147303571,7085
684,B1,ICL_115,167,0.159078577,7714.5
685,B10,ICL_20BA,167,0.144428571,6715.75
686,B11,ICL_20BB,167,0.144453575,6677
687,B12,ICL_60,167,0.152628572,6936.25
688,B2,ICL_199,167,0.150678569,7018.25
689,B3,ICL_101,167,0.143853569,6730
690,B4,ICL_139A,167,0.149953568,6770.25
691,B5,ICL_103,167,0.152653569,6732.25
692,B6,ICL_160,167,0.149278575,7106.75
693,B7,ICL_129A,167,0.144528565,7127
694,B8,ICL_129B,167,0.149628573,6904.25
695,B9,ICL_133,167,0.140153573,6428.25
696,C1,ICL_144,167,0.14725357,7195.25
697,C10,ICL_184BA,167,0.130903565,6008.75
698,C11,ICL_184BB,167,0.135128566,6363.5
699,C12,ICL_193,167,0.137353574,6488.5
700,C2,ICL_41,167,0.14152857,6780.75
701,C3,ICL_114B,167,0.136028574,6631
702,C4,ICL_208B,167,0.13687857,6388.5
703,C5,ICL_117,167,0.147078567,6640.5
704,C6,ICL_132,167,0.142528569,6715
705,C7,ICL_48,167,0.132778571,6727.5
706,C8,ICL_201,167,0.136303571,6456.25
707,C9,ICL_172,167,0.13642857,6489
708,D1,ICL_186A,167,0.160328568,7370
709,D10,Chlamy,167,0.068228574,7509.25
710,D11,Chlamy,167,0.08210357,8322.25
711,D12,Chlamy,167,0.065903572,7072.75
712,D2,ICL_186B,167,0.155478568,6768.25
713,D3,ICL_170,167,0.140328572,6594.75
714,D4,ICL_179A,167,0.143328571,6355
715,D5,ICL_179B,167,0.150253576,6524.5
716,D6,Chlamy,167,0.11730357,10695.75
717,D7,Chlamy,167,0.08630357,9462.5
718,D8,Chlamy,167,0.088028574,9062
719,D9,Chlamy,167,0.082328574,8700.75
720,E1,ICL_162,167,0.158128572,7780.25
721,E10,ICL_118B,167,0.098653571,5991.75
722,E11,ICL_100,167,0.142453575,6800.75
723,E12,ICL_108,167,0.139728573,6548
724,E2,ICL_202A,167,0.147778572,6724.25
725,E3,ICL_202B,167,0.13987858,6623
726,E4,ICL_202C,167,0.139078573,6503.75
727,E5,ICL_131,167,0.14812857,6514.75
728,E6,ICL_116,167,0.140078564,6856.75
729,E7,ICL_112,167,0.138703575,6790.75
730,E8,ICL_163,167,0.388153576,7406.75
731,E9,ICL_24,167,0.187628579,5382.25
732,F1,ICL_115,167,0.147603561,7450.5
733,F10,ICL_20BA,167,0.124203575,5649.5
734,F11,ICL_20BB,167,0.130478577,6111.25
735,F12,ICL_60,167,0.132178572,6577.75
736,F2,ICL_199,167,0.143178576,6969.75
737,F3,ICL_101,167,0.130503577,6414.5
738,F4,ICL_139A,167,0.134103571,6733.5
739,F5,ICL_103,167,0.136778568,6316.25
740,F6,ICL_160,167,0.129153569,6346.75
741,F7,ICL_129A,167,0.129478571,6139.25
742,F8,ICL_129B,167,0.128403572,6109.5
743,F9,ICL_133,167,0.119653572,5620.75
744,G1,ICL_144,167,0.163503573,7805.5
745,G10,ICL_184BA,167,0.111878575,4690
746,G11,ICL_184BB,167,0.177428578,4968.75
747,G12,ICL_193,167,0.178228569,4825.5
748,G2,ICL_41,167,0.156853573,7369
749,G3,ICL_114B,167,0.14637857,6936.25
750,G4,ICL_208B,167,0.146403575,6951.25
751,G5,ICL_117,167,0.158378572,6941.75
752,G6,ICL_132,167,0.141653572,6486.25
753,G7,ICL_48,167,0.138153576,6753
754,G8,ICL_201,167,0.141928573,6547.5
755,G9,ICL_172,167,0.136178569,6403
756,H1,ICL_186A,167,0.154378572,9385.25
757,H10,Chlamy,167,0.08162857,7455
758,H11,Chlamy,167,0.083878574,7779.75
759,H12,Chlamy,167,0.069853568,6427.75
760,H2,ICL_186B,167,0.167753571,8005.25
761,H3,ICL_170,167,0.140403574,7677.75
762,H4,ICL_179A,167,0.156903566,7669.25
763,H5,ICL_179B,167,0.168478572,7934.75
764,H6,Chlamy,167,0.09067857,8172.25
765,H7,Chlamy,167,0.093053577,8602.25
766,H8,Chlamy,167,0.087878571,8208
767,H9,Chlamy,167,0.086853569,8313.25
