Well	Mean	StDev	0;2	1;2	2;2	2;1	1;1	0;1	0;0	1;0	2;0	wavelength	mode
G8	0.6725000143051147	0.09740000218153	0.791700005531311	0.6276999711990356	0.8155999779701233	0.6152999997138977	0.5569000244140625	0.5752999782562256	0.7139000296592712	0.6031000018119812	0.7531999945640564	600	Absorbance
G9	0.6151999831199646	0.10170000046491623	0.7204999923706055	0.5486999750137329	0.7666000127792358	0.5576000213623047	0.49410000443458557	0.5069000124931335	0.6783000230789185	0.5612000226974487	0.7026000022888184	600	Absorbance
G10	0.550000011920929	0.10899999737739563	0.6710000038146973	0.49970000982284546	0.7299000024795532	0.5059000253677368	0.43149998784065247	0.43220001459121704	0.5807999968528748	0.46369999647140503	0.6349999904632568	600	Absorbance
G11	0.4796999990940094	0.11209999769926071	0.6132000088691711	0.428600013256073	0.6700000166893005	0.4413999915122986	0.358599990606308	0.361299991607666	0.501800000667572	0.3901999890804291	0.5521000027656555	600	Absorbance
G12	0.3425999879837036	0.12250000238418579	0.5130000114440918	0.29319998621940613	0.5486999750137329	0.28540000319480896	0.22130000591278076	0.2272000014781952	0.3646000027656555	0.23479999601840973	0.39500001072883606	600	Absorbance
H1	0.9221000075340271	0.08049999922513962	1.016800045967102	0.8669000267982483	1.0182000398635864	0.8485999703407288	0.83160001039505	0.8518000245094299	0.992900013923645	0.878600001335144	0.9937999844551086	600	Absorbance
H2	0.8517000079154968	0.08799999952316284	0.9312999844551086	0.7736999988555908	0.9251999855041504	0.7773000001907349	0.7537000179290771	0.7698000073432922	0.9573000073432922	0.8238000273704529	0.953000009059906	600	Absorbance
H3	0.8216000199317932	0.09269999712705612	0.9366999864578247	0.7613000273704529	0.9424999952316284	0.7519000172615051	0.7110999822616577	0.7373999953269958	0.8859000205993652	0.7681000232696533	0.8992999792098999	600	Absorbance
H4	0.777999997138977	0.09030000120401382	0.8442000150680542	0.6840000152587891	0.8532999753952026	0.715499997138977	0.6758000254631042	0.6966999769210815	0.880299985408783	0.7541999816894531	0.8978999853134155	600	Absorbance
H5	0.7336999773979187	0.09229999780654907	0.8230000138282776	0.6565999984741211	0.8414000272750854	0.6744999885559082	0.6225000023841858	0.6474000215530396	0.817799985408783	0.6863999962806702	0.8338000178337097	600	Absorbance
H6	0.6771000027656555	0.09640000015497208	0.7961000204086304	0.6177999973297119	0.8052999973297119	0.6195999979972839	0.5605000257492065	0.5795999765396118	0.738099992275238	0.6182000041007996	0.7585999965667725	600	Absorbance
H7	0.6215999722480774	0.10379999876022339	0.7281000018119812	0.5713000297546387	0.7882000207901001	0.5612999796867371	0.5095999836921692	0.5102999806404114	0.6622999906539917	0.5475999712944031	0.7160999774932861	600	Absorbance
H8	0.5397999882698059	0.09449999779462814	0.6367999911308289	0.4738999903202057	0.6675000190734863	0.4848000109195709	0.43689998984336853	0.43709999322891235	0.6060000061988831	0.47940000891685486	0.6359999775886536	600	Absorbance
H9	0.4814000129699707	0.10700000077486038	0.5503000020980835	0.38589999079704285	0.6359000205993652	0.43309998512268066	0.36800000071525574	0.3594000041484833	0.5508999824523926	0.4375	0.6115999817848206	600	Absorbance
H10	0.41990000009536743	0.1096000000834465	0.49799999594688416	0.33059999346733093	0.589900016784668	0.38260000944137573	0.30390000343322754	0.30000001192092896	0.4803999960422516	0.3497999906539917	0.5440999865531921	600	Absorbance
H11	0.34549999237060547	0.11469999700784683	0.4278999865055084	0.2531999945640564	0.524399995803833	0.29739999771118164	0.2214999943971634	0.2231999933719635	0.4090000092983246	0.27810001373291016	0.4747999906539917	600	Absorbance
H12	0.2054000049829483	0.1274999976158142	0.4004000127315521	0.14239999651908875	0.4115999937057495	0.1421000063419342	0.08449999988079071	0.09640000015497208	0.23639999330043793	0.09239999949932098	0.24230000376701355	600	Absorbance
A1	1.686400055885315	0.06859999895095825	1.8260999917984009	1.669700026512146	1.7175999879837036	1.6729999780654907	1.5879000425338745	1.6402000188827515	1.7317999601364136	1.6344000101089478	1.6972999572753906	680	Absorbance
A2	1.5865000486373901	0.07419999688863754	1.7217999696731567	1.5908000469207764	1.6584999561309814	1.5198999643325806	1.4981000423431396	1.531599998474121	1.635200023651123	1.5326999425888062	1.5898000001907349	680	Absorbance
A3	1.4931000471115112	0.08179999887943268	1.6416000127792358	1.500499963760376	1.583400011062622	1.4284000396728516	1.3973000049591064	1.4296000003814697	1.537500023841858	1.4306000471115112	1.4884999990463257	680	Absorbance
A4	1.3956999778747559	0.07909999787807465	1.5377000570297241	1.3954999446868896	1.479599952697754	1.332900047302246	1.3039000034332275	1.326300024986267	1.4413000345230103	1.3372000455856323	1.4071999788284302	680	Absorbance
A5	1.339400053024292	0.08789999783039093	1.503000020980835	1.3490999937057495	1.4292999505996704	1.270900011062622	1.2383999824523926	1.2655999660491943	1.3865000009536743	1.2732000350952148	1.3381999731063843	680	Absorbance
