well,row,col,B_lbl,C_lbl,B_cc,C_cc,A600,A600_sdv,A680,A680_sdv,A720,A720_sdv,A750,A750_sdv,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750
B9,B,9,0.35,0.17,681981337.2,1529586.764,0.8299000263214111,0.10140000283718108,0.9351000189781188,0.09799999743700027,0.7159000039100647,0.09399999678134917,0.6941999793052673,0.09880000352859496,0.9207999706268309,0.8575000166893005,0.8047999739646912,0.7700999975204468,0.7475000023841858,0.7340999841690063,0.7199000120162964,0.7135999798774719,0.7107999920845032,0.7067000269889832,0.7017999887466431,0.6970999836921692,0.6940000057220459,0.6865000128746033,0.6861000061035156,0.7178000211715698,0.732699990272522,0.7749999761581421,0.7915999889373779,0.7161999940872192,0.6255999803543091,0.5938000082969666,0.5776000022888184,0.5655999779701233,0.5586000084877014,0.5497999787330627
B10,B,10,0.35,0.13,681981337.2,1164975.965,0.777400016784668,0.10750000178813934,0.8424999713897705,0.10639999806880952,0.6678000092506409,0.10189999639987946,0.6489999890327454,0.10620000213384627,0.8288999795913696,0.7775999903678894,0.7347999811172485,0.7059999704360962,0.6865000128746033,0.6743999719619751,0.6614000201225281,0.654699981212616,0.6510999798774719,0.6462000012397766,0.640500009059906,0.6348999738693237,0.6309000253677368,0.6230999827384949,0.6212000250816345,0.64410001039505,0.65420001745224,0.6858000159263611,0.6974999904632568,0.6381000280380249,0.5662000179290771,0.5404000282287598,0.5267999768257141,0.5166000127792358,0.5105999708175659,0.5027999877929688
B11,B,11,0.35,0.09,681981337.2,800365.167,0.7088999748229979,0.10170000046491624,0.7351999878883362,0.10130000114440918,0.61080002784729,0.09849999845027924,0.5934000015258789,0.10180000215768814,0.7294999957084656,0.692300021648407,0.6603000164031982,0.6377000212669373,0.6212000250816345,0.6104000210762024,0.5982000231742859,0.5909000039100647,0.5863000154495239,0.5802000164985657,0.5742999911308289,0.5680999755859375,0.5634999871253967,0.5559999942779541,0.5525000095367432,0.5662999749183655,0.5709999799728394,0.5906000137329102,0.5965999960899353,0.5544999837875366,0.5042999982833862,0.4853000044822693,0.47470000386238104,0.4663999974727631,0.4614000022411346,0.4541999995708466
B12,B,12,0.35,0.0,681981337.2,0.0,0.5819000005722046,0.11169999837875366,0.5270000100135803,0.1112999990582466,0.5044000148773193,0.11060000211000444,0.4945000112056732,0.1128000020980835,0.5260000228881836,0.5162000060081482,0.507099986076355,0.4984000027179718,0.4896000027656555,0.4823000133037567,0.4735000133514404,0.4657000005245209,0.4584000110626221,0.450300008058548,0.44279998540878296,0.434799998998642,0.4282999932765961,0.4205999970436096,0.41359999775886536,0.4074999988079071,0.4002000093460083,0.3937999904155731,0.3871000111103058,0.3815000057220459,0.3750999867916107,0.3709000051021576,0.3664999902248383,0.362199991941452,0.3594000041484833,0.3544000089168549
C1,C,1,0.3,0.5,584555431.9,4446473.15,1.176800012588501,0.07190000265836716,1.5710999965667725,0.07370000332593918,0.9789999723434448,0.07190000265836716,0.9416999816894532,0.07490000128746033,1.5394999980926514,1.389899969100952,1.2193000316619873,1.1369999647140503,1.0940999984741209,1.070099949836731,1.0528999567031858,1.0561000108718872,1.0677000284194946,1.0776000022888184,1.0824999809265137,1.0877000093460083,1.0954999923706057,1.0915000438690186,1.1103999614715576,1.2201999425888062,1.2813999652862549,1.41729998588562,1.473099946975708,1.243299961090088,0.9860000014305116,0.9042999744415284,0.869700014591217,0.8476999998092651,0.8363999724388123,0.8237000107765198
C2,C,2,0.3,0.46,584555431.9,4081862.352,1.1390999555587769,0.07419999688863754,1.4896999597549438,0.07159999758005142,0.9495000243186952,0.07129999995231627,0.915499985218048,0.07559999823570251,1.4769999980926514,1.316499948501587,1.1858999729156494,1.107200026512146,1.0642000436782837,1.0439000129699707,1.0255000591278076,1.027400016784668,1.0369999408721924,1.0448999404907229,1.0484000444412231,1.0522999763488772,1.0582000017166138,1.053500056266785,1.0693000555038452,1.169700026512146,1.2283999919891355,1.3440999984741209,1.3984999656677246,1.2010999917984009,0.9538000226020812,0.8776999711990356,0.8449000120162964,0.8234999775886536,0.8129000067710876,0.8003000020980835
C3,C,3,0.3,0.42,584555431.9,3717251.5539999995,1.1299999952316284,0.07989999651908875,1.45360004901886,0.07519999891519548,0.9480000138282776,0.0763000026345253,0.9142000079154968,0.08030000329017639,1.437399983406067,1.2871999740600586,1.1647000312805176,1.089900016784668,1.0487999916076658,1.0283999443054201,1.010800004005432,1.0118000507354736,1.0196000337600708,1.0260000228881836,1.0283999443054201,1.0312999486923218,1.0367000102996826,1.0312000513076782,1.0448999404907229,1.1373000144958496,1.190999984741211,1.301800012588501,1.3473999500274658,1.1639000177383425,0.9336000084877014,0.8623999953269958,0.8313000202178955,0.810699999332428,0.8001000285148621,0.7878000140190125
C4,C,4,0.3,0.38,584555431.9,3352640.755,1.0900000333786009,0.08100000023841858,1.39110004901886,0.07509999722242355,0.9207000136375428,0.07689999788999557,0.885699987411499,0.08150000125169754,1.3700000047683716,1.2317999601364136,1.118399977684021,1.0485999584197998,1.0099999904632568,0.9907000064849854,0.9731000065803528,0.9728999733924866,0.9794999957084656,0.9846000075340272,0.9860000014305116,0.9876999855041504,0.9918000102043152,0.9861999750137328,0.9983000159263612,1.08270001411438,1.1275999546051023,1.2330000400543213,1.2764999866485596,1.0989999771118164,0.8952999711036682,0.829800009727478,0.7997000217437744,0.7802000045776367,0.7695999741554259,0.7576000094413757
C5,C,5,0.3,0.34,584555431.9,2988029.957,1.0338000059127808,0.08070000261068344,1.2939000129699707,0.0763000026345253,0.873199999332428,0.07689999788999557,0.843500018119812,0.08110000193119049,1.2905999422073364,1.1832000017166138,1.0598000288009644,0.9983000159263612,0.9646000266075134,0.9444000124931335,0.92849999666214,0.9265999794006348,0.9316999912261964,0.9351999759674072,0.9355000257492064,0.9361000061035156,0.9390000104904176,0.932799994945526,0.942300021648407,1.0169999599456787,1.0607000589370728,1.1523000001907349,1.1912000179290771,1.0413999557495115,0.8485999703407288,0.7883999943733215,0.7609000205993652,0.7426000237464905,0.7329999804496765,0.7218000292778015
C6,C,6,0.3,0.3,584555431.9,2623419.159,0.9988999962806702,0.08209999650716783,1.226699948310852,0.0803999975323677,0.8496000170707703,0.08340000361204147,0.8188999891281128,0.08760000020265579,1.2105000019073486,1.0997999906539917,1.0077999830245972,0.9506999850273132,0.9174000024795532,0.8998000025749207,0.8833000063896179,0.8806999921798706,0.8837000131607056,0.8855999708175659,0.8847000002861023,0.8841000199317932,0.8855999708175659,0.8787999749183655,0.8860999941825867,0.9513999819755554,0.9860000014305116,1.070199966430664,1.1053999662399292,0.9656999707221984,0.8025000095367432,0.7480999827384949,0.7232999801635742,0.7067000269889832,0.6974999904632568,0.6869999766349792
C7,C,7,0.3,0.25,584555431.9,2258808.36,0.9424999952316284,0.09019999951124193,1.12090003490448,0.08749999850988388,0.8032000064849854,0.08609999716281891,0.7757999897003174,0.09030000120401382,1.117799997329712,1.024500012397766,0.94650000333786,0.8970999717712402,0.8675000071525574,0.8511000275611877,0.835099995136261,0.8306999802589417,0.8313000202178955,0.8306000232696533,0.8282999992370605,0.8256999850273132,0.8253999948501587,0.8184999823570251,0.8223999738693237,0.8754000067710876,0.902999997138977,0.9713000059127808,0.9995999932289124,0.8848999738693237,0.7480999827384949,0.7021999955177307,0.6801999807357788,0.6650999784469604,0.6565999984741211,0.6463000178337097
C8,C,8,0.3,0.21,584555431.9,1894197.562,0.9092000126838684,0.09510000050067903,1.0498000383377075,0.09359999746084212,0.7771999835968018,0.09210000187158583,0.7522000074386597,0.09600000083446504,1.0500999689102173,0.9690999984741212,0.901799976825714,0.8585000038146973,0.8323000073432922,0.8169999718666077,0.8021000027656555,0.7968000173568726,0.7962999939918518,0.7932999730110168,0.7900000214576721,0.7860999703407288,0.7843999862670898,0.7768999934196472,0.7791000008583069,0.8230000138282776,0.8446999788284302,0.9021000266075134,0.9257000088691713,0.82669997215271,0.7089999914169312,0.6690000295639038,0.649399995803833,0.6352999806404114,0.6277999877929688,0.6179999709129333
C9,C,9,0.3,0.17,584555431.9,1529586.764,0.8363000154495239,0.09449999779462814,0.935699999332428,0.09229999780654907,0.7164000272750854,0.0917000025510788,0.694100022315979,0.09570000320672988,0.9416999816894532,0.8759999871253967,0.8206999897956848,0.7846999764442444,0.7615000009536743,0.7473999857902527,0.7335000038146973,0.7275999784469604,0.725600004196167,0.7221000194549559,0.7174999713897705,0.7127000093460083,0.7095999717712402,0.7014999985694885,0.7010999917984009,0.7339000105857849,0.7493000030517578,0.79339998960495,0.8108000159263611,0.732699990272522,0.6392999887466431,0.6065000295639038,0.5898000001907349,0.5776000022888184,0.5703999996185303,0.5612999796867371
C10,C,10,0.3,0.13,584555431.9,1164975.965,0.7882999777793884,0.10000000149011612,0.8539000153541565,0.09780000150203703,0.6757000088691711,0.09780000150203703,0.6556000113487244,0.09929999709129332,0.8547000288963318,0.8014000058174133,0.7567999958992004,0.7263000011444092,0.7056999802589417,0.6933000087738037,0.6800000071525574,0.6730999946594238,0.6699000000953674,0.6653000116348267,0.6597999930381775,0.6539999842643738,0.6502000093460083,0.6424999833106995,0.6407999992370605,0.6646999716758728,0.6751999855041504,0.7080000042915344,0.7200999855995178,0.6578999757766724,0.5830000042915344,0.5562999844551086,0.5421000123023987,0.5310999751091003,0.5249000191688538,0.5163999795913696
C11,C,11,0.3,0.09,584555431.9,800365.167,0.7192999720573425,0.10199999809265137,0.7462999820709229,0.09950000047683716,0.6190000176429749,0.09920000284910202,0.600600004196167,0.10109999775886536,0.7426999807357788,0.705299973487854,0.6730999946594238,0.6502000093460083,0.633899986743927,0.6230999827384949,0.6110000014305115,0.6033999919891357,0.5982999801635742,0.59170001745224,0.585099995136261,0.5785999894142151,0.5735999941825867,0.5656999945640564,0.5619999766349792,0.5756999850273132,0.5806999802589417,0.5996000170707703,0.6053000092506409,0.5663999915122986,0.5128999948501587,0.4941000044345856,0.4833999872207642,0.47470000386238104,0.4695000052452088,0.4621999859809876
C12,C,12,0.3,0.0,584555431.9,0.0,0.5809000134468079,0.10920000076293944,0.5194000005722046,0.10440000146627426,0.4950000047683716,0.10270000249147417,0.4835000038146973,0.10429999977350236,0.5289999842643738,0.5188000202178955,0.5095999836921692,0.5005999803543091,0.4914999902248383,0.4841000139713288,0.4754999876022339,0.4674000144004822,0.4603999853134155,0.4519999921321869,0.4447999894618988,0.4368999898433685,0.430400013923645,0.4226999878883362,0.4158999919891357,0.40939998626708973,0.40220001339912415,0.3957000076770783,0.3892000019550324,0.3833000063896179,0.37700000405311584,0.372299998998642,0.367900013923645,0.36340001225471497,0.36059999465942383,0.3556999862194061
D1,D,1,0.25,0.5,487129526.6,4446473.15,1.1719000339508057,0.07259999960660933,1.5647000074386597,0.06970000267028809,0.973200023174286,0.07039999961853027,0.9366999864578248,0.07440000027418138,1.5405999422073364,1.3653000593185425,1.2222000360488892,1.1360000371932983,1.0900000333786009,1.0678999423980713,1.0490000247955322,1.0528000593185425,1.0634000301361084,1.0743000507354736,1.0788999795913696,1.0839999914169312,1.0922000408172607,1.0878000259399414,1.1066999435424805,1.218000054359436,1.2788000106811523,1.4175000190734863,1.475499987602234,1.2419999837875366,0.9832999706268309,0.9006999731063843,0.8648999929428101,0.8429999947547913,0.8312000036239624,0.8187999725341797
D2,D,2,0.25,0.46,487129526.6,4081862.352,1.0940999984741209,0.0778999999165535,1.4479000568389893,0.0738999992609024,0.916599988937378,0.07639999687671661,0.882099986076355,0.07980000227689743,1.420199990272522,1.2634999752044678,1.1347999572753906,1.0569000244140625,1.014799952507019,0.9937000274658204,0.9757000207901,0.977500021457672,0.9866999983787536,0.9948999881744384,0.9983999729156494,1.0025000572204592,1.0090999603271484,1.0045000314712524,1.0200999975204468,1.1195000410079956,1.1742000579833984,1.2979999780654907,1.3511999845504759,1.1461999416351318,0.912500023841858,0.8375999927520752,0.8047000169754028,0.7840999960899353,0.7734000086784363,0.7610999941825867
D3,D,3,0.25,0.42,487129526.6,3717251.5539999995,1.065500020980835,0.07620000094175339,1.3920999765396118,0.07190000265836716,0.8996000289916992,0.07500000298023224,0.8675000071525574,0.0786999985575676,1.3674999475479126,1.2218999862670898,1.1017999649047852,1.0282000303268433,0.9879999756813048,0.9678999781608582,0.9496999979019164,0.9502999782562256,0.958199977874756,0.9645000100135804,0.9670000076293944,0.9696999788284302,0.9757000207901,0.9706000089645386,0.984000027179718,1.0751999616622925,1.1247999668121338,1.239400029182434,1.2884000539779663,1.100000023841858,0.8834999799728394,0.8134999871253967,0.7825999855995178,0.7628999948501587,0.7523000240325928,0.7404999732971191
D4,D,4,0.25,0.38,487129526.6,3352640.755,1.0298000574111938,0.07819999754428864,1.326200008392334,0.07169999927282332,0.8707000017166138,0.07429999858140945,0.8378000259399414,0.07940000295639038,1.3062000274658203,1.1714999675750732,1.0606000423431396,0.9925000071525574,0.9545999765396118,0.9352999925613404,0.9180999994277954,0.9174000024795532,0.9240999817848206,0.9290999770164491,0.930999994277954,0.9325000047683716,0.9372000098228456,0.9319999814033508,0.9438999891281128,1.026900053024292,1.0722999572753906,1.177899956703186,1.223399996757507,1.0507999658584597,0.8503999710083008,0.785099983215332,0.7559000253677368,0.7369999885559082,0.7267000079154968,0.714900016784668
D5,D,5,0.25,0.34,487129526.6,2988029.957,0.996399998664856,0.0820000022649765,1.2609000205993652,0.07930000126361847,0.8453999757766724,0.08110000193119049,0.8136000037193298,0.08550000190734862,1.241000056266785,1.118000030517578,1.0167000293731692,0.9538000226020812,0.9182999730110168,0.8999000191688538,0.8833000063896179,0.881600022315979,0.8866000175476074,0.8903999924659729,0.8907999992370605,0.8913999795913696,0.8948000073432922,0.8889999985694885,0.8985999822616577,0.9735000133514404,1.0139000415802002,1.1093000173568726,1.1509000062942505,0.9948999881744384,0.8120999932289124,0.7519999742507935,0.7246999740600586,0.7067999839782715,0.6973000168800354,0.6863999962806702
