time,A680_V1,A720_V1,A680_V2,A720_V2,A680_V3,A720_V3,A680_V4,A720_V4,A680_V5,A720_V5,A680_V6,A720_V6,A680_V7,A720_V7,A680_V8,A720_V8,Bv1,Cv1,Bv2,Cv2,Bv3,Cv3,Bv4,Cv4,Bv5,Cv5,Bv6,Cv6,Bv7,Cv7,Bv8,Cv8
2019-04-17 21:00:00,-0.06516741666666666,-0.03862654166666666,-0.028647416666666654,-0.005826541666666664,-0.060197416666666656,-0.033246541666666664,-0.05621741666666666,-0.02881654166666666,-0.041367416666666657,-0.01891654166666666,-0.06544741666666666,-0.03761654166666666,-0.05787741666666666,-0.03191654166666666,-0.09323741666666666,-0.05845654166666667,-0.006048226315178641,-0.011649096728639641,0.009030243086696827,-0.011070302668542973,-0.003035959728109271,-0.012059064653054424,-0.0004962110960624199,-0.012452268526739148,0.002032728845110885,-0.010383410994762083,-0.004841795281114604,-0.012326415273450603,-0.0028679342109797935,-0.011620277791020935,-0.011998793060175124,-0.014964087810660056
2019-04-17 21:20:00,-0.057970749999999995,-0.03442320833333333,-0.02599741666666666,-0.0034198749999999937,-0.05863074999999999,-0.033729875,-0.05314408333333332,-0.02969654166666666,-0.039834083333333326,-0.01805320833333333,-0.06437074999999999,-0.03582320833333333,-0.05230741666666666,-0.028006541666666662,-0.08371741666666666,-0.053966541666666666,-0.005445623072952767,-0.010329398145906084,0.010152259722618932,-0.01104249276655177,-0.004370279414693783,-0.01102587474088709,-0.003042320886090187,-0.010461812546591079,0.002127337328034974,-0.010085039219531605,-0.0035312505520095246,-0.012750125626384267,-0.0017132608641612325,-0.010949185349416508,-0.01232334592246284,-0.012647431842121012
2019-04-17 21:40:00,-0.06230741666666666,-0.03653154166666666,-0.023779916666666658,-0.003271541666666662,-0.05717741666666666,-0.032506541666666666,-0.05088741666666666,-0.027854041666666662,-0.03682991666666666,-0.017316541666666664,-0.06222741666666666,-0.03623654166666666,-0.054742416666666655,-0.03279404166666666,-0.09041241666666665,-0.059244041666666664,-0.005363796609875806,-0.011351108317794326,0.009136048739811595,-0.010024126656328954,-0.003856118725252783,-0.010959123014468419,-0.0023037283353767976,-0.010327741536221213,0.0013120508679556307,-0.008991155813840543,-0.005096904391880533,-0.011468869529182038,-0.0054440069354698166,-0.009600635177734419,-0.014316749799661596,-0.013145877398640858
2019-04-17 22:00:00,-0.056373416666666655,-0.031456541666666664,-0.022705416666666655,-0.002748541666666662,-0.05503141666666665,-0.03177454166666667,-0.05126941666666666,-0.02895654166666666,-0.034087416666666655,-0.01669254166666666,-0.06148941666666665,-0.03625254166666666,-0.041119416666666665,-0.02019254166666666,-0.08481541666666666,-0.05575854166666666,-0.003180522868499025,-0.011121283085148457,0.009116420360905327,-0.009771305276433875,-0.004222864487577032,-0.010287475376408946,-0.00325731760843585,-0.009928720817919059,0.0005169463683080764,-0.007966679693070808,-0.005503611171788642,-0.011095083075014354,0.0005644359241116391,-0.009580043802786068,-0.01362122136930155,-0.01223499101981367
2019-04-17 22:20:00,-0.05147741666666666,-0.03361320833333333,-0.018857416666666658,-0.0015798749999999969,-0.05250408333333333,-0.03182320833333333,-0.04920074999999999,-0.027129874999999998,-0.031104083333333324,-0.016073208333333328,-0.059570749999999985,-0.03582654166666666,-0.04102074999999999,-0.028266541666666662,-0.08343741666666665,-0.05423987499999999,-0.0080276343165124,-0.007547768169446822,0.00830801475767055,-0.008490222355102054,-0.005609240116140119,-0.0090106850558681,-0.0024359845274083817,-0.00987924941678831,-0.0004102984638546051,-0.006820520785512867,-0.006070930391296334,-0.010372725165017756,-0.007949303337759787,-0.005224487449471924,-0.012757745313691293,-0.012363056088679474
2019-04-17 22:40:00,-0.04921491666666665,-0.030201541666666665,-0.01743991666666666,0.0020284583333333387,-0.050289916666666656,-0.03059654166666666,-0.04651991666666666,-0.025166541666666667,-0.029309916666666658,-0.014759041666666663,-0.058309916666666656,-0.034891541666666664,-0.04592741666666665,-0.029624041666666663,-0.08335741666666666,-0.053799041666666665,-0.005647626670515864,-0.008247813823968105,0.011340604894334938,-0.009713379822420288,-0.005493589240880072,-0.008569158697061525,-0.0017948756952024599,-0.009599702556603909,1.8969319766956116e-05,-0.006633534459289451,-0.005757233337445198,-0.010247446921502328,-0.006779426324576899,-0.00692880216958403,-0.01233801877726138,-0.012558605748584889
2019-04-17 23:00:00,-0.04504741666666665,-0.025252541666666663,-0.010599416666666658,0.005265458333333336,-0.04684941666666666,-0.02701454166666666,-0.04230541666666666,-0.02305454166666666,-0.02392541666666666,-0.012368541666666663,-0.05565541666666666,-0.03254254166666666,-0.044497416666666664,-0.025130541666666662,-0.07765941666666665,-0.051530541666666665,-0.0026630323171434383,-0.008825057921741594,0.01111867283521698,-0.008054507239037747,-0.0035574935437620013,-0.00877704391904519,-0.0018083099983597897,-0.00864041109912974,-0.0003207905574660714,-0.005243738743539603,-0.004698029432555187,-0.010186650098402915,-0.0028257801942629624,-0.008617926777363713,-0.0129712801583015,-0.010948576598740227
2019-04-17 23:20:00,-0.03145074999999999,-0.01857320833333333,-0.007287416666666662,0.008210125000000006,-0.04298074999999999,-0.024759874999999997,-0.03987074999999999,-0.02053320833333333,-0.020324083333333322,-0.009089874999999996,-0.05351741666666666,-0.03246654166666666,-0.030694083333333327,-0.01033320833333333,-0.06856074999999999,-0.04459987499999999,-0.002847146327501871,-0.005658577256964483,0.012454734719477877,-0.007986032108123807,-0.0032386835028917348,-0.00806501208679611,-0.0004523457775679816,-0.008780338205169252,0.0012124298977066678,-0.005210224143498903,-0.005748040648674182,-0.00916904716437262,0.005388627714272751,-0.009679356369113159,-0.01051537705372087,-0.01014231496318815
2019-04-17 23:40:00,-0.03458241666666666,-0.017814041666666662,-0.0023624166666666585,0.011075958333333337,-0.03957741666666666,-0.02301654166666666,-0.03586491666666666,-0.01785404166666666,-0.01550241666666666,-0.006956541666666661,-0.04936241666666666,-0.028829041666666666,-0.03491491666666666,-0.021459041666666664,-0.07049491666666666,-0.04637654166666666,-0.0003968489762980313,-0.007613450362791293,0.012855914405016213,-0.0070771986404654435,-0.0032098850597571554,-0.007310535126398082,0.00023886807954604463,-0.00822685072323007,0.0009005430942402869,-0.003961812283537086,-0.0041313025021579575,-0.009052915148760913,-0.004041149847005244,-0.005833745001351224,-0.011355375855753967,-0.010151889769079594
2019-04-18 00:00:00,-0.028245416666666655,-0.014072541666666664,0.0037305833333333427,0.014933458333333339,-0.03463341666666666,-0.018306541666666662,-0.030061416666666653,-0.013612541666666663,-0.010875416666666658,-0.003844541666666665,-0.04597341666666666,-0.025534541666666667,-0.02894741666666666,-0.017092541666666662,-0.06362541666666666,-0.043362541666666664,0.00017597376714047804,-0.0064728742562342335,0.013679228744940495,-0.0061192584957371786,-0.0008860453217393672,-0.007375988647933171,0.0016175807606650815,-0.007617018404477984,0.001717162020143006,-0.0033317722767737816,-0.0024692975796182168,-0.00913293444990214,-0.0026180893596977335,-0.0052094213955917144,-0.01182633621456999,-0.008359714816371546
2019-04-18 00:20:00,-0.02089074999999999,-0.007596541666666662,0.00768258333333334,0.01806679166666667,-0.028764083333333326,-0.016159874999999994,-0.026440749999999996,-0.01014320833333333,-0.007517416666666661,-0.001263208333333328,-0.041520749999999995,-0.02387320833333333,-0.024697416666666656,-0.011299874999999996,-0.06038741666666666,-0.04089654166666667,0.003076864222772053,-0.006287233283227576,0.01487485637251611,-0.005834669733309326,-0.0017375166266283793,-0.005616176282475371,0.0033404059748958067,-0.007675638165285481,0.0026481429962947503,-0.0030467264009820787,-0.003080874235521145,-0.007815380695045893,0.0012070826541090943,-0.006195851769993513,-0.01095282068874008,-0.008072539951429987
2019-04-18 00:40:00,-0.024927416666666657,-0.012704041666666662,0.01155758333333334,0.02073095833333334,-0.026889916666666656,-0.013881541666666662,-0.021302416666666657,-0.007406541666666663,-0.004489916666666658,0.00019845833333333694,-0.04042741666666666,-0.021451541666666664,-0.020044916666666662,-0.01575154166666666,-0.05768241666666666,-0.041331541666666666,-0.00014296789534455628,-0.005560692045691347,0.015619478822385218,-0.0053379333626678216,-0.0003400654381371504,-0.005903889019980897,0.0034934987219853125,-0.0065923231379698315,0.002580332749281721,-0.0023280145461416655,-0.0011206381317708566,-0.00856599944570915,-0.005916545669768311,-0.0015186822740131864,-0.012837950385010045,-0.006501745893105741
2019-04-18 01:00:00,-0.017599416666666656,-0.008072541666666664,0.014036583333333338,0.021067458333333337,-0.024241416666666658,-0.012660541666666664,-0.01955941666666666,-0.007212541666666662,-0.0010234166666666586,0.002065458333333338,-0.03759541666666666,-0.02161454166666666,-0.02252141666666666,-0.014142541666666664,-0.05242141666666665,-0.03899654166666666,0.0008389640256336202,-0.004404380678275471,0.014662298451177792,-0.0042905146454751165,-0.00045984291976076226,-0.005244379188282155,0.0027758593156535036,-0.005833156101358366,0.0027053591848230966,-0.0016082396586755046,-0.0027878132580604177,-0.007077436946122561,-0.002921789087206616,-0.003602606041620057,-0.01317062067241439,-0.005143468902064909
2019-04-18 01:20:00,-0.00872074999999999,-0.003389874999999997,0.017162583333333342,0.02349345833333334,-0.02257074999999999,-0.012789874999999997,-0.018870749999999995,-0.006673208333333329,0.000205916666666676,0.0031301250000000023,-0.03671741666666666,-0.02182654166666666,-0.019660749999999994,-0.007269874999999995,-0.05108741666666666,-0.03814987499999999,0.0010551898255091086,-0.00250790391661077,0.01555307139142202,-0.0040374347106280455,-0.0014781189222233392,-0.004348543359047261,0.0029772119814242917,-0.0057800041786650975,0.003171591505034245,-0.001567716480788252,-0.003473901467711592,-0.00652981382932291,0.0027693153096849596,-0.005852726157737669,-0.01298815678005279,-0.004934861339191601
2019-04-18 01:40:00,-0.01694491666666666,-0.009339041666666662,0.01756008333333334,0.022770958333333337,-0.01962491666666666,-0.011766541666666661,-0.01598241666666666,-0.004161541666666662,0.0028925833333333408,0.003983458333333337,-0.03565241666666666,-0.02182654166666666,-0.025632416666666658,-0.018681541666666662,-0.05485741666666666,-0.041456541666666666,-0.0008341561240093704,-0.0034048953227276946,0.014585858567789052,-0.0034553172781138326,-0.00196215506847208,-0.0034364402294644134,0.004083340622754236,-0.0056902457065249965,0.0026463306681382887,-0.0006932013598697618,-0.004036617843724147,-0.006002722600517555,-0.006034925883485206,-0.0027211742131346,-0.014461602649322001,-0.005036917290066975
2019-04-18 02:00:00,-0.010201416666666657,-0.005316541666666665,0.020348583333333344,0.023505458333333337,-0.01700941666666666,-0.01022454166666666,-0.012413416666666658,-0.004936541666666664,0.007312583333333342,0.005777458333333337,-0.03228141666666666,-0.020984541666666665,-0.022613416666666657,-0.014558541666666664,-0.05152341666666667,-0.03801654166666667,-0.00018162677523742777,-0.0022130209184678304,0.013882253694100562,-0.00246701619433585,-0.0017280860996733466,-0.0029644862898614804,0.0013853750627722896,-0.003510481397655974,0.0021910497330750373,0.0005374197016140761,-0.004935338788460993,-0.00478347103444988,-0.0033091496563459294,-0.0034262416993328746,-0.01261805227380989,-0.005221767911345943
2019-04-18 02:20:00,-0.004210749999999995,-0.003669874999999996,0.02439258333333334,0.02539345833333334,-0.015254083333333326,-0.010276541666666661,-0.010617416666666657,-0.003439874999999997,0.010139250000000016,0.00729679166666667,-0.03123074999999999,-0.02042320833333333,-0.014230749999999992,-0.0063065416666666626,-0.04685075,-0.03555320833333333,-0.001621210615947963,-0.0001264548448350467,0.01372415333520803,-0.001472625768681506,-0.002710051758000283,-0.002067997223356402,0.0020049353968403503,-0.0034199344026417796,0.0022897892892291233,0.0011259750786119004,-0.004902200704706503,-0.004562892529187622,0.0009098341909281359,-0.0036791515384797073,-0.012505369392709385,-0.0042231234776427705
