time,Bv1,Cv1,Bv2,Cv2,Bv3,Cv3,Bv4,Cv4,Bv5,Cv5,Bv6,Cv6,Bv7,Cv7,Bv8,Cv8
5/11/2019 18:20,0.000788823,0.032115728,0.00851118,0.02948021,0.015054777,0.023162617,0.027257806,0.018697985,-0.001385314,0.028996207,0.017857106,0.022538024,0.011518984,0.031133018,0.013648033,0.022919265
5/11/2019 18:40,-0.001167753,0.032991417,0.008540172,0.03058601,0.015356808,0.023174433,0.027799061,0.018795015,-0.003298197,0.030074145,0.01954531,0.022941708,0.011625585,0.031234132,0.005885009,0.021919078
5/11/2019 19:00,-0.002007631,0.033720971,0.007559556,0.031213179,0.01430437,0.023668286,0.025840145,0.019634795,-0.001665214,0.029725689,0.018979224,0.023418912,0.00926568,0.032555601,0.00131078,0.020774641
5/11/2019 19:20,-0.003103128,0.033997412,0.005465264,0.032244313,0.012823304,0.024542563,0.025089637,0.020281309,-0.003620495,0.030664713,0.017231927,0.024268011,0.007675559,0.033339504,-0.00043628,0.022139904
5/11/2019 19:40,-0.00493511,0.03552963,0.005088865,0.032607043,0.011278263,0.026156537,0.023986585,0.020979534,-0.005711164,0.031705302,0.015494105,0.02539915,0.007201974,0.033899951,-0.001478898,0.022590566
5/11/2019 20:00,-0.004833585,0.035511855,0.004449635,0.03333617,0.011217053,0.026169047,0.023515714,0.021587943,-0.006155468,0.032394165,0.014645706,0.02555732,0.007455931,0.034051304,-0.002142424,0.023685364
5/11/2019 20:20,-0.006743417,0.037071944,0.004074647,0.033814946,0.010099942,0.027154473,0.022236447,0.022627538,-0.006934844,0.032542817,0.01400255,0.026478017,0.006282444,0.034932199,-0.003111197,0.024660715
5/11/2019 20:40,-0.007198695,0.037398888,0.002826877,0.034935011,0.007848876,0.028297491,0.021468564,0.023309752,-0.007817227,0.033477813,0.012733389,0.027215588,0.004198275,0.036392241,-0.002587338,0.024564183
5/11/2019 21:00,-0.007900171,0.038081728,0.003074063,0.034920502,0.008617299,0.028544819,0.021867944,0.023296126,-0.007890679,0.033926508,0.012988799,0.027268458,0.004231539,0.037071562,-0.003939693,0.026019934
5/11/2019 21:20,-0.008006451,0.038971324,0.002142941,0.036002682,0.00830519,0.029560871,0.022249258,0.023693136,-0.008451222,0.035099064,0.012167235,0.02856381,0.004012963,0.037525079,-0.003483117,0.026632656
5/11/2019 21:40,-0.007637943,0.039382196,0.001244836,0.037524076,0.009094647,0.029540689,0.021656202,0.02471184,-0.00769026,0.035157868,0.012714305,0.028935326,0.004393566,0.038117372,-0.002271137,0.026569026
5/11/2019 22:00,-0.007790763,0.040227229,0.002784118,0.037055697,0.009031406,0.030427324,0.022017639,0.025099079,-0.006232377,0.034853145,0.013768638,0.029020185,0.004124483,0.039072428,-0.001274297,0.027262823
5/11/2019 22:20,-0.007442686,0.040693474,0.001920787,0.0382288,0.009423208,0.031387825,0.023601496,0.02537421,-0.007201685,0.036506978,0.014077186,0.030060461,0.004355313,0.04007949,-0.001285992,0.02868689
5/11/2019 22:40,-0.0075599,0.041359099,0.002246115,0.038979851,0.009825518,0.032020746,0.023751842,0.026194434,-0.005970197,0.036653086,0.015056852,0.030440655,0.004845941,0.040959897,-0.001023505,0.029612453
5/11/2019 23:00,-0.007145298,0.042018533,0.003158848,0.039029998,0.010287764,0.032698682,0.024447876,0.026496121,-0.006343372,0.037737395,0.015228116,0.030845778,0.003482493,0.042724127,-0.00119802,0.030461371
5/11/2019 23:20,-0.0094662,0.044153279,0.003815778,0.03980222,0.011059994,0.033275719,0.024682095,0.027746324,-0.007074583,0.0386498,0.015051809,0.032059384,0.005136964,0.042996991,0.000656356,0.030659721
5/11/2019 23:40,-0.007974915,0.043612567,0.004466594,0.040898354,0.010695237,0.034204892,0.026783452,0.027484646,-0.00636216,0.03932873,0.016351381,0.032028161,0.005513025,0.043880717,0.000404055,0.032021161
5/12/2019 0:00,-0.007758397,0.043957744,0.003783507,0.041840392,0.011435715,0.034330848,0.026107783,0.028558694,-0.011243097,0.042347092,0.015015652,0.033541553,0.005284507,0.045359585,0.000375451,0.032295614
