date_time,tBv1,tCv1,tBv2,tCv2,tBv3,tCv3,tBv4,tCv4,tBv5,tCv5,tBv6,tCv6,tBv7,tCv7,tBv8,tCv8
2019-04-17 20:55:00,0.0008357062336939637,0.022212518255239542,-0.0010259561251570294,0.024319401668272733,0.0019003803810765066,0.01782646105377709,0.005854762765448666,0.016179901886026735,0.004028496204989824,0.016438215685566304,0.0061259444334628614,0.016652059969642734,0.004637997236216191,0.021192532345601,-0.005712517008357945,0.027620007001819945
2019-04-18 17:25:00,0.0939580654996474,0.017284688833746238,0.11151932808021342,0.014753434138687774,0.10081504051331627,0.02502208278890048,0.10394539103366342,0.015191327827258082,0.1098378889929016,0.029399429948066828,0.0007921275179183668,0.017170158489756168,0.0022599435570052257,0.020999469024727647,-0.0028063045744428287,0.029496845081571264
2019-04-19 12:25:00,0.0337239323140015,0.024083966459217596,0.041283693146184346,0.02438551326318459,0.09335893148851682,0.03394259628930896,0.07503970345610882,0.02483898462547557,0.09267396722632745,0.03313187124589441,-0.012923539026724917,0.05301281193289228,-0.005327145669075057,0.044081917312166374,-0.01705373277147388,0.07116283386493033
2019-04-20 16:40:00,0.036230636974062695,0.010238305931750203,0.030561973790460346,0.01361164647053307,0.071382564801744,0.010957588173010225,0.04756911984311107,0.010752235452772716,0.06621266610078506,0.010232912448212172,-0.0026884793823104777,0.03797946633360702,0.0013686003479660709,0.023649805139095283,-0.017500329306435657,0.04326060224635219
2019-04-21 19:55:00,0.038798525788542516,0.00783298821156803,0.02813674689227877,0.015883334092195254,0.09263897633944436,-0.008953096063321318,-0.011920311492029484,0.06647543598509802,0.06920854494397423,0.007426700423607238,0.01628536860011141,0.020206838284130092,0.011782811815764037,0.013894909504997078,0.012601022606016544,0.015064944105628695
2019-04-22 14:00:00,0.009423235005417144,0.05664947417466987,0.021200630682509384,0.019596684331319426,0.05721214127656051,0.012007077723654471,0.021596441279723655,0.05747077771890356,0.044692270295948994,0.014657217793807941,-0.0006545887534385918,0.026876220174004106,0.006387678090061741,0.017617178584589648,-0.03544877853827644,0.09529188899841301
2019-04-23 15:30:00,0.014072201910196973,0.04067614722185062,0.005599993845021935,0.029489567089517058,0.03178694078293985,0.01548992801819674,0.010382861187391101,0.0650697499829727,0.043377676673991665,0.01746195756109088,-0.02300191015033081,0.08181760771669214,-0.0037706632155919285,0.021323052010960103,-0.0016371312530067796,0.07088250599109683
2019-04-24 17:25:00,0.017544322417105417,0.04226495432665183,0.01842275717028653,0.032970175980959866,0.01849326669020737,0.05856206103728733,0.024300027274329502,0.04065704608176423,0.023689423574780658,0.0286420877622546,0.01816342373408136,0.03188179686622989,-0.005434418943597146,0.042366985711008505,0.05481856482584666,0.03458181869268011
2019-04-25 16:30:00,0.022539929799498523,0.02282020524395736,0.034835681074400805,0.031877649470102326,0.033265010993711146,0.05537596595414699,0.03844685919691054,0.04083993667939442,0.022467777403121145,0.048545720398804774,0.03180926586490551,0.021641439116517815,-0.010169408153566406,0.0555162225433859,0.024453262507311415,0.04729108558980782
2019-04-26 17:45:00,0.01234651880833552,-0.0009144075653880878,0.020100710346591586,0.011186790370703557,0.043409329951077574,0.03776500946825678,0.009721735246235479,0.03373763789424965,0.005325219265558495,0.03652450975098857,0.02326032108024697,0.021782339902194327,0.0002672724411838522,0.03726831518292123,0.004668371341953759,0.048879477666929495
2019-04-27 18:15:00,0.013552601190823495,0.0019497843546364857,0.029126052087654345,0.000796383826088464,0.04656089042308866,0.02682511625400621,-0.023847318294079118,0.08938706603601113,0.006039758275959059,0.02847250275527139,0.008350502013169323,0.039500097880494446,-0.013456421728157865,0.05157551435873555,-0.018033631161835255,0.08575685372540348
2019-04-28 18:45:00,0.046985682276891275,-0.010002195015003663,0.035574096782618095,-0.006695773256423132,0.06462924019244505,0.012442254626141493,-0.019560569898541574,0.09965299790014047,0.006021867907242646,0.05136354666935958,0.017850039700989116,0.0043388957843726525,-0.007540048662848753,0.03526221071166748,-0.004602450904211626,0.08673111901328932
2019-04-29 17:50:00,0.010677060608571827,-0.0015291461538872754,0.017727507516245813,-0.003897255691749496,0.05081255612853192,0.009650582535652003,0.0021125746480960945,0.021379568899161185,0.009932814029080047,0.03003011487436974,0.0025382026444621736,0.02110191626804325,0.005989246020586569,0.009155339632044594,-0.050491109426425956,0.16384448865246834
