time,A680_V1,A720_V1,A680_V2,A720_V2,A680_V3,A720_V3,A680_V4,A720_V4,A680_V5,A720_V5,A680_V6,A720_V6,A680_V7,A720_V7,A680_V8,A720_V8,Bv1,Cv1,Bv2,Cv2,Bv3,Cv3,Bv4,Cv4,Bv5,Cv5,Bv6,Cv6,Bv7,Cv7,Bv8,Cv8
2019-05-11 18:20:00,0.07785758333333334,0.035678458333333336,0.08358758333333334,0.04593595833333334,0.07037008333333335,0.045515958333333335,0.07809758333333336,0.061055958333333334,0.05915758333333333,0.024175958333333337,0.07391758333333334,0.04997845833333334,0.09767508333333334,0.05590845833333334,0.06612508333333335,0.042033458333333336,-0.003746516010016764,0.019502257865141932,0.003975840664592097,0.016866739936491997,0.010519437170172563,0.010549147835608183,0.022722466090326892,0.00608451542878553,-0.005920653867456201,0.016382737090854502,0.013321766991357616,0.009924554770296959,0.006983644885839106,0.018519547973949294,0.00911269356724274,0.010305794891113542
2019-05-11 18:40:00,0.07732591666666667,0.03354345833333334,0.08854591666666668,0.04846345833333334,0.07110258333333334,0.04617345833333334,0.07974591666666668,0.06240345833333333,0.05961925000000001,0.022583458333333334,0.07950591666666668,0.05440679166666667,0.09836258333333335,0.05635679166666666,0.04421591666666667,0.023580125000000007,-0.00570309255404705,0.020377947571489766,0.004004832325227081,0.017972539982764817,0.010821468986756047,0.010560962941871288,0.023263721709288327,0.006181545509221373,-0.00783353644973197,0.017460675634707084,0.015009970349466786,0.010328238398527822,0.007090245371121386,0.018620662480285752,0.0013496698243719765,0.009305608753801164
2019-05-11 19:00:00,0.07866258333333334,0.033415958333333336,0.08911258333333336,0.047813458333333336,0.07091758333333334,0.04507595833333334,0.07905008333333334,0.060183458333333335,0.061755083333333335,0.025218458333333332,0.08034258333333336,0.05428845833333334,0.09889508333333336,0.05437345833333334,0.028850083333333342,0.01146845833333334,-0.006542970901319686,0.021107501760705614,0.003024217030195166,0.018599709637351112,0.00976903042721417,0.011054816131948286,0.021304805691299483,0.007021325181506643,-0.006200553573457306,0.01711221899511725,0.014443884822806143,0.010805442357321922,0.0047303404524039585,0.019942130994529194,-0.0032245597382942384,0.008161171681396599
2019-05-11 19:20:00,0.07741858333333335,0.03174345833333334,0.08895858333333335,0.045737458333333335,0.07145058333333335,0.04393145833333334,0.08022058333333335,0.060057458333333334,0.06150658333333335,0.023227458333333336,0.08016458333333334,0.052531458333333336,0.09878258333333334,0.05279945833333334,0.030956583333333343,0.01086345833333334,-0.007638467202067039,0.021383941989896658,0.000929924323199416,0.01963084365330053,0.008287964322040781,0.011929092950988703,0.020554297198742192,0.007667839831370232,-0.00815583453488705,0.01805124339143504,0.01269658720306634,0.011654541586258182,0.0031402196907703473,0.020726034181086116,-0.00497161983075734,0.009526434422473123
2019-05-11 19:40:00,0.08007258333333334,0.031333458333333335,0.08971591666666667,0.045760125000000006,0.07511258333333333,0.04430345833333333,0.08082591666666668,0.059310125,0.061402583333333344,0.021180125000000005,0.08125591666666669,0.05142345833333333,0.10019591666666668,0.05306012500000001,0.030602583333333346,0.009690125000000003,-0.00947044974807598,0.02291615989719621,0.0005535252755922833,0.019993573535246473,0.006742923896904779,0.0135430676843994,0.019451245521775618,0.008366064677566258,-0.010246502990775824,0.019091832488013043,0.010958765541688838,0.012785680150292217,0.002666634098112159,0.02128648171514161,-0.006014237336780898,0.009977095899048714
2019-05-11 20:00:00,0.08022258333333333,0.03150595833333334,0.09150258333333335,0.046050958333333336,0.07503008333333334,0.044203458333333334,0.08245758333333335,0.05968345833333335,0.06345008333333335,0.021788458333333337,0.08004508333333335,0.05000345833333334,0.10143758333333334,0.05392845833333334,0.03395258333333334,0.010745958333333338,-0.009368924410449259,0.022898385476475453,-8.570439533575219e-05,0.020722700607292106,0.006681713926590808,0.013555577324129436,0.018980374096661128,0.008974472905073675,-0.01069080759500378,0.019780694978267798,0.010110366602469743,0.01294385012835572,0.002920591168492213,0.021437834399884444,-0.006677763687879385,0.011071894026144795
2019-05-11 20:20:00,0.08282458333333334,0.030995458333333344,0.09277658333333333,0.046335458333333336,0.07687458333333334,0.044067458333333344,0.08417658333333336,0.05932945833333334,0.062352583333333336,0.02049145833333334,0.08267058333333334,0.050713458333333336,0.10269258333333334,0.05344145833333334,0.03608658333333334,0.010897458333333337,-0.011278756281763164,0.02445847482767594,-0.0004606926360226785,0.021201476246069578,0.005564602514434458,0.014541003023273484,0.017701107921017225,0.010014068593745247,-0.011470183884219207,0.01992934704170585,0.00946721022928428,0.013864547492803662,0.001747104787834819,0.022318729651101158,-0.00764653690526116,0.012047245083747517
2019-05-11 20:40:00,0.08324591666666668,0.030773458333333337,0.09492258333333332,0.046226791666666676,0.07686258333333333,0.04191345833333333,0.08546591666666666,0.059246791666666666,0.06450258333333335,0.02073345833333334,0.08307591666666668,0.04970679166666667,0.10445925,0.05234345833333334,0.03683925000000001,0.011776791666666673,-0.01173403459491495,0.024785417930185565,-0.0017084627437004478,0.022321540951927094,0.003313536430415225,0.015684021577051767,0.0169332248266379,0.010696282114523835,-0.012352566445220054,0.020864343552151207,0.008198049904002663,0.014602118157414919,-0.0003370641542875156,0.02377877102945536,-0.00712267776257619,0.011950713760901996
2019-05-11 21:00:00,0.08468758333333333,0.030830958333333346,0.09541508333333334,0.04671095833333334,0.07968758333333334,0.044070958333333334,0.08630508333333334,0.060050958333333335,0.06632258333333332,0.02158095833333334,0.08388508333333335,0.05035845833333334,0.10754008333333334,0.05392845833333334,0.04023508333333334,0.012198458333333337,-0.012435510771841367,0.025468258657007074,-0.0014612761071417476,0.02230703206358696,0.004081959584346063,0.015931349834433447,0.017332604600986568,0.010682655876619956,-0.012426018095343948,0.021313038381622625,0.0084534598137383,0.014654988771141504,-0.0003038000846689278,0.024458091887006202,-0.008475032122560356,0.013406464407518458
2019-05-11 21:20:00,0.08838458333333335,0.03259345833333334,0.09810658333333334,0.047179458333333334,0.08348058333333334,0.04568545833333333,0.08892058333333334,0.06173345833333334,0.07024858333333334,0.02302545833333334,0.08776658333333334,0.05153145833333335,0.10905458333333333,0.05448345833333333,0.04397458333333334,0.014519458333333336,-0.01254179083061884,0.026357853893393023,-0.002392398675802248,0.023389211907325912,0.003769850796162772,0.016947401682223077,0.017713918518860044,0.01107966620239383,-0.012986561532352484,0.022485593873545873,0.007631895104942798,0.015950340129232434,-0.0005223760083975364,0.024911609649073956,-0.00801845622650335,0.014019186268370653
