,A680_V1,A720_V1,A680_V2,A720_V2,A680_V3,A720_V3,A680_V4,A720_V4,A680_V5,A720_V5,A680_V6,A720_V6,A680_V7,A720_V7,A680_V8,A720_V8,Bv1,Cv1,Bv2,Cv2,Bv3,Cv3,Bv4,Cv4,Bv5,Cv5,Bv6,Cv6,Bv7,Cv7,Bv8,Cv8
2019-04-17 21:30:00,0.00086,-0.00101,0.037380000000000004,0.03179,0.00583,0.004370000000000001,0.00981,0.0088,0.024659999999999998,0.0187,0.00058,0.0,0.00815,0.0057,-0.02721,-0.02084,-0.0015128869008126595,0.0009643729229397034,0.013565582501062816,0.0015431669830363664,0.0014993796862567228,0.0005544049985249139,0.004039128318303564,0.00016120112484019165,0.006568068259476873,0.0022300586568172573,-0.0003064558667486217,0.0002870543781287376,0.00166740520338619,0.0009931918605584076,-0.007463453645809126,-0.002350618159080715
2019-04-18 17:45:00,0.5216766666666667,0.4000533333333333,0.5388333333333333,0.4166266666666667,0.50034,0.3982266666666667,0.4898233333333334,0.40226,0.5770666666666667,0.4341566666666667,0.15195,0.08025666666666666,0.1998,0.11905333333333333,0.1823233333333333,0.08966333333333333,0.14361915595151523,0.04479786575330127,0.15192301579971745,0.0444487424424018,0.15297849811275066,0.035212249942197196,0.16276217282675726,0.027855920933067612,0.15009314437770405,0.05402061905237575,0.0038233754325798846,0.03239386985721041,0.01919993516320881,0.035381461714601506,-0.0023667988290964966,0.042408703557344433
2019-04-19 12:45:00,0.2874333333333334,0.20854666666666666,0.29177000000000003,0.21809,0.4722266666666666,0.35568,0.3483,0.28576333333333337,0.5014799999999999,0.3684333333333333,0.3917533333333333,0.20199666666666669,0.3565333333333333,0.20546999999999999,0.47813999999999995,0.22545666666666664,0.06668653729339835,0.031016742541422185,0.07439664105360079,0.028072575355167825,0.1232436073784246,0.0439930300206651,0.11544987195466595,0.019953082640312425,0.1211525392362178,0.05166841805107944,0.004702306808248736,0.08614074949926193,0.026951651926098708,0.06685692125708353,-0.0163557664593204,0.11638163787570252
2019-04-20 17:00:00,0.2975933333333333,0.20138,0.29683000000000004,0.20090666666666668,0.3605233333333333,0.2618533333333333,0.26298666666666665,0.20027999999999999,0.35222,0.2590966666666667,0.4051133333333333,0.20199,0.36659,0.20804,0.4459633333333333,0.20102666666666666,0.053807560826097375,0.039867889984961075,0.05371482839589761,0.03974257910615625,0.08393356111338764,0.03875642068602791,0.07093995344495334,0.023327059244479947,0.08543180619371471,0.03611734774262663,-0.002363732282350439,0.09275645466641576,0.024331366355475424,0.07046332550019499,-0.024957315841397463,0.11348783973646465
2019-04-21 20:15:00,0.29882666666666663,0.19940333333333332,0.3017733333333333,0.1938966666666667,0.27892333333333336,0.20155333333333333,0.2729133333333333,0.18913666666666665,0.26996,0.19807666666666668,0.41119333333333336,0.20068,0.3574033333333333,0.2016,0.4511433333333333,0.20079333333333332,0.0510843417800919,0.04153265982941595,0.043756381213667685,0.0459283198653628,0.06385392400649528,0.030535251409884324,0.054016690291625036,0.034183904906367975,0.06494632986470905,0.027953583063993613,-0.006949124010394842,0.09646433894375055,0.022436181984201577,0.06935178599522643,-0.027938818664268478,0.11617599380358756
2019-04-22 14:15:00,0.2565666666666667,0.1730733333333333,0.3084233333333333,0.19624333333333333,0.2936666666666667,0.20109666666666667,0.25458000000000003,0.17529666666666666,0.2822366666666667,0.19799333333333333,0.3972866666666666,0.19999666666666668,0.3496,0.19540666666666665,0.4025733333333333,0.19128333333333333,0.04581933241938288,0.0346618771868626,0.04270202870809352,0.04796781952400643,0.055585367021553346,0.03807563069310784,0.04919910017693408,0.03249269299405149,0.058372346788948135,0.03407401794306205,-0.0003173661201184788,0.08994612726436511,0.020068591091221222,0.06879331407512305,-0.012242325924855434,0.09721036009620827
2019-04-23 15:45:00,0.2772333333333334,0.19826666666666667,0.3048833333333333,0.18921666666666667,0.3168533333333333,0.19986666666666664,0.30016000000000004,0.20042666666666667,0.30349,0.19906333333333331,0.30961,0.16528666666666667,0.3550033333333333,0.19960666666666668,0.23108666666666666,0.12531,0.061302424129503014,0.03145196371945717,0.03720847210796586,0.049963867677030926,0.04204512900543653,0.0502072968671053,0.051452305780622674,0.041646702295666756,0.04826404386511507,0.04402200123048449,0.009632231271344535,0.06506761352862461,0.021615248427659082,0.06922723174026535,0.009225959695245693,0.04752855406138043
2019-04-24 17:45:00,0.22292333333333333,0.16436000000000006,0.18566333333333326,0.12761333333333333,0.33037000000000005,0.19986666666666664,0.21705,0.15713666666666667,0.32209,0.20098333333333335,0.14235,0.09557333333333333,0.3804433333333333,0.21705,0.16277333333333333,0.11372333333333336,0.05446390173968719,0.02265882219016817,0.0356402944276855,0.023818964006885684,0.034903298317702815,0.056896983667749194,0.04999710557386177,0.023604957158600285,0.040448494211359605,0.05220339769635505,0.024947718529903667,0.019472615356378828,0.026454191228152037,0.07251364321704416,0.03317791989389708,0.019899230839878775
2019-04-25 16:45:00,0.11242666666666667,0.09659,0.2221266666666667,0.16306666666666667,0.27454666666666666,0.20093333333333327,0.22841333333333336,0.17895333333333333,0.34064000000000005,0.2006,0.09698666666666668,0.07805333333333332,0.3367833333333334,0.20013333333333336,0.18775333333333333,0.1129,0.041823849051503735,0.004120622465340026,0.053529416176538426,0.02295440726668955,0.06551666874393001,0.028699857704031377,0.0668570503602704,0.017591761438747636,0.030245454274501676,0.061588661076305215,0.030555363691738675,0.006366615515746666,0.03179413984532785,0.05992883747078627,0.019116323841410484,0.032701537308138504
2019-04-26 18:00:00,-0.04311666666666666,-0.009216666666666666,0.05431333333333333,0.05766666666666667,0.24075,0.19199666666666668,0.13034,0.08955999999999999,0.34674,0.2014466666666667,0.13819,0.11207333333333333,0.33553999999999995,0.20044666666666666,0.2390833333333333,0.13216666666666665,0.013122518410524867,-0.016423128565722627,0.031737401647537106,-0.003878947270830092,0.07400820029050954,0.01674004222087856,0.024991454507054086,0.016736161155197556,0.027909696337684135,0.06415606375325014,0.04443785827272583,0.008612535257314518,0.03277945804405641,0.0591463512314373,0.012186576446780142,0.04782888445979287
2019-04-27 18:30:00,0.0060466666666666655,-0.015426666666666663,0.007943333333333333,0.03514666666666666,0.1864933333333333,0.16359,0.34579,0.20485666666666666,0.3425766666666667,0.19746,0.16772666666666666,0.11113666666666666,0.3252433333333333,0.2004433333333333,0.38915666666666665,0.19480666666666666,-0.01936214134638294,0.011221308715795084,0.03263690769974637,-0.014816135408067218,0.07290553520326999,0.005039560723807325,0.03198535294701422,0.061866972299674985,0.025931432267420954,0.06422205516414753,0.02784987220268995,0.023730486042604446,0.038216436943301235,0.05405208917242994,-0.001460855322145699,0.08869079651353685
2019-04-28 19:00:00,-0.06090000000000001,-0.01865333333333333,-0.03374,0.07043666666666666,0.11101,0.12015999999999999,0.33956000000000003,0.20298,0.30485333333333337,0.18260666666666667,-0.02946,-0.010103333333333334,0.3231133333333333,0.19982666666666668,0.39493,0.19859666666666667,0.012629046672370584,-0.020190900379973013,0.09164537995479557,-0.05427002219425762,0.06727389552712873,-0.009152907404069743,0.033310352310128376,0.05978463854756691,0.030296998623066736,0.05347483702902535,0.004977482960941644,-0.00919119901026696,0.03869559886308845,0.05332684072569411,-0.0005393784633481412,0.08952653174176141
2019-04-29 18:00:00,-0.07050333333333332,-0.02646,-0.05297666666666667,-0.010476666666666669,0.09957333333333332,0.12257666666666668,0.3530533333333333,0.20297,0.24101000000000006,0.16271666666666665,0.06879666666666667,0.04607333333333333,0.3316966666666667,0.20314333333333331,0.40515666666666666,0.2323766666666667,0.009521741479310689,-0.020779668221642855,0.017011779633976116,-0.020630960798718213,0.07584939506324248,-0.01610222353247635,0.02617037023913944,0.06646811124861456,0.04318518573683005,0.03248686421036939,0.011934919535816083,0.009473122897809048,0.03763629335401653,0.055805784002435764,0.02945880351767907,0.07656945561931632
