Well	mode	wavelength	abs
H2	Absorbance	560.0	0.7179999947547913
H3	Absorbance	560.0	0.6758999824523926
H4	Absorbance	560.0	0.6496999859809875
H5	Absorbance	560.0	0.5950999855995178
H6	Absorbance	560.0	0.5342000126838684
H7	Absorbance	560.0	0.4779999852180481
H8	Absorbance	560.0	0.41019999980926514
H9	Absorbance	560.0	0.3312000036239624
H10	Absorbance	560.0	0.2802000045776367
H11	Absorbance	560.0	0.21649999916553497
H12	Absorbance	560.0	0.08669999986886978
A1	Absorbance	570	1.1449999809265137
A2	Absorbance	570	1.0956000089645386
A3	Absorbance	570	1.0384000539779663
A4	Absorbance	570	0.9927999973297119
A5	Absorbance	570	0.9677000045776367
A6	Absorbance	570	0.9222999811172485
A7	Absorbance	570	0.8697999715805054
A8	Absorbance	570	0.829200029373169
A9	Absorbance	570	0.7752000093460083
A10	Absorbance	570	0.7312999963760376
A11	Absorbance	570	0.6653000116348267
A12	Absorbance	570	0.5555999875068665
B1	Absorbance	570	1.108299970626831
B2	Absorbance	570	1.0614999532699585
B3	Absorbance	570	1.0078999996185303
B4	Absorbance	570	0.9656000137329102
B5	Absorbance	570	0.917900025844574
B6	Absorbance	570	0.8733000159263611
B7	Absorbance	570	0.8274999856948853
B8	Absorbance	570	0.7838000059127808
B9	Absorbance	570	0.7135999798774719
B10	Absorbance	570	0.654699981212616
B11	Absorbance	570	0.5909000039100647
B12	Absorbance	570	0.4657000005245209
C1	Absorbance	570	1.0561000108718872
C2	Absorbance	570	1.027400016784668
C3	Absorbance	570	1.0118000507354736
C4	Absorbance	570	0.9728999733924866
C5	Absorbance	570	0.9265999794006348
C6	Absorbance	570	0.8806999921798706
C7	Absorbance	570	0.8306999802589417
C8	Absorbance	570	0.7968000173568726
C9	Absorbance	570	0.7275999784469604
C10	Absorbance	570	0.6730999946594238
C11	Absorbance	570	0.6033999919891357
C12	Absorbance	570	0.4674000144004822
D1	Absorbance	570	1.0528000593185425
D2	Absorbance	570	0.9775000214576721
D3	Absorbance	570	0.9502999782562256
D4	Absorbance	570	0.9174000024795532
D5	Absorbance	570	0.881600022315979
D6	Absorbance	570	0.8359000086784363
D7	Absorbance	570	0.7821999788284302
D8	Absorbance	570	0.7121000289916992
D9	Absorbance	570	0.6430000066757202
D10	Absorbance	570	0.5705999732017517
D11	Absorbance	570	0.5091999769210815
D12	Absorbance	570	0.38109999895095825
E1	Absorbance	570	0.9854000210762024
E2	Absorbance	570	0.9365000128746033
E3	Absorbance	570	0.8902000188827515
E4	Absorbance	570	0.8554999828338623
E5	Absorbance	570	0.8165000081062317
E6	Absorbance	570	0.7652999758720398
E7	Absorbance	570	0.7128000259399414
E8	Absorbance	570	0.654699981212616
E9	Absorbance	570	0.5965999960899353
E10	Absorbance	570	0.539900004863739
E11	Absorbance	570	0.47769999504089355
E12	Absorbance	570	0.3483000099658966
F1	Absorbance	570	0.9327999949455261
F2	Absorbance	570	0.885699987411499
F3	Absorbance	570	0.8370000123977661
F4	Absorbance	570	0.8026999831199646
F5	Absorbance	570	0.7608000040054321
F6	Absorbance	570	0.7050999999046326
F7	Absorbance	570	0.6438000202178955
F8	Absorbance	570	0.6022999882698059
F9	Absorbance	570	0.5343999862670898
F10	Absorbance	570	0.47999998927116394
F11	Absorbance	570	0.4142000079154968
F12	Absorbance	570	0.28630000352859497
G1	Absorbance	570	0.8902999758720398
G2	Absorbance	570	0.8260999917984009
G3	Absorbance	570	0.7822999954223633
G4	Absorbance	570	0.7465000152587891
G5	Absorbance	570	0.7026000022888184
G6	Absorbance	570	0.6499000191688538
G7	Absorbance	570	0.5927000045776367
G8	Absorbance	570	0.5360999703407288
G9	Absorbance	570	0.4684999883174896
G10	Absorbance	570	0.41290000081062317
G11	Absorbance	570	0.34689998626708984
G12	Absorbance	570	0.2214999943971634
H1	Absorbance	570	0.7907999753952026
H2	Absorbance	570	0.7204999923706055
H3	Absorbance	570	0.6779000163078308
H4	Absorbance	570	0.6510999798774719
H5	Absorbance	570	0.5963000059127808
H6	Absorbance	570	0.5346999764442444
H7	Absorbance	570	0.47850000858306885
H8	Absorbance	570	0.4099999964237213
H9	Absorbance	570	0.3310000002384186
H10	Absorbance	570	0.2799000144004822
H11	Absorbance	570	0.21610000729560852
H12	Absorbance	570	0.0869000032544136
A1	Absorbance	580.0	1.155900001525879
A2	Absorbance	580.0	1.1052000522613525
A3	Absorbance	580.0	1.0454000234603882
A4	Absorbance	580.0	0.998199999332428
A5	Absorbance	580.0	0.9713000059127808
A6	Absorbance	580.0	0.9244999885559082
A7	Absorbance	580.0	0.8702999949455261
A8	Absorbance	580.0	0.8278999924659729
A9	Absorbance	580.0	0.7724000215530396
A10	Absorbance	580.0	0.7269999980926514
A11	Absorbance	580.0	0.659600019454956
A12	Absorbance	580.0	0.5472999811172485
B1	Absorbance	580.0	1.1196000576019287
B2	Absorbance	580.0	1.0707999467849731
B3	Absorbance	580.0	1.0157999992370605
B4	Absorbance	580.0	0.972000002861023
B5	Absorbance	580.0	0.9221000075340271
B6	Absorbance	580.0	0.8758000135421753
B7	Absorbance	580.0	0.8285999894142151
B8	Absorbance	580.0	0.7827000021934509
B9	Absorbance	580.0	0.7107999920845032
B10	Absorbance	580.0	0.6510999798774719
B11	Absorbance	580.0	0.5863000154495239
B12	Absorbance	580.0	0.45840001106262207
C1	Absorbance	580.0	1.0677000284194946
C2	Absorbance	580.0	1.0369999408721924
C3	Absorbance	580.0	1.0196000337600708
C4	Absorbance	580.0	0.9794999957084656
C5	Absorbance	580.0	0.9316999912261963
C6	Absorbance	580.0	0.8837000131607056
C7	Absorbance	580.0	0.8313000202178955
C8	Absorbance	580.0	0.7962999939918518
C9	Absorbance	580.0	0.725600004196167
C10	Absorbance	580.0	0.6699000000953674
C11	Absorbance	580.0	0.5982999801635742
C12	Absorbance	580.0	0.4603999853134155
D1	Absorbance	580.0	1.0634000301361084
D2	Absorbance	580.0	0.9866999983787537
D3	Absorbance	580.0	0.9581999778747559
D4	Absorbance	580.0	0.9240999817848206
D5	Absorbance	580.0	0.8866000175476074
D6	Absorbance	580.0	0.8388000130653381
D7	Absorbance	580.0	0.7835999727249146
D8	Absorbance	580.0	0.7121000289916992
D9	Absorbance	580.0	0.6413999795913696
D10	Absorbance	580.0	0.5680999755859375
D11	Absorbance	580.0	0.5055999755859375
D12	Absorbance	580.0	0.37540000677108765
E1	Absorbance	580.0	0.9968000054359436
E2	Absorbance	580.0	0.9456999897956848
E3	Absorbance	580.0	0.8978999853134155
E4	Absorbance	580.0	0.8621000051498413
E5	Absorbance	580.0	0.821399986743927
E6	Absorbance	580.0	0.7687000036239624
E7	Absorbance	580.0	0.7142999768257141
E8	Absorbance	580.0	0.6549999713897705
E9	Absorbance	580.0	0.595300018787384
E10	Absorbance	580.0	0.5379999876022339
E11	Absorbance	580.0	0.47429999709129333
E12	Absorbance	580.0	0.34310001134872437
F1	Absorbance	580.0	0.9441999793052673
F2	Absorbance	580.0	0.8952999711036682
F3	Absorbance	580.0	0.8450000286102295
F4	Absorbance	580.0	0.809499979019165
F5	Absorbance	580.0	0.7660999894142151
F6	Absorbance	580.0	0.7087000012397766
F7	Absorbance	580.0	0.6460000276565552
F8	Absorbance	580.0	0.6032999753952026
F9	Absorbance	580.0	0.5343000292778015
F10	Absorbance	580.0	0.4788999855518341
F11	Absorbance	580.0	0.41190001368522644
F12	Absorbance	580.0	0.28209999203681946
G1	Absorbance	580.0	0.9020000100135803
G2	Absorbance	580.0	0.8355000019073486
G3	Absorbance	580.0	0.7907000184059143
G4	Absorbance	580.0	0.7537000179290771
G5	Absorbance	580.0	0.7081000208854675
G6	Absorbance	580.0	0.6542999744415283
G7	Absorbance	580.0	0.5957000255584717
G8	Absorbance	580.0	0.5379999876022339
G9	Absorbance	580.0	0.4690000116825104
G10	Absorbance	580.0	0.41290000081062317
G11	Absorbance	580.0	0.3456000089645386
G12	Absorbance	580.0	0.2184000015258789
H1	Absorbance	580.0	0.8032000064849854
H2	Absorbance	580.0	0.7311000227928162
H3	Absorbance	580.0	0.6866999864578247
H4	Absorbance	580.0	0.6599000096321106
H5	Absorbance	580.0	0.6035000085830688
H6	Absorbance	580.0	0.5407000184059143
H7	Absorbance	580.0	0.4837000072002411
H8	Absorbance	580.0	0.4138999879360199
H9	Absorbance	580.0	0.3336000144481659
H10	Absorbance	580.0	0.28200000524520874
H11	Absorbance	580.0	0.21719999611377716
H12	Absorbance	580.0	0.08669999986886978
A1	Absorbance	590.0	1.1660000085830688
A2	Absorbance	590.0	1.1131000518798828
A3	Absorbance	590.0	1.0511000156402588
A4	Absorbance	590.0	1.0018999576568604
A5	Absorbance	590.0	0.9735000133514404
A6	Absorbance	590.0	0.9247999787330627
A7	Absorbance	590.0	0.8690000176429749
A8	Absorbance	590.0	0.8248999714851379
A9	Absorbance	590.0	0.7678999900817871
A10	Absorbance	590.0	0.7215999960899353
A11	Absorbance	590.0	0.6524999737739563
A12	Absorbance	590.0	0.5374000072479248
B1	Absorbance	590.0	1.1298999786376953
B2	Absorbance	590.0	1.0789999961853027
B3	Absorbance	590.0	1.0226000547409058
B4	Absorbance	590.0	0.9761000275611877
B5	Absorbance	590.0	0.9247999787330627
B6	Absorbance	590.0	0.8773000240325928
B7	Absorbance	590.0	0.8281000256538391
B8	Absorbance	590.0	0.7803000211715698
B9	Absorbance	590.0	0.7067000269889832
B10	Absorbance	590.0	0.6462000012397766
B11	Absorbance	590.0	0.5802000164985657
B12	Absorbance	590.0	0.450300008058548
C1	Absorbance	590.0	1.0776000022888184
C2	Absorbance	590.0	1.0448999404907227
C3	Absorbance	590.0	1.0260000228881836
C4	Absorbance	590.0	0.9846000075340271
C5	Absorbance	590.0	0.9351999759674072
C6	Absorbance	590.0	0.8855999708175659
C7	Absorbance	590.0	0.8306000232696533
C8	Absorbance	590.0	0.7932999730110168
C9	Absorbance	590.0	0.722100019454956
C10	Absorbance	590.0	0.6653000116348267
C11	Absorbance	590.0	0.59170001745224
C12	Absorbance	590.0	0.4519999921321869
D1	Absorbance	590.0	1.0743000507354736
D2	Absorbance	590.0	0.9948999881744385
D3	Absorbance	590.0	0.9645000100135803
D4	Absorbance	590.0	0.929099977016449
D5	Absorbance	590.0	0.8903999924659729
D6	Absorbance	590.0	0.8409000039100647
D7	Absorbance	590.0	0.7836999893188477
D8	Absorbance	590.0	0.7103999853134155
D9	Absorbance	590.0	0.6385999917984009
D10	Absorbance	590.0	0.564300000667572
D11	Absorbance	590.0	0.5005999803543091
D12	Absorbance	590.0	0.36880001425743103
E1	Absorbance	590.0	1.0073000192642212
E2	Absorbance	590.0	0.9544000029563904
E3	Absorbance	590.0	0.9049000144004822
E4	Absorbance	590.0	0.867900013923645
E5	Absorbance	590.0	0.8252000212669373
E6	Absorbance	590.0	0.7717000246047974
E7	Absorbance	590.0	0.715399980545044
E8	Absorbance	590.0	0.6543999910354614
E9	Absorbance	590.0	0.5935999751091003
E10	Absorbance	590.0	0.535099983215332
E11	Absorbance	590.0	0.4699999988079071
E12	Absorbance	590.0	0.33709999918937683
F1	Absorbance	590.0	0.9552000164985657
F2	Absorbance	590.0	0.9045000076293945
F3	Absorbance	590.0	0.852400004863739
F4	Absorbance	590.0	0.815500020980835
F5	Absorbance	590.0	0.7702999711036682
F6	Absorbance	590.0	0.711899995803833
F7	Absorbance	590.0	0.6480000019073486
F8	Absorbance	590.0	0.6036999821662903
F9	Absorbance	590.0	0.5338000059127808
F10	Absorbance	590.0	0.4772000014781952
F11	Absorbance	590.0	0.40880000591278076
F12	Absorbance	590.0	0.2775999903678894
G1	Absorbance	590.0	0.9135000109672546
G2	Absorbance	590.0	0.8450000286102295
G3	Absorbance	590.0	0.79830002784729
G4	Absorbance	590.0	0.7605000138282776
G5	Absorbance	590.0	0.7138000130653381
G6	Absorbance	590.0	0.65829998254776
G7	Absorbance	590.0	0.5982000231742859
G8	Absorbance	590.0	0.5394999980926514
G9	Absorbance	590.0	0.4693000018596649
G10	Absorbance	590.0	0.4124000072479248
G11	Absorbance	590.0	0.3440999984741211
G12	Absorbance	590.0	0.21529999375343323
H1	Absorbance	590.0	0.8156999945640564
H2	Absorbance	590.0	0.7412999868392944
H3	Absorbance	590.0	0.6955999732017517
H4	Absorbance	590.0	0.6687999963760376
H5	Absorbance	590.0	0.6111999750137329
H6	Absorbance	590.0	0.546999990940094
H7	Absorbance	590.0	0.48919999599456787
H8	Absorbance	590.0	0.4178999960422516
H9	Absorbance	590.0	0.3370000123977661
H10	Absorbance	590.0	0.2842999994754791
H11	Absorbance	590.0	0.21870000660419464
H12	Absorbance	590.0	0.08659999817609787
A1	Absorbance	600.0	1.170199990272522
A2	Absorbance	600.0	1.1154999732971191
A3	Absorbance	600.0	1.0530999898910522
A4	Absorbance	600.0	1.0023000240325928
A5	Absorbance	600.0	0.972599983215332
A6	Absorbance	600.0	0.9232000112533569
A7	Absorbance	600.0	0.8661999702453613
A8	Absorbance	600.0	0.8208000063896179
A9	Absorbance	600.0	0.7626000046730042
A10	Absorbance	600.0	0.715499997138977
A11	Absorbance	600.0	0.6450999975204468
A12	Absorbance	600.0	0.5285000205039978
B1	Absorbance	600.0	1.1354000568389893
B2	Absorbance	600.0	1.082200050354004
B3	Absorbance	600.0	1.0247000455856323
B4	Absorbance	600.0	0.9772999882698059
B5	Absorbance	600.0	0.9248999953269958
B6	Absorbance	600.0	0.8759999871253967
B7	Absorbance	600.0	0.8256999850273132
B8	Absorbance	600.0	0.7767999768257141
B9	Absorbance	600.0	0.7017999887466431
B10	Absorbance	600.0	0.640500009059906
B11	Absorbance	600.0	0.5742999911308289
B12	Absorbance	600.0	0.44279998540878296
C1	Absorbance	600.0	1.0824999809265137
C2	Absorbance	600.0	1.0484000444412231
C3	Absorbance	600.0	1.02839994430542
C4	Absorbance	600.0	0.9860000014305115
C5	Absorbance	600.0	0.9355000257492065
C6	Absorbance	600.0	0.8847000002861023
C7	Absorbance	600.0	0.8282999992370605
C8	Absorbance	600.0	0.7900000214576721
C9	Absorbance	600.0	0.7174999713897705
C10	Absorbance	600.0	0.6597999930381775
C11	Absorbance	600.0	0.585099995136261
C12	Absorbance	600.0	0.4447999894618988
D1	Absorbance	600.0	1.0788999795913696
D2	Absorbance	600.0	0.9983999729156494
D3	Absorbance	600.0	0.9670000076293945
D4	Absorbance	600.0	0.9309999942779541
D5	Absorbance	600.0	0.8907999992370605
D6	Absorbance	600.0	0.8403000235557556
D7	Absorbance	600.0	0.7821999788284302
D8	Absorbance	600.0	0.7073000073432922
D9	Absorbance	600.0	0.6348000168800354
D10	Absorbance	600.0	0.5601999759674072
D11	Absorbance	600.0	0.49549999833106995
D12	Absorbance	600.0	0.3628000020980835
E1	Absorbance	600.0	1.0128999948501587
E2	Absorbance	600.0	0.9581000208854675
E3	Absorbance	600.0	0.9079999923706055
E4	Absorbance	600.0	0.8698999881744385
E5	Absorbance	600.0	0.82669997215271
E6	Absorbance	600.0	0.7717999815940857
E7	Absorbance	600.0	0.7142000198364258
E8	Absorbance	600.0	0.6524999737739563
E9	Absorbance	600.0	0.5906000137329102
E10	Absorbance	600.0	0.5315999984741211
E11	Absorbance	600.0	0.46560001373291016
E12	Absorbance	600.0	0.33180001378059387
F1	Absorbance	600.0	0.9610999822616577
F2	Absorbance	600.0	0.9088000059127808
F3	Absorbance	600.0	0.8561000227928162
F4	Absorbance	600.0	0.8184000253677368
F5	Absorbance	600.0	0.7720999717712402
F6	Absorbance	600.0	0.7127000093460083
F7	Absorbance	600.0	0.6478000283241272
F8	Absorbance	600.0	0.6026999950408936
F9	Absorbance	600.0	0.5317000150680542
F10	Absorbance	600.0	0.47450000047683716
F11	Absorbance	600.0	0.40560001134872437
F12	Absorbance	600.0	0.2732999920845032
G1	Absorbance	600.0	0.9200000166893005
G2	Absorbance	600.0	0.849399983882904
G3	Absorbance	600.0	0.8023999929428101
G4	Absorbance	600.0	0.7638999819755554
G5	Absorbance	600.0	0.7163000106811523
G6	Absorbance	600.0	0.660099983215332
G7	Absorbance	600.0	0.5986999869346619
G8	Absorbance	600.0	0.5396000146865845
G9	Absorbance	600.0	0.4684000015258789
G10	Absorbance	600.0	0.41110000014305115
G11	Absorbance	600.0	0.34209999442100525
G12	Absorbance	600.0	0.21240000426769257
H1	Absorbance	600.0	0.8235999941825867
H2	Absorbance	600.0	0.7473999857902527
H3	Absorbance	600.0	0.7014999985694885
H4	Absorbance	600.0	0.6739000082015991
H5	Absorbance	600.0	0.6158999800682068
H6	Absorbance	600.0	0.5508000254631042
H7	Absorbance	600.0	0.49219998717308044
H8	Absorbance	600.0	0.4203000068664551
H9	Absorbance	600.0	0.3386000096797943
H10	Absorbance	600.0	0.28540000319480896
H11	Absorbance	600.0	0.21950000524520874
H12	Absorbance	600.0	0.08669999986886978
A1	Absorbance	610.0	1.1749999523162842
A2	Absorbance	610.0	1.118899941444397
A3	Absorbance	610.0	1.0550999641418457
A4	Absorbance	610.0	1.0025999546051025
A5	Absorbance	610.0	0.972100019454956
A6	Absorbance	610.0	0.9211000204086304
A7	Absorbance	610.0	0.8637999892234802
A8	Absorbance	610.0	0.8166000247001648
A9	Absorbance	610.0	0.7570000290870667
A10	Absorbance	610.0	0.7091000080108643
A11	Absorbance	610.0	0.6377000212669373
A12	Absorbance	610.0	0.519599974155426
B1	Absorbance	610.0	1.1403000354766846
B2	Absorbance	610.0	1.0853999853134155
B3	Absorbance	610.0	1.0270999670028687
B4	Absorbance	610.0	0.9787999987602234
B5	Absorbance	610.0	0.9241999983787537
B6	Absorbance	610.0	0.8748000264167786
B7	Absorbance	610.0	0.8228999972343445
B8	Absorbance	610.0	0.7730000019073486
B9	Absorbance	610.0	0.6970999836921692
B10	Absorbance	610.0	0.6348999738693237
B11	Absorbance	610.0	0.5680999755859375
B12	Absorbance	610.0	0.43479999899864197
C1	Absorbance	610.0	1.0877000093460083
C2	Absorbance	610.0	1.052299976348877
C3	Absorbance	610.0	1.0312999486923218
C4	Absorbance	610.0	0.9876999855041504
C5	Absorbance	610.0	0.9361000061035156
C6	Absorbance	610.0	0.8841000199317932
C7	Absorbance	610.0	0.8256999850273132
C8	Absorbance	610.0	0.7860999703407288
C9	Absorbance	610.0	0.7127000093460083
C10	Absorbance	610.0	0.6539999842643738
C11	Absorbance	610.0	0.5785999894142151
C12	Absorbance	610.0	0.43689998984336853
D1	Absorbance	610.0	1.0839999914169312
D2	Absorbance	610.0	1.002500057220459
D3	Absorbance	610.0	0.9696999788284302
D4	Absorbance	610.0	0.9325000047683716
D5	Absorbance	610.0	0.8913999795913696
D6	Absorbance	610.0	0.8395000100135803
D7	Absorbance	610.0	0.7803000211715698
D8	Absorbance	610.0	0.7041000127792358
D9	Absorbance	610.0	0.6309999823570251
D10	Absorbance	610.0	0.5559999942779541
D11	Absorbance	610.0	0.490200012922287
D12	Absorbance	610.0	0.35659998655319214
E1	Absorbance	610.0	1.0192999839782715
E2	Absorbance	610.0	0.9624999761581421
E3	Absorbance	610.0	0.9114000201225281
E4	Absorbance	610.0	0.8719000220298767
E5	Absorbance	610.0	0.8277999758720398
E6	Absorbance	610.0	0.7717999815940857
E7	Absorbance	610.0	0.7129999995231628
E8	Absorbance	610.0	0.6504999995231628
E9	Absorbance	610.0	0.5877000093460083
E10	Absorbance	610.0	0.527999997138977
E11	Absorbance	610.0	0.460999995470047
E12	Absorbance	610.0	0.3260999917984009
F1	Absorbance	610.0	0.9674000144004822
F2	Absorbance	610.0	0.9136999845504761
F3	Absorbance	610.0	0.8597999811172485
F4	Absorbance	610.0	0.8208000063896179
F5	Absorbance	610.0	0.7736999988555908
F6	Absorbance	610.0	0.7135000228881836
F7	Absorbance	610.0	0.6474000215530396
F8	Absorbance	610.0	0.6017000079154968
F9	Absorbance	610.0	0.5299000144004822
F10	Absorbance	610.0	0.47209998965263367
F11	Absorbance	610.0	0.40230000019073486
F12	Absorbance	610.0	0.2687000036239624
G1	Absorbance	610.0	0.9269999861717224
G2	Absorbance	610.0	0.8549000024795532
G3	Absorbance	610.0	0.8059999942779541
G4	Absorbance	610.0	0.7670999765396118
G5	Absorbance	610.0	0.7190999984741211
G6	Absorbance	610.0	0.6621999740600586
G7	Absorbance	610.0	0.5989999771118164
G8	Absorbance	610.0	0.5397999882698059
G9	Absorbance	610.0	0.4672999978065491
G10	Absorbance	610.0	0.40959998965263367
G11	Absorbance	610.0	0.3400000035762787
G12	Absorbance	610.0	0.20919999480247498
H1	Absorbance	610.0	0.8319000005722046
H2	Absorbance	610.0	0.7538999915122986
H3	Absorbance	610.0	0.7075999975204468
H4	Absorbance	610.0	0.6794999837875366
H5	Absorbance	610.0	0.6208000183105469
H6	Absorbance	610.0	0.5546000003814697
H7	Absorbance	610.0	0.49559998512268066
H8	Absorbance	610.0	0.4228000044822693
H9	Absorbance	610.0	0.3400000035762787
H10	Absorbance	610.0	0.2865000069141388
H11	Absorbance	610.0	0.22010000050067902
H12	Absorbance	610.0	0.08619999885559082
A1	Absorbance	620.0	1.1822999715805054
A2	Absorbance	620.0	1.1246000528335571
A3	Absorbance	620.0	1.0591000318527222
A4	Absorbance	620.0	1.0056999921798706
A5	Absorbance	620.0	0.9736999869346619
A6	Absorbance	620.0	0.9218000173568726
A7	Absorbance	620.0	0.8626999855041504
A8	Absorbance	620.0	0.8144999742507935
A9	Absorbance	620.0	0.753600001335144
A10	Absorbance	620.0	0.7045999765396118
A11	Absorbance	620.0	0.6322000026702881
A12	Absorbance	620.0	0.5117999911308289
B1	Absorbance	620.0	1.1490000486373901
B2	Absorbance	620.0	1.0924999713897705
B3	Absorbance	620.0	1.0324000120162964
B4	Absorbance	620.0	0.9825000166893005
B5	Absorbance	620.0	0.9265999794006348
B6	Absorbance	620.0	0.8761000037193298
B7	Absorbance	620.0	0.8224999904632568
B8	Absorbance	620.0	0.7712000012397766
B9	Absorbance	620.0	0.6940000057220459
B10	Absorbance	620.0	0.6309000253677368
B11	Absorbance	620.0	0.5634999871253967
B12	Absorbance	620.0	0.42829999327659607
C1	Absorbance	620.0	1.0954999923706055
C2	Absorbance	620.0	1.0582000017166138
C3	Absorbance	620.0	1.0367000102996826
C4	Absorbance	620.0	0.9918000102043152
C5	Absorbance	620.0	0.9390000104904175
C6	Absorbance	620.0	0.8855999708175659
C7	Absorbance	620.0	0.8253999948501587
C8	Absorbance	620.0	0.7843999862670898
C9	Absorbance	620.0	0.7095999717712402
C10	Absorbance	620.0	0.6502000093460083
C11	Absorbance	620.0	0.5735999941825867
C12	Absorbance	620.0	0.430400013923645
D1	Absorbance	620.0	1.0922000408172607
D2	Absorbance	620.0	1.0090999603271484
D3	Absorbance	620.0	0.9757000207901001
D4	Absorbance	620.0	0.9372000098228455
D5	Absorbance	620.0	0.8948000073432922
D6	Absorbance	620.0	0.8411999940872192
D7	Absorbance	620.0	0.7806000113487244
D8	Absorbance	620.0	0.7031999826431274
D9	Absorbance	620.0	0.6287999749183655
D10	Absorbance	620.0	0.5530999898910522
D11	Absorbance	620.0	0.48660001158714294
D12	Absorbance	620.0	0.3513999879360199
E1	Absorbance	620.0	1.0277999639511108
E2	Absorbance	620.0	0.9696000218391418
E3	Absorbance	620.0	0.9168999791145325
E4	Absorbance	620.0	0.8763999938964844
E5	Absorbance	620.0	0.8312000036239624
E6	Absorbance	620.0	0.7739999890327454
E7	Absorbance	620.0	0.7141000032424927
E8	Absorbance	620.0	0.6504999995231628
E9	Absorbance	620.0	0.5861999988555908
E10	Absorbance	620.0	0.526199996471405
E11	Absorbance	620.0	0.4578999876976013
E12	Absorbance	620.0	0.3212999999523163
F1	Absorbance	620.0	0.9760000109672546
F2	Absorbance	620.0	0.9210000038146973
F3	Absorbance	620.0	0.8661999702453613
F4	Absorbance	620.0	0.8258000016212463
F5	Absorbance	620.0	0.7777000069618225
F6	Absorbance	620.0	0.7164000272750854
F7	Absorbance	620.0	0.6492000222206116
F8	Absorbance	620.0	0.6025000214576721
F9	Absorbance	620.0	0.529699981212616
F10	Absorbance	620.0	0.47099998593330383
F11	Absorbance	620.0	0.4000000059604645
F12	Absorbance	620.0	0.2648000121116638
G1	Absorbance	620.0	0.9362000226974487
G2	Absorbance	620.0	0.8622999787330627
G3	Absorbance	620.0	0.8123999834060669
G4	Absorbance	620.0	0.7728999853134155
G5	Absorbance	620.0	0.7240999937057495
G6	Absorbance	620.0	0.6658999919891357
G7	Absorbance	620.0	0.6013000011444092
G8	Absorbance	620.0	0.5418000221252441
G9	Absorbance	620.0	0.4677000045776367
G10	Absorbance	620.0	0.40950000286102295
G11	Absorbance	620.0	0.33880001306533813
G12	Absorbance	620.0	0.20630000531673431
H1	Absorbance	620.0	0.842199981212616
H2	Absorbance	620.0	0.7627000212669373
H3	Absorbance	620.0	0.7160000205039978
H4	Absorbance	620.0	0.6870999932289124
H5	Absorbance	620.0	0.6274999976158142
H6	Absorbance	620.0	0.5601999759674072
H7	Absorbance	620.0	0.5001999735832214
H8	Absorbance	620.0	0.42649999260902405
H9	Absorbance	620.0	0.3427000045776367
H10	Absorbance	620.0	0.28859999775886536
H11	Absorbance	620.0	0.22130000591278076
H12	Absorbance	620.0	0.08590000122785568
A1	Absorbance	630.0	1.176900029182434
A2	Absorbance	630.0	1.1193000078201294
A3	Absorbance	630.0	1.0537999868392944
A4	Absorbance	630.0	0.9994999766349792
A5	Absorbance	630.0	0.9667999744415283
A6	Absorbance	630.0	0.9144999980926514
A7	Absorbance	630.0	0.8557000160217285
A8	Absorbance	630.0	0.8061000108718872
A9	Absorbance	630.0	0.7451000213623047
A10	Absorbance	630.0	0.6962000131607056
A11	Absorbance	630.0	0.6233000159263611
A12	Absorbance	630.0	0.503000020980835
B1	Absorbance	630.0	1.1437000036239624
B2	Absorbance	630.0	1.0871000289916992
B3	Absorbance	630.0	1.0269999504089355
B4	Absorbance	630.0	0.9761000275611877
B5	Absorbance	630.0	0.9197999835014343
B6	Absorbance	630.0	0.8687999844551086
B7	Absorbance	630.0	0.8151999711990356
B8	Absorbance	630.0	0.763700008392334
B9	Absorbance	630.0	0.6865000128746033
B10	Absorbance	630.0	0.6230999827384949
B11	Absorbance	630.0	0.5559999942779541
B12	Absorbance	630.0	0.4205999970436096
C1	Absorbance	630.0	1.0915000438690186
C2	Absorbance	630.0	1.0535000562667847
C3	Absorbance	630.0	1.0312000513076782
C4	Absorbance	630.0	0.9861999750137329
C5	Absorbance	630.0	0.9327999949455261
C6	Absorbance	630.0	0.8787999749183655
C7	Absorbance	630.0	0.8184999823570251
C8	Absorbance	630.0	0.7768999934196472
C9	Absorbance	630.0	0.7014999985694885
C10	Absorbance	630.0	0.6424999833106995
C11	Absorbance	630.0	0.5656999945640564
C12	Absorbance	630.0	0.4226999878883362
D1	Absorbance	630.0	1.0878000259399414
D2	Absorbance	630.0	1.0045000314712524
D3	Absorbance	630.0	0.9706000089645386
D4	Absorbance	630.0	0.9319999814033508
D5	Absorbance	630.0	0.8889999985694885
D6	Absorbance	630.0	0.8348000049591064
D7	Absorbance	630.0	0.7745000123977661
D8	Absorbance	630.0	0.696399986743927
D9	Absorbance	630.0	0.6220999956130981
D10	Absorbance	630.0	0.546500027179718
D11	Absorbance	630.0	0.47999998927116394
D12	Absorbance	630.0	0.34540000557899475
E1	Absorbance	630.0	1.0245000123977661
E2	Absorbance	630.0	0.9650999903678894
E3	Absorbance	630.0	0.9126999974250793
E4	Absorbance	630.0	0.871999979019165
E5	Absorbance	630.0	0.8259999752044678
E6	Absorbance	630.0	0.7688999772071838
E7	Absorbance	630.0	0.7081000208854675
E8	Absorbance	630.0	0.6445000171661377
E9	Absorbance	630.0	0.5800999999046326
E10	Absorbance	630.0	0.5202000141143799
E11	Absorbance	630.0	0.45179998874664307
E12	Absorbance	630.0	0.3158999979496002
