NAME	PBR ICL exp3
GROUP_TYPE	[unknown]
GROUP_NAME	MC272-group
GROUP_ID	group-110
START	May 11, 2019 6:20:50 PM
PLANNED_DURATION	375d 00:00:00
PLANNED_DURATION_SEC	32400000
DURATION	15d 15:50:19
DURATION_SEC	1353019
INOCULUM	
MEDIUM	
ORGANISM	
GASSING	
TERMINATION	stopped
TIME_FORMAT	HOURS
TIME_FROM_SEC	0
TIME_TO_SEC	1353019
NOTES	

time	od-sensors-1.od-680	od-sensors-1.od-720	od-sensors-2.od-680	od-sensors-2.od-720	od-sensors-3.od-680	od-sensors-3.od-720	od-sensors-4.od-680	od-sensors-4.od-720	od-sensors-5.od-680	od-sensors-5.od-720	od-sensors-6.od-680	od-sensors-6.od-720	od-sensors-7.od-680	od-sensors-7.od-720	od-sensors-8.od-680	od-sensors-8.od-720	pumps-1002.pump-0-consumption	pumps-1002.pump-1-consumption	pumps-1002.pump-2-consumption	pumps-1002.pump-3-consumption	pumps-1002.pump-4-consumption	pumps-1002.pump-5-consumption	pumps-1002.pump-6-consumption	pumps-1002.pump-7-consumption
0																	0	0	0	0	0	0	0	0
0.002778																			0					
0.004167																			0.042					
0.005556																					0			
0.006944																					0.042	0		
0.008333																						0.042		
0.019444																			0.042					
0.020833																			0.083					
0.022222																					0.042			
0.023611																					0.083	0.042		
0.025																						0.083		
0.036111																			0.083					
0.0375																			0.125					
0.038889																					0.083			
0.040278																					0.125	0.083		
0.041667																						0.125		
0.055556																					0.125			
0.056944																					0.167	0.125		
0.058333																						0.167		
0.072222																					0.167			
0.073611																					0.208	0.167		
0.075																						0.208		
0.083333	0.14409	0.07458	0.14256	0.07721	0.1356	0.08221	0.14039	0.09499	0.12078	0.05824	0.13239	0.08058	0.16186	0.09181	0.12586	0.075								
0.088889																					0.208			
0.090278																					0.25	0.208		
0.091667																						0.25		
0.106944																						0.25		
0.108333																						0.292		
0.166667	0.14489	0.07338	0.15005	0.0849	0.1356	0.08186	0.14402	0.09862	0.12537	0.06258	0.13967	0.08762	0.16481	0.09416	0.13233	0.08051								
0.25	0.14308	0.07235	0.15354	0.08667	0.1362	0.08432	0.14564	0.09862	0.12826	0.06427	0.14386	0.09136	0.16439	0.09361	0.13451	0.08172								
0.333333	0.14348	0.07287	0.15231	0.08543	0.13819	0.08414	0.14645	0.10246	0.12633	0.06208	0.14386	0.09082	0.16375	0.09452	0.13591	0.08137								
0.416667	0.14109	0.07048	0.15623	0.08702	0.13859	0.08344	0.14767	0.10008	0.11964	0.05493	0.14446	0.09065	0.16608	0.09488	0.1379	0.08259								
0.5	0.14348	0.07133	0.15292	0.08561	0.1366	0.08467	0.14523	0.10063	0.12962	0.06342	0.14607	0.09298	0.16207	0.09379	0.09687	0.0522								
0.583333	0.14549	0.07167	0.15457	0.08561	0.1362	0.08326	0.14442	0.09935	0.12768	0.06225	0.14607	0.09244	0.16502	0.09325	0.09596	0.0488								
0.666667	0.1459	0.07116	0.15457	0.08455	0.1358	0.08186	0.14442	0.09862	0.12768	0.06309	0.14647	0.0928	0.16144	0.09127	0.09542	0.04993								
0.75	0.14489	0.07116	0.15581	0.08702	0.13799	0.08414	0.14462	0.09735	0.1273	0.06275	0.14768	0.0946	0.16693	0.09271	0.09289	0.04848								
0.833333	0.14288	0.06963	0.15478	0.08472	0.1366	0.08221	0.14584	0.09807	0.1273	0.06258	0.14627	0.09136	0.16587	0.09253	0.09651	0.04945								
0.916667	0.14509	0.07218	0.1554	0.08543	0.13739	0.08256	0.14543	0.09716	0.12885	0.06292	0.14506	0.08886	0.16545	0.09145	0.09469	0.04848								
1	0.14148	0.0698	0.1554	0.08227	0.1364	0.08256	0.14971	0.09971	0.12633	0.06091	0.14587	0.09136	0.16439	0.09092	0.0956	0.04896								
1.083333	0.14188	0.06777	0.1554	0.08437	0.1396	0.08362	0.14584	0.09771	0.13079	0.06309	0.14607	0.09047	0.16375	0.09038	0.09633	0.04896								
1.166667	0.14348	0.06912	0.15375	0.08279	0.1366	0.08098	0.14584	0.09698	0.12788	0.06057	0.14486	0.08815	0.16545	0.09074	0.09651	0.04816								
1.25	0.14469	0.07014	0.1554	0.0842	0.13819	0.08169	0.14523	0.09789	0.12614	0.05941	0.14506	0.09154	0.16523	0.09056	0.09742	0.04816								
1.333333	0.1457	0.06997	0.15498	0.08314	0.1366	0.07889	0.14462	0.09608	0.12653	0.06024	0.1491	0.08922	0.16523	0.08948	0.09906	0.04816								
1.416667	0.1467	0.0698	0.15478	0.0849	0.1404	0.08116	0.14665	0.09626	0.12923	0.05974	0.1487	0.08904	0.16608	0.09163	0.0956	0.04848								
1.5	0.1457	0.0681	0.15643	0.08314	0.14242	0.08239	0.14604	0.09517	0.12807	0.05924	0.14647	0.0894	0.16651	0.0893	0.09742	0.04752								
1.583333	0.1459	0.06895	0.15602	0.08209	0.1406	0.08221	0.14787	0.09935	0.12499	0.05741	0.14668	0.08868	0.16608	0.0911	0.09687	0.04592								
1.666667	0.1465	0.06912	0.15581	0.08367	0.14323	0.08221	0.14848	0.09825	0.1273	0.05824	0.14547	0.0862	0.16651	0.09217	0.09833	0.048								
1.75	0.1463	0.06827	0.15977	0.08402	0.14	0.08064	0.14685	0.09662	0.12943	0.06074	0.14567	0.08815	0.16757	0.0911	0.09961	0.04784								
1.833333	0.14529	0.07133	0.15561	0.08314	0.141	0.08239	0.14951	0.09662	0.13059	0.05857	0.14547	0.08709	0.16629	0.09074	0.09998	0.04929								
1.916667	0.14691	0.06777	0.15893	0.08384	0.14	0.08204	0.1491	0.09771	0.13059	0.06007	0.14768	0.08904	0.16949	0.09217	0.102	0.04832								
2	0.14954	0.07014	0.1583	0.08437	0.14323	0.08256	0.14848	0.09716	0.12768	0.05741	0.14768	0.08993	0.16991	0.09217	0.10108	0.0488								
2.083333	0.14731	0.06692	0.15747	0.08525	0.14282	0.08081	0.15033	0.09698	0.12768	0.05874	0.14971	0.0878	0.16757	0.09127	0.10127	0.0472								
2.166667	0.15076	0.06861	0.15956	0.08332	0.14201	0.08133	0.15012	0.09735	0.13098	0.06007	0.14931	0.08815	0.16885	0.09163	0.10256	0.04848								
2.25	0.14711	0.06827	0.15851	0.08262	0.14343	0.08291	0.15135	0.09771	0.1271	0.05691	0.14748	0.0878	0.17013	0.08895	0.10329	0.04945								
2.333333	0.14954	0.06912	0.16018	0.0842	0.14302	0.08081	0.15074	0.09553	0.12846	0.05741	0.14931	0.08797	0.16714	0.09127	0.10237	0.04864								
2.416667	0.15036	0.06929	0.16081	0.08384	0.14141	0.07959	0.15218	0.09771	0.13118	0.05907	0.14829	0.08762	0.17099	0.09056	0.10127	0.05025								
2.5	0.14954	0.06997	0.16081	0.08472	0.14343	0.07976	0.14971	0.0968	0.12962	0.05741	0.14931	0.08744	0.16991	0.08966	0.10422	0.04961								
2.583333	0.14792	0.06591	0.16123	0.08297	0.14383	0.07924	0.15259	0.09608	0.13079	0.05857	0.14971	0.08691	0.17056	0.08966	0.10311	0.04832								
2.666667	0.14995	0.06625	0.16102	0.08455	0.14505	0.08186	0.14971	0.09608	0.13001	0.05874	0.15032	0.08797	0.17335	0.09038	0.1044	0.048								
2.75	0.15117	0.07167	0.15851	0.08455	0.14505	0.08081	0.15341	0.09789	0.13293	0.05891	0.1491	0.08691	0.17206	0.09074	0.10589	0.05042								
2.833333	0.14873	0.0676	0.16291	0.08384	0.14485	0.08169	0.15135	0.09644	0.13176	0.05907	0.15052	0.08922	0.17443	0.09163	0.10738	0.05042								
2.916667	0.15301	0.06827	0.16333	0.08437	0.14791	0.08239	0.15486	0.10026	0.1347	0.06007	0.14971	0.0878	0.17443	0.09343	0.10738	0.05042								
3	0.15404	0.07252	0.16397	0.08437	0.14627	0.08081	0.15465	0.09953	0.13411	0.05957	0.15277	0.08868	0.17465	0.09289	0.10813	0.05058								
3.083333	0.15301	0.06963	0.16333	0.08314	0.14934	0.08362	0.15548	0.09916	0.1347	0.05991	0.15338	0.08815	0.17725	0.09325	0.10962	0.05139								
3.166667	0.15363	0.06726	0.16502	0.08561	0.1514	0.08573	0.15156	0.09735	0.13746	0.06141	0.15359	0.09047	0.174	0.09163	0.10944	0.05155								
3.25	0.15466	0.06997	0.16333	0.08472	0.14975	0.08414	0.15611	0.10063	0.13686	0.06074	0.15441	0.08922	0.174	0.0911	0.11226	0.0535								
3.333333	0.15672	0.07167	0.16502	0.08614	0.15078	0.08221	0.15694	0.10008	0.13825	0.06158	0.15482	0.08922	0.17551	0.09163	0.11056	0.05366								
3.416667	0.1561	0.07218	0.16735	0.08525	0.14934	0.08379	0.1559	0.09916	0.13765	0.06091	0.15605	0.09082	0.17812	0.09379	0.11113	0.05496								
3.5	0.15754	0.07116	0.16927	0.08649	0.15223	0.0852	0.15902	0.10136	0.13746	0.06326	0.15791	0.09118	0.17769	0.09416	0.11169	0.05366								
3.583333	0.15754	0.07235	0.16991	0.0872	0.15202	0.08573	0.15944	0.10063	0.13964	0.06292	0.15605	0.09136	0.17987	0.0947	0.11453	0.05496								
3.666667	0.1615	0.07389	0.16799	0.08791	0.15285	0.08573	0.15902	0.10209	0.13884	0.06427	0.15605	0.09172	0.17856	0.09361	0.11567	0.05692								
3.75	0.15941	0.07235	0.17013	0.08915	0.15576	0.0868	0.16028	0.10173	0.13924	0.06511	0.1604	0.09441	0.18206	0.0976	0.11795	0.05775								
3.833333	0.15962	0.07355	0.17184	0.08773	0.15513	0.08751	0.16217	0.10191	0.14003	0.06342	0.15999	0.09405	0.18383	0.09651	0.11872	0.05873								
3.916667	0.16129	0.07406	0.17099	0.08915	0.15617	0.08697	0.16112	0.10228	0.14263	0.06612	0.16124	0.09387	0.18427	0.09542	0.11872	0.05923								
4	0.16004	0.07492	0.17378	0.0888	0.15868	0.08786	0.16407	0.10726	0.14363	0.06629	0.16291	0.09405	0.18449	0.09633	0.12199	0.05972								
4.083333	0.1657	0.07595	0.17141	0.08969	0.15952	0.09036	0.16598	0.10485	0.14443	0.06595	0.16417	0.09586	0.18604	0.09778	0.12276	0.06005								
4.166667	0.16359	0.07475	0.17206	0.08773	0.16036	0.08928	0.16386	0.10615	0.14564	0.06663	0.16312	0.09568	0.18626	0.09888	0.12547	0.06204								
4.25	0.16317	0.07458	0.17357	0.0888	0.16036	0.09036	0.1662	0.10485	0.14544	0.06562	0.16627	0.09858	0.18916	0.10052	0.12528	0.06287								
4.333333	0.16401	0.07595	0.1766	0.09147	0.16163	0.09071	0.16705	0.10652	0.14746	0.06748	0.16712	0.09822	0.18983	0.09906	0.1247	0.06187								
4.416667	0.16718	0.07699	0.1779	0.09165	0.16332	0.09161	0.16833	0.10801	0.14766	0.07003	0.16733	0.09913	0.19006	0.10034	0.12742	0.0637								
4.5	0.16507	0.07664	0.17573	0.0904	0.16311	0.09107	0.17004	0.10801	0.14806	0.06799	0.16797	0.0984	0.19343	0.10126	0.12879	0.0632								
4.583333	0.1657	0.07578	0.17899	0.09291	0.16502	0.09322	0.16983	0.10819	0.1505	0.06986	0.17052	0.10059	0.19298	0.10291	0.12997	0.06487								
4.666667	0.16845	0.07837	0.17856	0.09255	0.16652	0.09251	0.17047	0.10875	0.15111	0.07072	0.1703	0.10041	0.19479	0.10199	0.13115	0.06637								
4.75	0.16824	0.07872	0.17965	0.09398	0.16737	0.09449	0.17155	0.10968	0.15316	0.07123	0.17115	0.10022	0.19615	0.10328	0.13056	0.0637								
4.833333	0.17079	0.07855	0.18075	0.09327	0.16759	0.09503	0.17262	0.11062	0.15213	0.06986	0.16818	0.10004	0.19797	0.10199	0.13154	0.06503								
4.916667	0.17186	0.07959	0.18031	0.09489	0.16995	0.09575	0.17457	0.11174	0.15439	0.07192	0.17351	0.10187	0.19866	0.1031	0.13511	0.06671								
5	0.1766	0.07924	0.18162	0.09434	0.17167	0.09793	0.17609	0.11156	0.15459	0.07192	0.17052	0.10077	0.19957	0.10439	0.13511	0.06805								
5.083333	0.17293	0.07837	0.18427	0.09525	0.17167	0.09793	0.17718	0.11344	0.15418	0.07295	0.17588	0.10297	0.20026	0.10606	0.1367	0.07041								
5.166667	0.17401	0.07959	0.18604	0.09814	0.17146	0.09629	0.17871	0.11344	0.15254	0.07157	0.17869	0.10371	0.20348	0.10773	0.1377	0.07109								
5.25	0.17186	0.07647	0.18493	0.09742	0.17341	0.09829	0.17849	0.11381	0.15686	0.07192	0.17501	0.1015	0.20072	0.10662	0.1369	0.06906								
5.333333	0.17487	0.07993	0.18671	0.09869	0.17254	0.09629	0.18134	0.11513	0.15727	0.06884	0.17869	0.10592	0.2051	0.10848	0.13931	0.07024								
5.416667	0.17208	0.07941	0.18983	0.0996	0.17428	0.10012	0.18025	0.11836	0.15852	0.07381	0.17782	0.10389	0.20487	0.10848	0.13991	0.07109								
5.5	0.17638	0.08098	0.19051	0.10124	0.17515	0.09738	0.18223	0.11608	0.15935	0.0764	0.17826	0.10426	0.20954	0.1096	0.14354	0.0733								
5.583333	0.1766	0.0815	0.19275	0.10088	0.17689	0.09847	0.18333	0.11741	0.16122	0.07312	0.17956	0.10871	0.20534	0.11016	0.14435	0.07245								
5.666667	0.18029	0.0836	0.19275	0.10088	0.17646	0.09993	0.184	0.11817	0.16122	0.06952	0.1824	0.10871	0.20627	0.11054	0.14273	0.07364								
5.75	0.17444	0.08011	0.19095	0.0996	0.17711	0.09975	0.18223	0.11608	0.16122	0.07278	0.18262	0.10408	0.21259	0.11035	0.14395	0.07007								
5.833333	0.17508	0.0808	0.19615	0.10308	0.17646	0.09884	0.18867	0.11893	0.16248	0.07055	0.18262	0.10537	0.21829	0.11525	0.14213	0.07262								
5.916667	0.17833	0.0829	0.19479	0.10143	0.18063	0.10342	0.18577	0.11989	0.16332	0.07106	0.1813	0.10666	0.2133	0.1128	0.14619	0.075								
6	0.17703	0.08307	0.1966	0.10179	0.17865	0.10048	0.18733	0.12181	0.16437	0.0714	0.1824	0.10852	0.21758	0.11658	0.14517	0.07432								
6.083333	0.18073	0.08395	0.19592	0.10143	0.18041	0.10176	0.18733	0.11913	0.1669	0.07415	0.18658	0.1102	0.21686	0.11735	0.147	0.07603								
6.166667	0.1792	0.08465	0.19706	0.10198	0.1824	0.10085	0.188	0.12046	0.16605	0.07936	0.18569	0.10908	0.21401	0.11677	0.14864	0.07586								
6.25	0.18226	0.08553	0.1998	0.104	0.18173	0.10434	0.19137	0.12027	0.16753	0.0714	0.18437	0.10815	0.21591	0.1145	0.14926	0.07603								
6.333333	0.18534	0.08659	0.20026	0.10418	0.18173	0.10342	0.19047	0.12219	0.17222	0.07727	0.19058	0.11114	0.22021	0.11715	0.15049	0.07637								
6.416667	0.1838	0.08588	0.20049	0.10566	0.18306	0.10379	0.19227	0.12181	0.16859	0.07329	0.1868	0.1102	0.21567	0.11525	0.14885	0.07586								
6.5	0.18512	0.08588	0.20279	0.10474	0.18484	0.10508	0.19363	0.12354	0.16987	0.07398	0.19259	0.1117	0.22286	0.11868	0.15173	0.07671								
6.583333	0.186	0.08783	0.20256	0.10603	0.18551	0.1036	0.19137	0.12296	0.16859	0.07432	0.18879	0.11151	0.22117	0.11945	0.15401	0.0793								
6.666667	0.186	0.08747	0.20464	0.10695	0.18596	0.10545	0.1959	0.1247	0.17158	0.07467	0.18702	0.11151	0.22335	0.11868	0.15297	0.07757								
6.75	0.18955	0.08765	0.20325	0.10455	0.18685	0.10563	0.19454	0.12508	0.1703	0.07364	0.19192	0.11264	0.22553	0.12021	0.15609	0.08085								
6.833333	0.18933	0.08624	0.20464	0.10529	0.18663	0.10526	0.20094	0.12761	0.17115	0.07553	0.18968	0.11095	0.22529	0.11792	0.15902	0.08189								
6.916667	0.19179	0.0912	0.20603	0.10547	0.18663	0.10434	0.19613	0.12586	0.17265	0.07398	0.19102	0.11133	0.22797	0.12445	0.15693	0.07999								
7	0.19134	0.08907	0.2072	0.10677	0.18797	0.10452	0.19704	0.12683	0.17523	0.07553	0.19125	0.11002	0.22723	0.12329	0.15734	0.08381								
7.083333	0.19314	0.09013	0.20557	0.10566	0.19045	0.10712	0.19818	0.12547	0.17179	0.07588	0.19192	0.11302	0.22238	0.12137	0.15755	0.08016								
7.166667	0.18955	0.08889	0.20766	0.10844	0.19135	0.10637	0.19681	0.12683	0.17201	0.07536	0.19237	0.11264	0.22846	0.12137	0.16303	0.08573								
7.25	0.19179	0.09031	0.20977	0.11012	0.19294	0.10693	0.20002	0.12722	0.17458	0.07553	0.19169	0.11095	0.23214	0.12194	0.16431	0.08433								
7.333333	0.18978	0.08978	0.21071	0.10881	0.19339	0.10749	0.20094	0.12625	0.17523	0.07605	0.19192	0.11208	0.22968	0.12194	0.16176	0.08381								
7.416667	0.19584	0.08889	0.21071	0.10788	0.1943	0.10805	0.20395	0.13034	0.17588	0.07692	0.19304	0.11528	0.23313	0.12542	0.16197	0.08137								
7.5	0.19607	0.09191	0.21236	0.10844	0.19544	0.11066	0.19933	0.12566	0.17631	0.07988	0.19551	0.1132	0.2314	0.12175	0.16367	0.08363								
7.583333	0.19494	0.0896	0.21	0.109	0.19567	0.10898	0.20025	0.12702	0.17782	0.07814	0.19755	0.11661	0.2314	0.12368	0.1658	0.08556								
7.666667	0.19584	0.09227	0.2133	0.11124	0.19385	0.10805	0.20418	0.12761	0.17978	0.07727	0.1971	0.11566	0.22944	0.12329	0.16537	0.08766								
7.75	0.19607	0.09299	0.21189	0.11031	0.19567	0.10861	0.21073	0.1323	0.18022	0.07814	0.19619	0.11547	0.23586	0.1305	0.1729	0.09013								
7.833333	0.1972	0.09335	0.21543	0.11105	0.1959	0.10917	0.20511	0.1329	0.17956	0.07779	0.19846	0.11528	0.22919	0.12175	0.16452	0.08556								
7.916667	0.19856	0.09174	0.21472	0.11218	0.19773	0.10954	0.20464	0.13054	0.18043	0.07657	0.20372	0.11661	0.23562	0.12581	0.17333	0.08854								
8	0.19993	0.09568	0.21686	0.11087	0.1975	0.11122	0.20674	0.13034	0.17956	0.07814	0.19914	0.11396	0.23289	0.1231	0.16837	0.08713								
8.083333	0.19993	0.0946	0.21615	0.1118	0.19911	0.11141	0.20487	0.13093	0.18328	0.07988	0.20051	0.11377	0.23388	0.12562	0.16987	0.08854								
8.166667	0.20062	0.09371	0.21543	0.1118	0.19934	0.11179	0.20861	0.12917	0.18087	0.07936	0.20257	0.11756	0.23661	0.1264	0.17095	0.09173								
8.25	0.20291	0.0955	0.2171	0.11312	0.19957	0.11197	0.20674	0.13113	0.18306	0.07988	0.20097	0.11832	0.23562	0.12484	0.17117	0.09173								
8.333333	0.20245	0.09424	0.21997	0.11331	0.19865	0.11141	0.20908	0.13329	0.1835	0.08075	0.20005	0.11718	0.23962	0.12776	0.17464	0.09049								
8.416667	0.20406	0.09532	0.21901	0.11199	0.20281	0.11273	0.20955	0.13428	0.18615	0.08198	0.1996	0.11547	0.23711	0.12581	0.17268	0.09031								
8.5	0.20085	0.09442	0.22238	0.11406	0.20235	0.11216	0.20697	0.13073	0.18482	0.08075	0.20142	0.11756	0.23661	0.12737	0.17726	0.09619								
8.583333	0.20637	0.09695	0.21949	0.11368	0.20421	0.11386	0.21238	0.13388	0.18438	0.07953	0.20395	0.1187	0.24213	0.12835	0.18144	0.09655								
8.666667	0.20591	0.09803	0.2231	0.11595	0.20374	0.11273	0.21428	0.13507	0.18659	0.08128	0.20165	0.11794	0.24012	0.12484	0.17748	0.09102								
8.75	0.20823	0.10058	0.22383	0.11557	0.20584	0.11367	0.2112	0.1325	0.18859	0.08498	0.2028	0.11794	0.24163	0.12659	0.18012	0.09404								
8.833333	0.20893	0.10167	0.22214	0.11576	0.20537	0.11386	0.21333	0.13368	0.1877	0.08304	0.20303	0.12003	0.24163	0.12737	0.17858	0.09084								
8.916667	0.2094	0.09785	0.22504	0.11804	0.20584	0.11537	0.21309	0.13408	0.18992	0.08321	0.20372	0.11794	0.23911	0.12542	0.18012	0.0944								
9	0.20986	0.09858	0.2248	0.11557	0.20584	0.11442	0.21404	0.13725	0.18747	0.08268	0.20811	0.11889	0.24264	0.12776	0.18255	0.09547								
9.083333	0.2094	0.09839	0.2248	0.11633	0.20631	0.11651	0.2169	0.13725	0.1897	0.08427	0.20881	0.1208	0.24087	0.12737	0.18277	0.09333								
9.166667	0.21057	0.10021	0.22529	0.11728	0.20889	0.11765	0.21977	0.13845	0.19306	0.08746	0.20788	0.12157	0.24315	0.12737	0.18188	0.09476								
9.25	0.21221	0.10058	0.22968	0.11899	0.2096	0.1167	0.21809	0.13965	0.19531	0.08692	0.20625	0.11889	0.24113	0.12523	0.18122	0.09817								
9.333333	0.21268	0.10131	0.22723	0.11975	0.20984	0.11499	0.22002	0.13825	0.19149	0.08427	0.20904	0.11946	0.24163	0.12717	0.18144	0.09565								
9.416667	0.21127	0.10021	0.22797	0.1188	0.21102	0.11784	0.21738	0.13825	0.19441	0.08533	0.20695	0.11813	0.24113	0.12523	0.18322	0.09583								
9.5	0.21197	0.09985	0.22821	0.11709	0.21291	0.11765	0.22413	0.14549	0.19261	0.08568	0.20834	0.12042	0.24289	0.12737	0.18322	0.09727								
9.583333	0.21574	0.10277	0.23165	0.11975	0.21149	0.11765	0.2217	0.14165	0.19644	0.08728	0.20881	0.12042	0.24671	0.12893	0.1841	0.09655								
9.666667	0.21315	0.10039	0.23116	0.11899	0.21078	0.11822	0.22291	0.14105	0.19508	0.08728	0.21114	0.12234	0.2434	0.12854	0.18388	0.09583								
9.75	0.21836	0.10313	0.23239	0.1209	0.21268	0.11917	0.2234	0.14145	0.19848	0.08728	0.21184	0.12291	0.24671	0.12835	0.18678	0.09619								
9.833333	0.21883	0.1046	0.23388	0.12052	0.21482	0.11955	0.2251	0.14651	0.19848	0.09031	0.20951	0.12099	0.24594	0.12678	0.18656	0.09655								
9.916667	0.22027	0.10645	0.23363	0.12243	0.21554	0.11955	0.23	0.14448	0.19757	0.0887	0.21114	0.12157	0.24645	0.12932	0.19038	0.09925								
10	0.21551	0.10204	0.23363	0.12071	0.2153	0.1186	0.22632	0.14427	0.19962	0.09085	0.21208	0.12253	0.24952	0.1305	0.18903	0.09871								
10.083333	0.22075	0.10479	0.23462	0.12052	0.21482	0.11898	0.22388	0.14448	0.20122	0.09121	0.21467	0.12388	0.24927	0.13011	0.19016	0.09889								
10.166667	0.22099	0.10737	0.23661	0.12282	0.21745	0.12224	0.22364	0.14549	0.20214	0.09174	0.21302	0.12253	0.2485	0.12991	0.19038	0.10179								
10.25	0.2217	0.10663	0.23636	0.12243	0.2153	0.11974	0.22656	0.14226	0.20329	0.09807	0.21443	0.12523	0.24722	0.12893	0.19061	0.10143								
10.333333	0.22003	0.10497	0.23711	0.12378	0.21697	0.12205	0.22975	0.14752	0.20191	0.09157	0.21372	0.1233	0.25184	0.13129	0.19083	0.10161								
10.416667	0.22099	0.10608	0.23911	0.12397	0.2177	0.12089	0.23	0.14508	0.20283	0.09336	0.2149	0.12523	0.2534	0.13306	0.19584	0.10161								
10.5	0.22219	0.10608	0.23786	0.12417	0.2189	0.12147	0.22705	0.14286	0.20375	0.09427	0.21798	0.12581	0.25288	0.13129	0.19401	0.10398								
10.583333	0.22387	0.10756	0.23962	0.12475	0.2189	0.12243	0.23197	0.14508	0.20629	0.09499	0.21514	0.12311	0.25236	0.13286	0.19174	0.10288								
10.666667	0.22556	0.10848	0.24289	0.12552	0.22132	0.12262	0.23247	0.1459	0.20605	0.09517	0.21703	0.12523	0.25314	0.13129	0.19265	0.10508								
10.75	0.22726	0.1124	0.24163	0.12513	0.22035	0.12185	0.23148	0.14569	0.20652	0.09716	0.21727	0.12523	0.25366	0.13129	0.19447	0.10161								
10.833333	0.22726	0.11128	0.24188	0.1261	0.22083	0.12359	0.23495	0.14752	0.20629	0.09589	0.21514	0.1262	0.25626	0.13188	0.19652	0.10343								
10.916667	0.22702	0.10904	0.24113	0.1261	0.22253	0.12243	0.23074	0.14916	0.20652	0.09408	0.22108	0.12853	0.25783	0.13306	0.19882	0.10325								
11	0.22435	0.10682	0.24188	0.12475	0.22375	0.12475	0.23346	0.14671	0.20931	0.09535	0.22013	0.12678	0.25861	0.13405	0.19813	0.10489								
11.083333	0.23043	0.11259	0.24315	0.12707	0.22277	0.12417	0.23795	0.14998	0.20954	0.09716	0.21941	0.12542	0.25966	0.13504	0.19974	0.10526								
11.166667	0.23068	0.11109	0.24365	0.12629	0.22448	0.12727	0.23396	0.14671	0.20977	0.09662	0.22156	0.12659	0.2594	0.13405	0.19767	0.10563								
11.25	0.23191	0.10997	0.24492	0.12765	0.22668	0.12475	0.23025	0.14448	0.21306	0.09735	0.22445	0.12892	0.25861	0.13405	0.20113	0.10691								
11.333333	0.23215	0.1109	0.24492	0.12668	0.22448	0.12397	0.23396	0.1463	0.21423	0.10394	0.21941	0.1262	0.26177	0.13564	0.20415	0.11079								
11.416667	0.23215	0.1124	0.25004	0.12941	0.22643	0.12785	0.23421	0.14671	0.21494	0.09953	0.22445	0.1299	0.26072	0.13643	0.20345	0.10783								
11.5	0.23289	0.11616	0.2485	0.13038	0.22693	0.1261	0.23545	0.14814	0.21376	0.10155	0.223	0.12873	0.26549	0.13883	0.20813	0.11098								
11.583333	0.23536	0.11673	0.24798	0.12882	0.22889	0.12746	0.23595	0.15121	0.21494	0.10008	0.22421	0.12931	0.26283	0.13564	0.20438	0.10912								
11.666667	0.23785	0.1139	0.2485	0.12882	0.22865	0.12883	0.23871	0.151	0.21353	0.101	0.22156	0.12873	0.26549	0.13743	0.20625	0.10949								
11.75	0.23215	0.11165	0.25055	0.13156	0.22889	0.12707	0.23871	0.15018	0.21518	0.09862	0.22445	0.12931	0.26442	0.13843	0.20696	0.11153								
11.833333	0.2381	0.11654	0.24978	0.13136	0.23211	0.1302	0.2372	0.14793	0.21731	0.10505	0.22662	0.13206	0.26682	0.13963	0.20954	0.11414								
11.916667	0.23635	0.11446	0.25107	0.13019	0.23137	0.12922	0.23946	0.15141	0.21874	0.10137	0.22687	0.13206	0.26736	0.14064	0.20954	0.11414								
12	0.24034	0.11635	0.25391	0.13235	0.23361	0.13059	0.23871	0.15018	0.21945	0.10487	0.22979	0.13265	0.26843	0.13983	0.21073	0.11246								
12.083333	0.23859	0.11446	0.25391	0.13333	0.23361	0.13177	0.24148	0.15327	0.22137	0.10321	0.22687	0.13127	0.27167	0.14326	0.21144	0.11265								
12.166667	0.23934	0.11938	0.25678	0.13372	0.23311	0.13098	0.23921	0.15018	0.22377	0.10561	0.22662	0.13166	0.27085	0.14003	0.21262	0.11396								
12.25	0.2416	0.11919	0.25678	0.13136	0.23385	0.13	0.243	0.15347	0.22017	0.10728	0.23077	0.13403	0.27005	0.14265	0.21191	0.11302								
12.333333	0.23959	0.12148	0.25652	0.13372	0.23336	0.13078	0.243	0.15039	0.22209	0.10858	0.22808	0.13363	0.27601	0.14366	0.21549	0.11489								
12.416667	0.2406	0.11673	0.25548	0.13353	0.23711	0.13334	0.24427	0.15224	0.22426	0.10709	0.23322	0.13442	0.27465	0.14488	0.21429	0.11546								
12.5	0.24437	0.11977	0.2573	0.1361	0.23761	0.13295	0.24173	0.15265	0.22741	0.11196	0.23396	0.1364	0.27958	0.14773	0.21596	0.11715								
12.583333	0.24361	0.11938	0.25914	0.1359	0.23786	0.13334	0.24427	0.1543	0.22643	0.10598	0.23126	0.13482	0.27574	0.14569	0.21381	0.11358								
12.666667	0.24387	0.12167	0.25914	0.1355	0.23862	0.13413	0.24555	0.15409	0.22595	0.10896	0.23371	0.1366	0.27985	0.14671	0.21429	0.11471								
12.75	0.2464	0.12053	0.26151	0.13649	0.24014	0.13512	0.24326	0.15409	0.22765	0.11196	0.23371	0.13502	0.28041	0.14896	0.21644	0.11583								
