,0,1
"('A600', '540', '540')",0.04653630232073791,0.04653630232073791
"('A600', '540', '550')",0.0487086088695442,0.0487086088695442
"('A600', '540', '560')",0.05084103071638779,0.05084103071638779
"('A600', '540', '570')",0.051547882093411435,0.051547882093411435
"('A600', '540', '580')",0.05148842698222156,0.05148842698222156
"('A600', '540', '590')",0.05168715280851455,0.05168715280851455
"('A600', '540', '600')",0.052151587087701845,0.052151587087701845
"('A600', '540', '610')",0.052573315345898486,0.052573315345898486
"('A600', '540', '620')",0.052722739159831056,0.052722739159831056
"('A600', '540', '630')",0.05382801900301604,0.05382801900301604
"('A600', '540', '640')",0.053512182415856424,0.053512182415856424
"('A600', '540', '650')",0.047723423178156366,0.047723423178156366
"('A600', '540', '660')",0.04530102974555006,0.04530102974555006
"('A600', '540', '670')",0.040204177237746164,0.040204177237746164
"('A600', '540', '680')",0.038507477119333444,0.038507477119333444
"('A600', '540', '690')",0.047929226869784514,0.047929226869784514
"('A600', '540', '700')",0.0664976822849297,0.0664976822849297
"('A600', '540', '710')",0.07659798862307565,0.07659798862307565
"('A600', '540', '720')",0.08256201531415241,0.08256201531415241
"('A600', '540', '730')",0.08752406627838738,0.08752406627838738
"('A600', '540', '740')",0.09082118871649691,0.09082118871649691
"('A600', '540', '750')",0.09431156429735266,0.09431156429735266
"('A600', '550', 'A600')",0.06359778932331883,0.06359778932331883
"('A600', '550', 'A680')",0.04417678101552869,0.04417678101552869
"('A600', '550', 'A720')",0.09556620201569399,0.09556620201569399
"('A600', '550', 'A750')",0.10827468636609283,0.10827468636609283
"('A600', '550', '500')",0.03327582809910945,0.03327582809910945
"('A600', '550', '510')",0.03907416710649303,0.03907416710649303
"('A600', '550', '520')",0.0464165680916333,0.0464165680916333
"('A600', '550', '530')",0.05213164261244729,0.05213164261244729
"('A600', '550', '540')",0.056165950432415235,0.056165950432415235
"('A600', '550', '550')",0.0587836271191402,0.0587836271191402
"('A600', '550', '560')",0.06137490572912796,0.06137490572912796
"('A600', '550', '570')",0.06223530233302166,0.06223530233302166
"('A600', '550', '580')",0.0621720783954689,0.0621720783954689
"('A600', '550', '590')",0.06242131323704947,0.06242131323704947
"('A600', '550', '600')",0.06298672765099589,0.06298672765099589
"('A600', '550', '610')",0.06349775131107172,0.06349775131107172
"('A600', '550', '620')",0.06368023768575215,0.06368023768575215
"('A600', '550', '630')",0.06501401241645643,0.06501401241645643
"('A600', '550', '640')",0.06464228420164209,0.06464228420164209
"('A600', '550', '650')",0.057650428734634884,0.057650428734634884
"('A600', '550', '660')",0.05472826217011284,0.05472826217011284
"('A600', '550', '670')",0.0485621371293824,0.0485621371293824
"('A600', '550', '680')",0.04650630355133678,0.04650630355133678
"('A600', '550', '690')",0.05786525258384689,0.05786525258384689
"('A600', '550', '700')",0.08026520449336738,0.08026520449336738
"('A600', '550', '710')",0.09244802024704435,0.09244802024704435
"('A600', '550', '720')",0.09966400205929604,0.09966400205929604
"('A600', '550', '730')",0.10566968674245825,0.10566968674245825
"('A600', '550', '740')",0.1096659552141388,0.1096659552141388
"('A600', '550', '750')",0.11389963559188976,0.11389963559188976
"('A600', '560', 'A600')",0.06442208974649666,0.06442208974649666
"('A600', '560', 'A680')",0.044755593275323635,0.044755593275323635
"('A600', '560', 'A720')",0.09690399117252535,0.09690399117252535
"('A600', '560', 'A750')",0.10981722026858054,0.10981722026858054
"('A600', '560', '500')",0.033662299065273404,0.033662299065273404
"('A600', '560', '510')",0.03951540994421032,0.03951540994421032
"('A600', '560', '520')",0.046967351830103476,0.046967351830103476
"('A600', '560', '530')",0.052750797647084235,0.052750797647084235
"('A600', '560', '540')",0.056829784728739896,0.056829784728739896
"('A600', '560', '550')",0.05948007205689687,0.05948007205689687
"('A600', '560', '560')",0.062100429916482014,0.062100429916482014
"('A600', '560', '570')",0.06296869083723255,0.06296869083723255
"('A600', '560', '580')",0.06290280747268051,0.06290280747268051
"('A600', '560', '590')",0.06315426195567786,0.06315426195567786
"('A600', '560', '600')",0.06372530304922674,0.06372530304922674
"('A600', '560', '610')",0.06424058710873992,0.06424058710873992
"('A600', '560', '620')",0.06442359218804927,0.06442359218804927
"('A600', '560', '630')",0.06576996717914896,0.06576996717914896
"('A600', '560', '640')",0.06539208026146981,0.06539208026146981
"('A600', '560', '650')",0.058318529397957564,0.058318529397957564
"('A600', '560', '660')",0.0553648234426285,0.0553648234426285
"('A600', '560', '670')",0.049128272962644215,0.049128272962644215
"('A600', '560', '680')",0.04705194969541171,0.04705194969541171
"('A600', '560', '690')",0.05855074484217704,0.05855074484217704
"('A600', '560', '700')",0.08122241252420759,0.08122241252420759
"('A600', '560', '710')",0.093547502306782,0.093547502306782
"('A600', '560', '720')",0.10084647772848099,0.10084647772848099
"('A600', '560', '730')",0.10691789189848211,0.10691789189848211
"('A600', '560', '740')",0.11095859465581759,0.11095859465581759
"('A600', '560', '750')",0.1152430277880716,0.1152430277880716
"('A600', '570', 'A600')",0.03847758576144378,0.03847758576144378
"('A600', '570', 'A680')",0.0264650785306344,0.0264650785306344
"('A600', '570', 'A720')",0.05821281443599635,0.05821281443599635
"('A600', '570', 'A750')",0.06591469052190146,0.06591469052190146
"('A600', '570', '500')",0.020023796117121684,0.020023796117121684
"('A600', '570', '510')",0.023534000667498556,0.023534000667498556
"('A600', '570', '520')",0.028033694442933133,0.028033694442933133
"('A600', '570', '530')",0.03150309834529397,0.03150309834529397
"('A600', '570', '540')",0.03392428381608892,0.03392428381608892
"('A600', '570', '550')",0.03550430782088221,0.03550430782088221
"('A600', '570', '560')",0.03703729645023701,0.03703729645023701
"('A600', '570', '570')",0.03753145704781413,0.03753145704781413
"('A600', '570', '580')",0.03746807402583663,0.03746807402583663
"('A600', '570', '590')",0.03759369713001415,0.03759369713001415
"('A600', '570', '600')",0.03792103708589978,0.03792103708589978
"('A600', '570', '610')",0.03822388912515118,0.03822388912515118
"('A600', '570', '620')",0.03832987939662469,0.03832987939662469
"('A600', '570', '630')",0.03913329374682428,0.03913329374682428
"('A600', '570', '640')",0.03888221793186308,0.03888221793186308
"('A600', '570', '650')",0.03467493986824688,0.03467493986824688
"('A600', '570', '660')",0.03292660184989249,0.03292660184989249
"('A600', '570', '670')",0.029242513216086286,0.029242513216086286
"('A600', '570', '680')",0.028041830196964157,0.028041830196964157
"('A600', '570', '690')",0.035004742843788184,0.035004742843788184
"('A600', '570', '700')",0.04867044891262129,0.04867044891262129
"('A600', '570', '710')",0.05610015171931226,0.05610015171931226
"('A600', '570', '720')",0.0604523808155466,0.0604523808155466
"('A600', '570', '730')",0.0640538566618809,0.0640538566618809
"('A600', '570', '740')",0.06645278762758178,0.06645278762758178
"('A600', '570', '750')",0.0689837757523799,0.0689837757523799
"('A600', '580', 'A600')",0.003185591695001877,0.003185591695001877
"('A600', '580', 'A680')",0.0015709716877683189,0.0015709716877683189
"('A600', '580', 'A720')",0.005419826296788166,0.005419826296788166
"('A600', '580', 'A750')",0.005972428287843945,0.005972428287843945
"('A600', '580', '500')",0.0014907674081406919,0.0014907674081406919
"('A600', '580', '510')",0.0018055735117570304,0.0018055735117570304
"('A600', '580', '520')",0.002290964362848591,0.002290964362848591
"('A600', '580', '530')",0.0026083392627972435,0.0026083392627972435
"('A600', '580', '540')",0.002772239756647754,0.002772239756647754
"('A600', '580', '550')",0.002897430464572137,0.002897430464572137
"('A600', '580', '560')",0.0029522638190684347,0.0029522638190684347
"('A600', '580', '570')",0.002940180523052671,0.002940180523052671
"('A600', '580', '580')",0.002882528094770076,0.002882528094770076
"('A600', '580', '590')",0.0028382363315989645,0.0028382363315989645
"('A600', '580', '600')",0.0028369900503348866,0.0028369900503348866
"('A600', '580', '610')",0.002851880081839342,0.002851880081839342
"('A600', '580', '620')",0.002854348116739791,0.002854348116739791
"('A600', '580', '630')",0.002920674499498066,0.002920674499498066
"('A600', '580', '640')",0.0028444782697685245,0.0028444782697685245
"('A600', '580', '650')",0.002533571167253501,0.002533571167253501
"('A600', '580', '660')",0.002420533167946104,0.002420533167946104
"('A600', '580', '670')",0.0022038028116029285,0.0022038028116029285
"('A600', '580', '680')",0.002189205318868348,0.002189205318868348
"('A600', '580', '690')",0.0029669016506940205,0.0029669016506940205
"('A600', '580', '700')",0.004361412067587445,0.004361412067587445
"('A600', '580', '710')",0.0051202781501218375,0.0051202781501218375
"('A600', '580', '720')",0.005459115107223411,0.005459115107223411
"('A600', '580', '730')",0.00570034884188253,0.00570034884188253
"('A600', '580', '740')",0.005863756268127629,0.005863756268127629
"('A600', '580', '750')",0.006008639588261255,0.006008639588261255
"('A600', '590', 'A600')",-0.03552536925135408,0.03552536925135408
"('A600', '590', 'A680')",-0.025709051633404756,0.025709051633404756
"('A600', '590', 'A720')",-0.052474740931779396,0.052474740931779396
"('A600', '590', 'A750')",-0.05974951554407992,0.05974951554407992
"('A600', '590', '500')",-0.018832684824896306,0.018832684824896306
"('A600', '590', '510')",-0.022023516341884264,0.022023516341884264
"('A600', '590', '520')",-0.025946815998183603,0.025946815998183603
"('A600', '590', '530')",-0.02908831999800121,0.02908831999800121
"('A600', '590', '540')",-0.03139932716028959,0.03139932716028959
"('A600', '590', '550')",-0.03287022450601462,0.03287022450601462
"('A600', '590', '560')",-0.03443540359927988,0.03443540359927988
"('A600', '590', '570')",-0.03500119866370821,0.03500119866370821
"('A600', '590', '580')",-0.035051774346595566,0.035051774346595566
"('A600', '590', '590')",-0.03528109380613964,0.03528109380613964
"('A600', '590', '600')",-0.03564336378017108,0.03564336378017108
"('A600', '590', '610')",-0.03594466988386735,0.03594466988386735
"('A600', '590', '620')",-0.036056154664246276,0.036056154664246276
"('A600', '590', '630')",-0.036799011358858325,0.036799011358858325
"('A600', '590', '640')",-0.03668196523536138,0.03668196523536138
"('A600', '590', '650')",-0.03271869960960749,0.03271869960960749
"('A600', '590', '660')",-0.03103969115734262,0.03103969115734262
"('A600', '590', '670')",-0.027454350599904642,0.027454350599904642
"('A600', '590', '680')",-0.026171347931551625,0.026171347931551625
"('A600', '590', '690')",-0.03218737435822594,0.03218737435822594
"('A600', '590', '700')",-0.04426756769829998,0.04426756769829998
"('A600', '590', '710')",-0.050831604522237006,0.050831604522237006
"('A600', '590', '720')",-0.05489630955420988,0.05489630955420988
"('A600', '590', '730')",-0.05833982496731949,0.05833982496731949
"('A600', '590', '740')",-0.06062890143873356,0.06062890143873356
"('A600', '590', '750')",-0.06310115411342165,0.06310115411342165
"('A600', '600', 'A600')",-0.06579549297991516,0.06579549297991516
"('A600', '600', 'A680')",-0.04704845205781771,0.04704845205781771
"('A600', '600', 'A720')",-0.09775258306897006,0.09775258306897006
"('A600', '600', 'A750')",-0.11115613384063039,0.11115613384063039
"('A600', '600', '500')",-0.034717900883289854,0.034717900883289854
"('A600', '600', '510')",-0.04065178776419598,0.04065178776419598
"('A600', '600', '520')",-0.04801543763079652,0.04801543763079652
"('A600', '600', '530')",-0.05386037500574936,0.05386037500574936
"('A600', '600', '540')",-0.05810723143787644,0.05810723143787644
"('A600', '600', '550')",-0.06082503030429198,0.06082503030429198
"('A600', '600', '560')",-0.06365622124989057,0.06365622124989057
"('A600', '600', '570')",-0.06465489099338884,0.06465489099338884
"('A600', '600', '580')",-0.06469827739691081,0.06469827739691081
"('A600', '600', '590')",-0.06507189796556634,0.06507189796556634
"('A600', '600', '600')",-0.0657154519298857,0.0657154519298857
"('A600', '600', '610')",-0.06626365074226692,0.06626365074226692
"('A600', '600', '620')",-0.06646375247532788,0.06646375247532788
"('A600', '600', '630')",-0.06783869391168429,0.06783869391168429
"('A600', '600', '640')",-0.06757018458870956,0.06757018458870956
"('A600', '600', '650')",-0.06026625854667911,0.06026625854667911
"('A600', '600', '660')",-0.057185623950393616,0.057185623950393616
"('A600', '600', '670')",-0.05062806927027741,0.05062806927027741
"('A600', '600', '680')",-0.04832917423311989,0.04832917423311989
"('A600', '600', '690')",-0.05965189631472856,0.05965189631472856
"('A600', '600', '700')",-0.08225830472114337,0.08225830472114337
"('A600', '600', '710')",-0.09454456393342059,0.09454456393342059
"('A600', '600', '720')",-0.10204817505939934,0.10204817505939934
"('A600', '600', '730')",-0.10837165465763388,0.10837165465763388
"('A600', '600', '740')",-0.11257570077599488,0.11257570077599488
"('A600', '600', '750')",-0.11709224987385869,0.11709224987385869
"('A600', '610', 'A600')",-0.09686840373206917,0.09686840373206917
"('A600', '610', 'A680')",-0.06895039644214063,0.06895039644214063
"('A600', '610', 'A720')",-0.14424115591579167,0.14424115591579167
"('A600', '610', 'A750')",-0.16393894249047825,0.16393894249047825
"('A600', '610', '500')",-0.05101569623801794,0.05101569623801794
"('A600', '610', '510')",-0.05976573081586667,0.05976573081586667
"('A600', '610', '520')",-0.07065912087832704,0.07065912087832704
"('A600', '610', '530')",-0.07927822828958098,0.07927822828958098
"('A600', '610', '540')",-0.08551066944489905,0.08551066944489905
"('A600', '610', '550')",-0.0895070174200776,0.0895070174200776
"('A600', '610', '560')",-0.09363732715050055,0.09363732715050055
"('A600', '610', '570')",-0.09507834077780186,0.09507834077780186
"('A600', '610', '580')",-0.0951139070456114,0.0951139070456114
"('A600', '610', '590')",-0.09563468803492758,0.09563468803492758
"('A600', '610', '600')",-0.09656679513685429,0.09656679513685429
"('A600', '610', '610')",-0.0973665608468175,0.0973665608468175
"('A600', '610', '620')",-0.09765746431785638,0.09765746431785638
"('A600', '610', '630')",-0.09967926508526614,0.09967926508526614
"('A600', '610', '640')",-0.09925445154468027,0.09925445154468027
"('A600', '610', '650')",-0.08852332674242192,0.08852332674242192
"('A600', '610', '660')",-0.08400446814814488,0.08400446814814488
"('A600', '610', '670')",-0.07439793916090598,0.07439793916090598
"('A600', '610', '680')",-0.0710585551703411,0.0710585551703411
"('A600', '610', '690')",-0.08782702072216853,0.08782702072216853
"('A600', '610', '700')",-0.12123304642439026,0.12123304642439026
"('A600', '610', '710')",-0.13938733164106076,0.13938733164106076
