experiment	sampling_day	pbr_tube	Sample_concentration	cc_sampling_time	Filename	type_of_cell
2	12	6	43233508.71539	2019-04-29 16:13:37	JF_PBR_xp2_d12_t6_01.#m4	b
2	12	6	281422.35127999994	2019-04-29 16:13:37	JF_PBR_xp2_d12_t6_01.#m4	c
2	12	6	47741291.73500001	2019-04-29 16:14:07	JF_PBR_xp2_d12_t6_02.#m4	b
2	12	6	321625.54432	2019-04-29 16:14:07	JF_PBR_xp2_d12_t6_02.#m4	c
2	12	7	20981041.36775	2019-04-29 16:11:35	JF_PBR_xp2_d12_t7_01.#m4	b
2	12	7	190965.16694000002	2019-04-29 16:11:35	JF_PBR_xp2_d12_t7_01.#m4	c
2	12	7	20182002.90608	2019-04-29 16:12:04	JF_PBR_xp2_d12_t7_02.#m4	b
2	12	7	125634.97825000001	2019-04-29 16:12:04	JF_PBR_xp2_d12_t7_02.#m4	c
2	12	8	14613860.67004	2019-04-29 16:08:55	JF_PBR_xp2_d12_t8_01.#m4	b
2	12	8	3150925.25451	2019-04-29 16:08:55	JF_PBR_xp2_d12_t8_01.#m4	c
2	12	8	12287100.87285	2019-04-29 16:09:23	JF_PBR_xp2_d12_t8_02.#m4	b
2	12	8	2939858.4910500003	2019-04-29 16:09:23	JF_PBR_xp2_d12_t8_02.#m4	c
2	1	1	296534731.543736	2019-04-18 15:54:31	JF_PBR_xp2_d1_t1_01.#m4	b
2	1	1	373889.695272	2019-04-18 15:54:31	JF_PBR_xp2_d1_t1_01.#m4	c
2	1	1	349269259.854304	2019-04-18 16:01:22	JF_PBR_xp2_d1_t1_02.#m4	b
2	1	1	385950.653184	2019-04-18 16:01:22	JF_PBR_xp2_d1_t1_02.#m4	c
2	1	1	71360667.646	2019-04-18 16:03:23	JF_PBR_xp2_d1_t1_03.#m4	b
2	1	1	120609.57912000001	2019-04-18 16:03:23	JF_PBR_xp2_d1_t1_03.#m4	c
2	1	1	76989114.67159998	2019-04-18 16:03:52	JF_PBR_xp2_d1_t1_04.#m4	b
2	1	1	140711.17563999997	2019-04-18 16:03:52	JF_PBR_xp2_d1_t1_04.#m4	c
2	1	1	192925072.6007	2019-04-18 16:04:21	JF_PBR_xp2_d1_t1_05.#m4	b
2	1	1	221117.56172	2019-04-18 16:04:21	JF_PBR_xp2_d1_t1_05.#m4	c
2	1	2	204443287.40666002	2019-04-18 16:06:49	JF_PBR_xp2_d1_t2_01.#m4	b
2	1	2	201015.9652	2019-04-18 16:06:49	JF_PBR_xp2_d1_t2_01.#m4	c
2	1	2	201558708.30604002	2019-04-18 16:07:23	JF_PBR_xp2_d1_t2_02.#m4	b
2	1	2	120609.57912000001	2019-04-18 16:07:23	JF_PBR_xp2_d1_t2_02.#m4	c
2	1	2	145022968.09354	2019-04-18 16:07:57	JF_PBR_xp2_d1_t2_03.#m4	b
2	1	2	170863.57042	2019-04-18 16:07:57	JF_PBR_xp2_d1_t2_03.#m4	c
2	1	3	147565820.05332	2019-04-18 16:10:04	JF_PBR_xp2_d1_t3_01.#m4	b
2	1	3	120609.57912000001	2019-04-18 16:10:04	JF_PBR_xp2_d1_t3_01.#m4	c
2	1	3	222203047.93208003	2019-04-18 16:12:55	JF_PBR_xp2_d1_t3_02.#m4	b
2	1	3	241219.15824000002	2019-04-18 16:12:55	JF_PBR_xp2_d1_t3_02.#m4	c
2	1	3	235108272.89792	2019-04-18 16:17:13	JF_PBR_xp2_d1_t3_03.#m4	b
2	1	3	140711.17563999997	2019-04-18 16:17:13	JF_PBR_xp2_d1_t3_03.#m4	c
2	1	3	320027467.39666003	2019-04-18 16:17:42	JF_PBR_xp2_d1_t3_04.#m4	b
2	1	3	281422.35127999994	2019-04-18 16:17:42	JF_PBR_xp2_d1_t3_04.#m4	c
2	1	3	330218976.8323	2019-04-18 16:18:11	JF_PBR_xp2_d1_t3_05.#m4	b
2	1	3	251269.95650000003	2019-04-18 16:18:11	JF_PBR_xp2_d1_t3_05.#m4	c
2	1	4	65430696.67260001	2019-04-18 16:20:30	JF_PBR_xp2_d1_t4_01.#m4	b
2	1	4	321625.54432	2019-04-18 16:20:30	JF_PBR_xp2_d1_t4_01.#m4	c
2	1	4	241430225.00346	2019-04-18 16:20:58	JF_PBR_xp2_d1_t4_02.#m4	b
2	1	4	251269.95650000003	2019-04-18 16:20:58	JF_PBR_xp2_d1_t4_02.#m4	c
2	1	4	341576378.86609995	2019-04-18 16:25:51	JF_PBR_xp2_d1_t4_03.#m4	b
2	1	4	391981.13214	2019-04-18 16:25:51	JF_PBR_xp2_d1_t4_03.#m4	c
2	1	4	269140275.80627996	2019-04-18 16:26:20	JF_PBR_xp2_d1_t4_04.#m4	b
2	1	4	351777.9391	2019-04-18 16:26:20	JF_PBR_xp2_d1_t4_04.#m4	c
2	1	4	257491400.62294	2019-04-18 16:26:49	JF_PBR_xp2_d1_t4_05.#m4	b
2	1	4	552793.9043	2019-04-18 16:26:49	JF_PBR_xp2_d1_t4_05.#m4	c
2	1	5	302187300.48516	2019-04-18 16:28:51	JF_PBR_xp2_d1_t5_01.#m4	b
2	1	5	140711.17563999997	2019-04-18 16:28:51	JF_PBR_xp2_d1_t5_01.#m4	c
2	1	5	599047677.89252	2019-04-18 16:29:20	JF_PBR_xp2_d1_t5_02.#m4	b
2	1	5	442235.12344	2019-04-18 16:29:20	JF_PBR_xp2_d1_t5_02.#m4	c
2	1	5	317022278.71692	2019-04-18 16:29:49	JF_PBR_xp2_d1_t5_03.#m4	b
2	1	5	301523.9478	2019-04-18 16:29:49	JF_PBR_xp2_d1_t5_03.#m4	c
2	1	6	6834542.8168	2019-04-18 16:39:20	JF_PBR_xp2_d1_t6_01.#m4	b
2	1	6	482438.31648000004	2019-04-18 16:39:20	JF_PBR_xp2_d1_t6_01.#m4	c
2	1	6	7437590.712400001	2019-04-18 16:39:49	JF_PBR_xp2_d1_t6_02.#m4	b
2	1	6	542743.10604	2019-04-18 16:39:49	JF_PBR_xp2_d1_t6_02.#m4	c
2	1	6	7638606.677600001	2019-04-18 16:40:18	JF_PBR_xp2_d1_t6_03.#m4	b
2	1	6	723657.47472	2019-04-18 16:40:18	JF_PBR_xp2_d1_t6_03.#m4	c
2	1	7	14030914.370959999	2019-04-18 17:04:51	JF_PBR_xp2_d1_t7_01.#m4	b
2	1	7	603047.8956	2019-04-18 17:04:51	JF_PBR_xp2_d1_t7_01.#m4	c
2	1	7	7156168.3611200005	2019-04-18 17:09:27	JF_PBR_xp2_d1_t7_02.#m4	b
2	1	7	160812.77216	2019-04-18 17:09:27	JF_PBR_xp2_d1_t7_02.#m4	c
2	1	7	5548040.63952	2019-04-18 17:09:56	JF_PBR_xp2_d1_t7_03.#m4	b
2	1	7	201015.9652	2019-04-18 17:09:56	JF_PBR_xp2_d1_t7_03.#m4	c
2	1	7	5306821.48128	2019-04-18 17:10:25	JF_PBR_xp2_d1_t7_04.#m4	b
2	1	7	281422.35127999994	2019-04-18 17:10:25	JF_PBR_xp2_d1_t7_04.#m4	c
2	1	8	19096516.694000002	2019-04-18 17:28:26	JF_PBR_xp2_d1_t8_01.#m4	b
2	1	8	201015.9652	2019-04-18 17:28:26	JF_PBR_xp2_d1_t8_01.#m4	c
2	1	8	4100725.6900799996	2019-04-18 17:28:55	JF_PBR_xp2_d1_t8_02.#m4	b
2	1	8	361828.73736	2019-04-18 17:28:55	JF_PBR_xp2_d1_t8_02.#m4	c
2	1	8	2975036.2849600003	2019-04-18 17:29:25	JF_PBR_xp2_d1_t8_03.#m4	b
2	1	8	80406.38608	2019-04-18 17:29:25	JF_PBR_xp2_d1_t8_03.#m4	c
2	1	8	5990275.76296	2019-04-18 17:30:42	JF_PBR_xp2_d1_t8_04.#m4	b
2	1	8	341727.14084	2019-04-18 17:30:42	JF_PBR_xp2_d1_t8_04.#m4	c
2	1	8	4140928.88312	2019-04-18 17:31:11	JF_PBR_xp2_d1_t8_05.#m4	b
2	1	8	391981.13214	2019-04-18 17:31:11	JF_PBR_xp2_d1_t8_05.#m4	c
2	1	8	3437373.0049199997	2019-04-18 17:31:41	JF_PBR_xp2_d1_t8_06.#m4	b
2	1	8	361828.73736	2019-04-18 17:31:41	JF_PBR_xp2_d1_t8_06.#m4	c
2	2	1	234454971.01102	2019-04-19 10:37:03	JF_PBR_xp2_d2_t1_01.#m4	b
2	2	1	190965.16694000002	2019-04-19 10:37:03	JF_PBR_xp2_d2_t1_01.#m4	c
2	2	1	238646153.88544002	2019-04-19 10:37:32	JF_PBR_xp2_d2_t1_02.#m4	b
2	2	1	331676.34258	2019-04-19 10:37:32	JF_PBR_xp2_d2_t1_02.#m4	c
2	2	1	228032510.92288	2019-04-19 10:38:02	JF_PBR_xp2_d2_t1_03.#m4	b
2	2	1	221117.56172	2019-04-19 10:38:02	JF_PBR_xp2_d2_t1_03.#m4	c
2	2	2	244214296.12148	2019-04-19 10:41:37	JF_PBR_xp2_d2_t2_01.#m4	b
2	2	2	261320.75475999998	2019-04-19 10:41:37	JF_PBR_xp2_d2_t2_01.#m4	c
2	2	2	174622568.96923998	2019-04-19 10:42:05	JF_PBR_xp2_d2_t2_02.#m4	b
2	2	2	201015.9652	2019-04-19 10:42:05	JF_PBR_xp2_d2_t2_02.#m4	c
2	2	2	233791618.32586	2019-04-19 10:42:34	JF_PBR_xp2_d2_t2_03.#m4	b
2	2	2	190965.16694000002	2019-04-19 10:42:34	JF_PBR_xp2_d2_t2_03.#m4	c
2	2	3	536471407.92576	2019-04-19 10:46:26	JF_PBR_xp2_d2_t3_01.#m4	b
2	2	3	281422.35127999994	2019-04-19 10:46:26	JF_PBR_xp2_d2_t3_01.#m4	c
2	2	3	584695137.9772401	2019-04-19 10:46:54	JF_PBR_xp2_d2_t3_02.#m4	b
2	2	3	120609.57912000001	2019-04-19 10:46:54	JF_PBR_xp2_d2_t3_02.#m4	c
2	2	3	599278846.2524999	2019-04-19 10:47:24	JF_PBR_xp2_d2_t3_03.#m4	b
2	2	3	231168.35998	2019-04-19 10:47:24	JF_PBR_xp2_d2_t3_03.#m4	c
2	2	4	408404136.49684	2019-04-19 10:49:51	JF_PBR_xp2_d2_t4_01.#m4	b
2	2	4	231168.35998	2019-04-19 10:49:51	JF_PBR_xp2_d2_t4_01.#m4	c
2	2	4	432355188.7504199	2019-04-19 10:50:19	JF_PBR_xp2_d2_t4_02.#m4	b
2	2	4	211066.76346	2019-04-19 10:50:19	JF_PBR_xp2_d2_t4_02.#m4	c
2	2	4	455381567.56408	2019-04-19 10:50:48	JF_PBR_xp2_d2_t4_03.#m4	b
2	2	4	241219.15824000002	2019-04-19 10:50:48	JF_PBR_xp2_d2_t4_03.#m4	c
2	2	5	548572569.0308001	2019-04-19 10:53:08	JF_PBR_xp2_d2_t5_01.#m4	b
2	2	5	251269.95650000003	2019-04-19 10:53:08	JF_PBR_xp2_d2_t5_01.#m4	c
2	2	5	576986175.71182	2019-04-19 10:53:36	JF_PBR_xp2_d2_t5_02.#m4	b
2	2	5	311574.74606	2019-04-19 10:53:36	JF_PBR_xp2_d2_t5_02.#m4	c
2	2	5	588604898.50038	2019-04-19 10:54:06	JF_PBR_xp2_d2_t5_03.#m4	b
2	2	5	261320.75475999998	2019-04-19 10:54:06	JF_PBR_xp2_d2_t5_03.#m4	c
2	2	6	16262191.584679998	2019-04-19 10:57:07	JF_PBR_xp2_d2_t6_01.#m4	b
2	2	6	753809.8695	2019-04-19 10:57:07	JF_PBR_xp2_d2_t6_01.#m4	c
2	2	6	15990820.03166	2019-04-19 10:57:36	JF_PBR_xp2_d2_t6_02.#m4	b
2	2	6	964876.6329600001	2019-04-19 10:57:36	JF_PBR_xp2_d2_t6_02.#m4	c
2	2	6	16684325.1116	2019-04-19 10:58:06	JF_PBR_xp2_d2_t6_03.#m4	b
2	2	6	894521.0451400001	2019-04-19 10:58:06	JF_PBR_xp2_d2_t6_03.#m4	c
2	2	7	3738896.9527200004	2019-04-19 11:00:14	JF_PBR_xp2_d2_t7_01.#m4	b
2	2	7	201015.9652	2019-04-19 11:00:14	JF_PBR_xp2_d2_t7_01.#m4	c
2	2	7	4693722.787420001	2019-04-19 11:00:44	JF_PBR_xp2_d2_t7_02.#m4	b
2	2	7	291473.14954	2019-04-19 11:00:44	JF_PBR_xp2_d2_t7_02.#m4	c
2	2	7	4633417.9978600005	2019-04-19 11:01:13	JF_PBR_xp2_d2_t7_03.#m4	b
2	2	7	251269.95650000003	2019-04-19 11:01:13	JF_PBR_xp2_d2_t7_03.#m4	c
2	2	8	19006059.50966	2019-04-19 11:10:27	JF_PBR_xp2_d2_t8_01.#m4	b
2	2	8	854317.8521	2019-04-19 11:10:27	JF_PBR_xp2_d2_t8_01.#m4	c
2	2	8	19478447.027879998	2019-04-19 11:10:56	JF_PBR_xp2_d2_t8_02.#m4	b
2	2	8	884470.24688	2019-04-19 11:10:56	JF_PBR_xp2_d2_t8_02.#m4	c
2	2	8	19810123.37046	2019-04-19 11:11:25	JF_PBR_xp2_d2_t8_03.#m4	b
2	2	8	763860.6677600001	2019-04-19 11:11:25	JF_PBR_xp2_d2_t8_03.#m4	c
2	3	1	182100362.87468	2019-04-20 14:58:22	JF_PBR_xp2_d3_t1_01.#m4	b
2	3	1	150761.9739	2019-04-20 14:58:22	JF_PBR_xp2_d3_t1_01.#m4	c
2	3	1	111011066.7817	2019-04-20 14:58:51	JF_PBR_xp2_d3_t1_02.#m4	b
2	3	1	70355.58781999999	2019-04-20 14:58:51	JF_PBR_xp2_d3_t1_02.#m4	c
2	3	1	122830805.53546001	2019-04-20 14:59:21	JF_PBR_xp2_d3_t1_03.#m4	b
2	3	1	95482.58347000001	2019-04-20 14:59:21	JF_PBR_xp2_d3_t1_03.#m4	c
2	3	2	100683871.56955001	2019-04-20 15:04:47	JF_PBR_xp2_d3_t2_01.#m4	b
2	3	2	80406.38608	2019-04-20 15:04:47	JF_PBR_xp2_d3_t2_01.#m4	c
2	3	2	104774546.46137	2019-04-20 15:05:16	JF_PBR_xp2_d3_t2_02.#m4	b
2	3	2	120609.57912000001	2019-04-20 15:05:16	JF_PBR_xp2_d3_t2_02.#m4	c
2	3	2	105171552.99263999	2019-04-20 15:05:45	JF_PBR_xp2_d3_t2_03.#m4	b
2	3	2	95482.58347000001	2019-04-20 15:05:45	JF_PBR_xp2_d3_t2_03.#m4	c
2	3	3	426199074.81617004	2019-04-20 15:07:50	JF_PBR_xp2_d3_t3_01.#m4	b
2	3	3	125634.97825000001	2019-04-20 15:07:50	JF_PBR_xp2_d3_t3_01.#m4	c
2	3	3	516917579.91093	2019-04-20 15:08:20	JF_PBR_xp2_d3_t3_02.#m4	b
2	3	3	50253.9913	2019-04-20 15:08:20	JF_PBR_xp2_d3_t3_02.#m4	c
2	3	3	411871661.89654	2019-04-20 15:08:49	JF_PBR_xp2_d3_t3_03.#m4	b
2	3	3	135685.77651	2019-04-20 15:08:49	JF_PBR_xp2_d3_t3_03.#m4	c
2	3	4	274914459.40665	2019-04-20 15:11:13	JF_PBR_xp2_d3_t4_01.#m4	b
2	3	4	25126.99565	2019-04-20 15:11:13	JF_PBR_xp2_d3_t4_01.#m4	c
2	3	4	289553447.07234	2019-04-20 15:11:42	JF_PBR_xp2_d3_t4_02.#m4	b
2	3	4	35177.79390999999	2019-04-20 15:11:42	JF_PBR_xp2_d3_t4_02.#m4	c
2	3	4	311976777.9904	2019-04-20 15:12:12	JF_PBR_xp2_d3_t4_03.#m4	b
2	3	4	55279.39043	2019-04-20 15:12:12	JF_PBR_xp2_d3_t4_03.#m4	c
2	3	5	263074619.05637002	2019-04-20 15:18:37	JF_PBR_xp2_d3_t5_01.#m4	b
2	3	5	10050.79826	2019-04-20 15:18:37	JF_PBR_xp2_d3_t5_01.#m4	c
2	3	5	14292235.12572	2019-04-20 15:19:05	JF_PBR_xp2_d3_t5_02.#m4	b
2	3	5	0.0	2019-04-20 15:19:05	JF_PBR_xp2_d3_t5_02.#m4	c
2	3	5	15503356.316049999	2019-04-20 15:19:35	JF_PBR_xp2_d3_t5_03.#m4	b
2	3	5	0.0	2019-04-20 15:19:35	JF_PBR_xp2_d3_t5_03.#m4	c
2	3	6	291473.14954	2019-04-20 15:21:32	JF_PBR_xp2_d3_t6_01.#m4	b
2	3	6	0.0	2019-04-20 15:21:32	JF_PBR_xp2_d3_t6_01.#m4	c
2	3	6	386955.73300999997	2019-04-20 15:22:01	JF_PBR_xp2_d3_t6_02.#m4	b
2	3	6	20101.59652	2019-04-20 15:22:01	JF_PBR_xp2_d3_t6_02.#m4	c
2	3	6	608073.2947300001	2019-04-20 15:22:31	JF_PBR_xp2_d3_t6_03.#m4	b
2	3	6	30152.394780000002	2019-04-20 15:22:31	JF_PBR_xp2_d3_t6_03.#m4	c
2	3	7	15186756.17086	2019-04-20 15:26:31	JF_PBR_xp2_d3_t7_01.#m4	b
2	3	7	291473.14954	2019-04-20 15:26:31	JF_PBR_xp2_d3_t7_01.#m4	c
2	3	7	16453156.75162	2019-04-20 15:27:01	JF_PBR_xp2_d3_t7_02.#m4	b
2	3	7	341727.14084	2019-04-20 15:27:01	JF_PBR_xp2_d3_t7_02.#m4	c
2	3	7	16704426.708120003	2019-04-20 15:27:30	JF_PBR_xp2_d3_t7_03.#m4	b
2	3	7	341727.14084	2019-04-20 15:27:30	JF_PBR_xp2_d3_t7_03.#m4	c
2	3	8	8482873.73144	2019-04-20 15:29:20	JF_PBR_xp2_d3_t8_01.#m4	b
2	3	8	386955.73300999997	2019-04-20 15:29:20	JF_PBR_xp2_d3_t8_01.#m4	c
2	3	8	9573385.34265	2019-04-20 15:29:49	JF_PBR_xp2_d3_t8_02.#m4	b
2	3	8	412082.72865999996	2019-04-20 15:29:49	JF_PBR_xp2_d3_t8_02.#m4	c
2	3	8	9975417.27305	2019-04-20 15:30:18	JF_PBR_xp2_d3_t8_03.#m4	b
2	3	8	331676.34258	2019-04-20 15:30:18	JF_PBR_xp2_d3_t8_03.#m4	c
2	4	1	147822115.40895	2019-04-21 18:09:19	JF_PBR_xp2_d4_t1_01.#m4	b
2	4	1	170863.57042	2019-04-21 18:09:19	JF_PBR_xp2_d4_t1_01.#m4	c
2	4	1	153169140.08327	2019-04-21 18:09:47	JF_PBR_xp2_d4_t1_02.#m4	b
2	4	1	145736.57477	2019-04-21 18:09:47	JF_PBR_xp2_d4_t1_02.#m4	c
2	4	1	157928193.05938	2019-04-21 18:10:16	JF_PBR_xp2_d4_t1_03.#m4	b
2	4	1	190965.16694000002	2019-04-21 18:10:16	JF_PBR_xp2_d4_t1_03.#m4	c
2	4	2	120614604.51913	2019-04-21 18:12:04	JF_PBR_xp2_d4_t2_01.#m4	b
2	4	2	266346.15389	2019-04-21 18:12:04	JF_PBR_xp2_d4_t2_01.#m4	c
2	4	2	125896299.00475998	2019-04-21 18:12:32	JF_PBR_xp2_d4_t2_02.#m4	b
2	4	2	286447.75041	2019-04-21 18:12:32	JF_PBR_xp2_d4_t2_02.#m4	c
2	4	2	129439205.39141	2019-04-21 18:13:02	JF_PBR_xp2_d4_t2_03.#m4	b
2	4	2	251269.95650000003	2019-04-21 18:13:02	JF_PBR_xp2_d4_t2_03.#m4	c
2	4	3	297604136.47859997	2019-04-21 18:15:18	JF_PBR_xp2_d4_t3_01.#m4	b
2	4	3	65330.188689999995	2019-04-21 18:15:18	JF_PBR_xp2_d4_t3_01.#m4	c
2	4	3	300830442.72006	2019-04-21 18:15:46	JF_PBR_xp2_d4_t3_02.#m4	b
2	4	3	55279.39043	2019-04-21 18:15:46	JF_PBR_xp2_d4_t3_02.#m4	c
2	4	3	317107710.50213003	2019-04-21 18:16:16	JF_PBR_xp2_d4_t3_03.#m4	b
2	4	3	110558.78086	2019-04-21 18:16:16	JF_PBR_xp2_d4_t3_03.#m4	c
2	4	4	162631966.64506	2019-04-21 18:17:53	JF_PBR_xp2_d4_t4_01.#m4	b
2	4	4	326650.94345	2019-04-21 18:17:53	JF_PBR_xp2_d4_t4_01.#m4	c
2	4	4	173069720.63807	2019-04-21 18:18:22	JF_PBR_xp2_d4_t4_02.#m4	b
2	4	4	226142.96085	2019-04-21 18:18:22	JF_PBR_xp2_d4_t4_02.#m4	c
2	4	4	174552213.38142002	2019-04-21 18:18:52	JF_PBR_xp2_d4_t4_03.#m4	b
2	4	4	266346.15389	2019-04-21 18:18:52	JF_PBR_xp2_d4_t4_03.#m4	c
2	4	5	311785812.82346	2019-04-21 18:20:47	JF_PBR_xp2_d4_t5_01.#m4	b
2	4	5	125634.97825000001	2019-04-21 18:20:47	JF_PBR_xp2_d4_t5_01.#m4	c
2	4	5	324339259.8502	2019-04-21 18:21:16	JF_PBR_xp2_d4_t5_02.#m4	b
2	4	5	105533.38173	2019-04-21 18:21:16	JF_PBR_xp2_d4_t5_02.#m4	c
2	4	5	339757184.38104	2019-04-21 18:21:45	JF_PBR_xp2_d4_t5_03.#m4	b
2	4	5	115584.17999	2019-04-21 18:21:45	JF_PBR_xp2_d4_t5_03.#m4	c
2	4	6	16357674.168150002	2019-04-21 18:28:04	JF_PBR_xp2_d4_t6_01.#m4	b
2	4	6	281422.35127999994	2019-04-21 18:28:04	JF_PBR_xp2_d4_t6_01.#m4	c
2	4	6	16603918.72552	2019-04-21 18:28:32	JF_PBR_xp2_d4_t6_02.#m4	b
2	4	6	165838.17129	2019-04-21 18:28:32	JF_PBR_xp2_d4_t6_02.#m4	c
2	4	6	17985903.48627	2019-04-21 18:29:02	JF_PBR_xp2_d4_t6_03.#m4	b
2	4	6	216092.16259	2019-04-21 18:29:02	JF_PBR_xp2_d4_t6_03.#m4	c
2	4	7	13593704.64665	2019-04-21 18:30:47	JF_PBR_xp2_d4_t7_01.#m4	b
2	4	7	155787.37303	2019-04-21 18:30:47	JF_PBR_xp2_d4_t7_01.#m4	c
2	4	7	13422841.076229999	2019-04-21 18:31:15	JF_PBR_xp2_d4_t7_02.#m4	b
2	4	7	155787.37303	2019-04-21 18:31:15	JF_PBR_xp2_d4_t7_02.#m4	c
2	4	7	14855079.82828	2019-04-21 18:31:44	JF_PBR_xp2_d4_t7_03.#m4	b
2	4	7	130660.37737999999	2019-04-21 18:31:44	JF_PBR_xp2_d4_t7_03.#m4	c
2	4	8	9523131.35135	2019-04-21 18:33:30	JF_PBR_xp2_d4_t8_01.#m4	b
2	4	8	175888.96955	2019-04-21 18:33:30	JF_PBR_xp2_d4_t8_01.#m4	c
2	4	8	10236738.02781	2019-04-21 18:33:59	JF_PBR_xp2_d4_t8_02.#m4	b
2	4	8	165838.17129	2019-04-21 18:33:59	JF_PBR_xp2_d4_t8_02.#m4	c
2	4	8	10900090.71297	2019-04-21 18:34:28	JF_PBR_xp2_d4_t8_03.#m4	b
2	4	8	195990.56607	2019-04-21 18:34:28	JF_PBR_xp2_d4_t8_03.#m4	c
2	5	1	189558055.1836	2019-04-22 12:13:04	JF_PBR_xp2_d5_t1_01.#m4	b
2	5	1	286447.75041	2019-04-22 12:13:04	JF_PBR_xp2_d5_t1_01.#m4	c
2	5	1	138675888.99234998	2019-04-22 12:13:33	JF_PBR_xp2_d5_t1_02.#m4	b
2	5	1	326650.94345	2019-04-22 12:13:33	JF_PBR_xp2_d5_t1_02.#m4	c
2	5	1	118091854.15587	2019-04-22 12:14:02	JF_PBR_xp2_d5_t1_03.#m4	b
2	5	1	366854.13649	2019-04-22 12:14:02	JF_PBR_xp2_d5_t1_03.#m4	c
2	5	2	115770119.75781	2019-04-22 12:15:33	JF_PBR_xp2_d5_t2_01.#m4	b
2	5	2	266346.15389	2019-04-22 12:15:33	JF_PBR_xp2_d5_t2_01.#m4	c
2	5	2	128891436.88624	2019-04-22 12:16:03	JF_PBR_xp2_d5_t2_02.#m4	b
2	5	2	296498.54867000005	2019-04-22 12:16:03	JF_PBR_xp2_d5_t2_02.#m4	c
2	5	2	148219121.94022	2019-04-22 12:16:32	JF_PBR_xp2_d5_t2_03.#m4	b
2	5	2	246244.55737000002	2019-04-22 12:16:32	JF_PBR_xp2_d5_t2_03.#m4	c
2	5	3	288940348.37848	2019-04-22 12:19:13	JF_PBR_xp2_d5_t3_01.#m4	b
2	5	3	125634.97825000001	2019-04-22 12:19:13	JF_PBR_xp2_d5_t3_01.#m4	c
2	5	3	349290366.53065	2019-04-22 12:19:41	JF_PBR_xp2_d5_t3_02.#m4	b
2	5	3	90457.18434	2019-04-22 12:19:41	JF_PBR_xp2_d5_t3_02.#m4	c
2	5	3	327118305.56909	2019-04-22 12:20:11	JF_PBR_xp2_d5_t3_03.#m4	b
2	5	3	251269.95650000003	2019-04-22 12:20:11	JF_PBR_xp2_d5_t3_03.#m4	c
2	5	4	84090003.64229	2019-04-22 12:21:48	JF_PBR_xp2_d5_t4_01.#m4	b
2	5	4	216092.16259	2019-04-22 12:21:48	JF_PBR_xp2_d5_t4_01.#m4	c
2	5	4	89818958.65049	2019-04-22 12:22:17	JF_PBR_xp2_d5_t4_02.#m4	b
2	5	4	261320.75475999998	2019-04-22 12:22:17	JF_PBR_xp2_d5_t4_02.#m4	c
2	5	4	94291563.87619	2019-04-22 12:22:46	JF_PBR_xp2_d5_t4_03.#m4	b
2	5	4	155787.37303	2019-04-22 12:22:46	JF_PBR_xp2_d5_t4_03.#m4	c
2	5	5	253561538.50327998	2019-04-22 12:24:42	JF_PBR_xp2_d5_t5_01.#m4	b
2	5	5	125634.97825000001	2019-04-22 12:24:42	JF_PBR_xp2_d5_t5_01.#m4	c
2	5	5	270416727.1853	2019-04-22 12:25:12	JF_PBR_xp2_d5_t5_02.#m4	b
2	5	5	85431.78521	2019-04-22 12:25:12	JF_PBR_xp2_d5_t5_02.#m4	c
2	5	5	278628229.36372	2019-04-22 12:25:41	JF_PBR_xp2_d5_t5_03.#m4	b
2	5	5	75380.98695	2019-04-22 12:25:41	JF_PBR_xp2_d5_t5_03.#m4	c
2	5	6	16804934.69072	2019-04-22 12:27:06	JF_PBR_xp2_d5_t6_01.#m4	b
2	5	6	130660.37737999999	2019-04-22 12:27:06	JF_PBR_xp2_d5_t6_01.#m4	c
2	5	6	18403011.61406	2019-04-22 12:27:35	JF_PBR_xp2_d5_t6_02.#m4	b
2	5	6	241219.15824000002	2019-04-22 12:27:35	JF_PBR_xp2_d5_t6_02.#m4	c
2	5	6	19171897.68095	2019-04-22 12:28:04	JF_PBR_xp2_d5_t6_03.#m4	b
2	5	6	195990.56607	2019-04-22 12:28:04	JF_PBR_xp2_d5_t6_03.#m4	c
2	5	7	14442997.099620001	2019-04-22 12:33:15	JF_PBR_xp2_d5_t7_01.#m4	b
2	5	7	100507.9826	2019-04-22 12:33:15	JF_PBR_xp2_d5_t7_01.#m4	c
2	5	7	15111375.183910001	2019-04-22 12:33:44	JF_PBR_xp2_d5_t7_02.#m4	b
2	5	7	145736.57477	2019-04-22 12:33:44	JF_PBR_xp2_d5_t7_02.#m4	c
2	5	7	15101324.38565	2019-04-22 12:34:13	JF_PBR_xp2_d5_t7_03.#m4	b
2	5	7	190965.16694000002	2019-04-22 12:34:13	JF_PBR_xp2_d5_t7_03.#m4	c
2	5	8	4613316.401339999	2019-04-22 12:35:56	JF_PBR_xp2_d5_t8_01.#m4	b
2	5	8	587971.6982100001	2019-04-22 12:35:56	JF_PBR_xp2_d5_t8_01.#m4	c
2	5	8	4924891.1474	2019-04-22 12:36:26	JF_PBR_xp2_d5_t8_02.#m4	b
2	5	8	698530.47907	2019-04-22 12:36:26	JF_PBR_xp2_d5_t8_02.#m4	c
2	5	8	5256567.48998	2019-04-22 12:36:55	JF_PBR_xp2_d5_t8_03.#m4	b
2	5	8	688479.6808099999	2019-04-22 12:36:55	JF_PBR_xp2_d5_t8_03.#m4	c
2	6	1	35454190.86215	2019-04-23 19:30:02	JF_PBR_xp2_d6_t1_01.#m4	b
