NAME	PBR_ICL_exp4
GROUP_TYPE	[unknown]
GROUP_NAME	MC272-group
GROUP_ID	group-091
START	Jul 1, 2019 9:22:36 PM
PLANNED_DURATION	1250d 00:00:00
PLANNED_DURATION_SEC	108000000
DURATION	8d 14:54:32
DURATION_SEC	744872
INOCULUM	
MEDIUM	
ORGANISM	
GASSING	
TERMINATION	stopped
TIME_FORMAT	HOURS
TIME_FROM_SEC	0
TIME_TO_SEC	744872
NOTES	

time	od-sensors-1.od-680	od-sensors-1.od-720	od-sensors-2.od-680	od-sensors-2.od-720	od-sensors-3.od-680	od-sensors-3.od-720	od-sensors-4.od-680	od-sensors-4.od-720	od-sensors-5.od-680	od-sensors-5.od-720	od-sensors-6.od-680	od-sensors-6.od-720	od-sensors-7.od-680	od-sensors-7.od-720	od-sensors-8.od-680	od-sensors-8.od-720	pumps-1002.pump-0-consumption	pumps-1002.pump-1-consumption	pumps-1002.pump-2-consumption	pumps-1002.pump-3-consumption	pumps-1002.pump-4-consumption	pumps-1002.pump-5-consumption	pumps-1002.pump-6-consumption	pumps-1002.pump-7-consumption
0																	190.917	409.083	1071	500.292	960.667	14075	1079	1135
0.001389																		409.083						
0.002778																		409.5						
0.083333	0.06084	0.03256	0.06428	0.03265	0.06914	0.04347	0.06044	0.04234	0.06767	0.03243	0.05844	0.03803	0.05531	0.02995	0.08644	0.05545								
0.166667	0.06217	0.03116	0.06361	0.03203	0.06726	0.04171	0.05778	0.03963	0.06632	0.03149	0.05713	0.03645	0.05828	0.02824	0.0836	0.0548								
0.25	0.06151	0.03241	0.06411	0.03438	0.06897	0.04283	0.05762	0.03915	0.068	0.03196	0.05795	0.03882	0.05696	0.02731	0.08573	0.05496								
0.333333	0.06068	0.03101	0.0621	0.03125	0.06658	0.04139	0.05745	0.0401	0.06666	0.03149	0.05631	0.03503	0.0563	0.02793	0.08697	0.05529								
0.416667	0.06084	0.03225	0.06144	0.03063	0.06743	0.04331	0.05778	0.03883	0.06482	0.03134	0.05598	0.03487	0.05762	0.02917	0.08537	0.05431								
0.5	0.06234	0.03225	0.0611	0.03047	0.06897	0.04363	0.06044	0.0425	0.06699	0.03212	0.05631	0.03613	0.05614	0.02747	0.08715	0.05611								
0.583333	0.06034	0.0307	0.06194	0.03203	0.06828	0.04379	0.05895	0.04074	0.06548	0.03196	0.055	0.03456	0.05647	0.02902	0.08431	0.0535								
0.666667	0.06217	0.03163	0.06294	0.03172	0.06862	0.04251	0.06011	0.04154	0.06767	0.03196	0.06109	0.03534	0.05564	0.02731	0.08697	0.05562								
0.75	0.06018	0.03194	0.06411	0.0325	0.06999	0.04379	0.05795	0.03931	0.06649	0.03196	0.05598	0.03629	0.05679	0.02747	0.08608	0.05366								
0.833333	0.06267	0.03194	0.06144	0.03032	0.06982	0.04347	0.05928	0.04154	0.06699	0.03134	0.05565	0.0344	0.05696	0.0284	0.08644	0.05447								
0.916667	0.05902	0.03085	0.06495	0.035	0.06897	0.04315	0.06011	0.04138	0.06784	0.03134	0.05664	0.0355	0.05812	0.02762	0.08768	0.05611								
1	0.06234	0.03163	0.06327	0.03125	0.06948	0.04379	0.05928	0.0409	0.06868	0.03149	0.05598	0.03471	0.05663	0.02778	0.08679	0.05431								
1.083333	0.06001	0.03178	0.0606	0.03406	0.0705	0.04363	0.06094	0.04074	0.06919	0.03196	0.05812	0.03566	0.05779	0.02902	0.08626	0.05415								
1.166667	0.06051	0.0307	0.06327	0.03203	0.06982	0.04331	0.05861	0.0401	0.06784	0.03196	0.05762	0.03597	0.05712	0.02778	0.08573	0.05447								
1.25	0.06217	0.03132	0.06478	0.03579	0.07016	0.04363	0.05812	0.04074	0.06851	0.03212	0.05877	0.0366	0.05795	0.03042	0.0884	0.05594								
1.333333	0.05985	0.03101	0.06311	0.03265	0.07016	0.04315	0.06011	0.04154	0.06935	0.03337	0.05582	0.03519	0.05696	0.02716	0.08768	0.05464								
1.416667	0.06034	0.03116	0.06378	0.03203	0.07205	0.04605	0.06094	0.03963	0.06885	0.03227	0.05779	0.0355	0.05745	0.02886	0.08662	0.05333								
1.5	0.06034	0.03023	0.06327	0.03297	0.0717	0.04395	0.05978	0.0401	0.06902	0.03196	0.05664	0.03534	0.05861	0.02762	0.08662	0.05513								
1.583333	0.06134	0.03116	0.06394	0.03344	0.0717	0.04379	0.05928	0.04074	0.07088	0.03149	0.05664	0.03597	0.05812	0.02871	0.08893	0.05562								
1.666667	0.06084	0.0307	0.0621	0.03187	0.06999	0.04331	0.05845	0.03963	0.07173	0.03447	0.05697	0.03613	0.05828	0.02824	0.08965	0.05529								
1.75	0.06167	0.03085	0.06495	0.03406	0.07136	0.0446	0.06078	0.04058	0.07003	0.03321	0.05598	0.03503	0.05745	0.03042	0.08911	0.05578								
1.833333	0.063	0.03101	0.06294	0.03281	0.0717	0.04428	0.05828	0.03963	0.07054	0.0329	0.05844	0.03613	0.05828	0.02917	0.08983	0.0566								
1.916667	0.062	0.03163	0.06663	0.03359	0.07256	0.04315	0.06111	0.03979	0.06969	0.03227	0.05779	0.03503	0.05911	0.02917	0.09109	0.05578								
2	0.06284	0.03194	0.06394	0.03281	0.07308	0.04605	0.05861	0.03899	0.07071	0.03337	0.0596	0.03629	0.05911	0.02902	0.09019	0.0566								
2.083333	0.0625	0.03054	0.06512	0.03485	0.0736	0.04524	0.05795	0.03931	0.07054	0.03337	0.05746	0.0355	0.05944	0.02995	0.09162	0.05611								
2.166667	0.0645	0.03225	0.06613	0.03485	0.07463	0.0446	0.05762	0.03851	0.07139	0.03196	0.0596	0.03692	0.06011	0.03026	0.09216	0.05562								
2.25	0.06317	0.03225	0.06529	0.03375	0.07239	0.04524	0.05729	0.03883	0.07275	0.0329	0.05779	0.03597	0.0616	0.02949	0.0918	0.05578								
2.333333	0.06284	0.03287	0.0663	0.03391	0.07481	0.04653	0.05712	0.03931	0.07207	0.03243	0.06059	0.03676	0.05944	0.02933	0.09216	0.05594								
2.416667	0.06434	0.03287	0.06646	0.03344	0.07481	0.04508	0.06044	0.04042	0.07326	0.0351	0.05943	0.03739	0.05928	0.02917	0.09361	0.05611								
2.5	0.06467	0.03272	0.06646	0.03375	0.07481	0.04621	0.05861	0.03899	0.07309	0.03431	0.0591	0.03629	0.06094	0.03011	0.09271	0.05643								
2.583333	0.06367	0.03381	0.06478	0.03281	0.07394	0.04605	0.05944	0.04058	0.07326	0.03526	0.06092	0.03929	0.0611	0.03167	0.09361	0.05676								
2.666667	0.0645	0.03319	0.06714	0.03375	0.07637	0.0475	0.06178	0.04186	0.07343	0.03337	0.06092	0.03739	0.06227	0.03058	0.09343	0.05578								
2.75	0.06601	0.03256	0.06596	0.03234	0.07481	0.04556	0.05928	0.03931	0.07548	0.03542	0.06142	0.03771	0.0616	0.03073	0.09361	0.05758								
2.833333	0.06534	0.03366	0.06765	0.03548	0.07602	0.04621	0.05861	0.03899	0.07411	0.03573	0.06042	0.03771	0.06077	0.03073	0.0956	0.05824								
2.916667	0.06584	0.0335	0.06731	0.03203	0.07515	0.04444	0.05762	0.03979	0.07462	0.03431	0.06042	0.03803	0.06244	0.03151	0.0956	0.05775								
3	0.06534	0.03303	0.06917	0.03328	0.07654	0.04556	0.05812	0.03836	0.07582	0.03542	0.05993	0.0385	0.06177	0.02964	0.09578	0.05725								
3.083333	0.06367	0.03319	0.06731	0.03297	0.07706	0.04669	0.05961	0.03915	0.07582	0.0351	0.06026	0.03739	0.0621	0.03026	0.09797	0.05775								
3.166667	0.0645	0.03272	0.06934	0.03485	0.07689	0.04702	0.06044	0.04058	0.07668	0.034	0.06109	0.0385	0.06311	0.03105	0.09596	0.05807								
3.25	0.06618	0.03506	0.06815	0.03689	0.07758	0.04734	0.06195	0.04042	0.07754	0.03621	0.0596	0.03771	0.0621	0.03183	0.09651	0.05709								
3.333333	0.06568	0.03381	0.069	0.03516	0.07828	0.04783	0.06178	0.04106	0.07634	0.03463	0.06258	0.03882	0.06277	0.03105	0.09633	0.05742								
3.416667	0.06651	0.03334	0.07104	0.03832	0.07689	0.0454	0.06128	0.03788	0.0772	0.0351	0.06142	0.03834	0.06411	0.0312	0.09779	0.05709								
3.5	0.06618	0.03334	0.06934	0.03422	0.07723	0.04621	0.06211	0.03915	0.07875	0.037	0.06275	0.03929	0.06495	0.03042	0.09888	0.0584								
3.583333	0.06769	0.03412	0.0707	0.03832	0.07985	0.0488	0.06329	0.04074	0.07634	0.03715	0.06308	0.03834	0.06445	0.03261	0.09925	0.0584								
3.666667	0.0682	0.03459	0.07121	0.03469	0.08055	0.04815	0.06396	0.04074	0.07754	0.03605	0.06408	0.03882	0.06445	0.0323	0.09925	0.05824								
3.75	0.06887	0.03522	0.07104	0.03642	0.07985	0.04799	0.06379	0.04122	0.07823	0.03668	0.06241	0.03755	0.06529	0.03292	0.09906	0.05725								
3.833333	0.06972	0.03381	0.07002	0.03611	0.08178	0.04864	0.06362	0.04218	0.07961	0.03715	0.06391	0.04041	0.06461	0.03339	0.09961	0.05824								
3.916667	0.07023	0.03475	0.07343	0.03753	0.0809	0.0488	0.06362	0.04474	0.08083	0.03652	0.06291	0.03914	0.0663	0.03183	0.0987	0.05956								
4	0.06955	0.03444	0.07206	0.03611	0.08143	0.04896	0.06531	0.04539	0.08031	0.03763	0.06325	0.03787	0.06461	0.03167	0.10163	0.06038								
4.083333	0.06887	0.03491	0.07224	0.03753	0.08108	0.0488	0.06531	0.0441	0.08048	0.03731	0.06408	0.03993	0.06798	0.0323	0.1009	0.0589								
4.166667	0.07006	0.03553	0.07309	0.03705	0.08231	0.04929	0.06666	0.04138	0.08204	0.03795	0.06275	0.03961	0.06646	0.03167	0.0998	0.05709								
4.25	0.07192	0.03569	0.07241	0.03674	0.08319	0.04929	0.067	0.0433	0.08239	0.03874	0.06308	0.03914	0.06562	0.03277	0.10163	0.06071								
4.333333	0.07209	0.03538	0.0736	0.03721	0.0816	0.04783	0.0675	0.04378	0.07961	0.03779	0.06659	0.0412	0.06714	0.03355	0.10329	0.05989								
4.416667	0.07209	0.03616	0.07532	0.03753	0.08354	0.0501	0.06716	0.04394	0.08222	0.03747	0.06608	0.03898	0.06832	0.03277	0.09943	0.05939								
4.5	0.07192	0.03711	0.07446	0.03721	0.08389	0.04913	0.06733	0.04346	0.08135	0.03731	0.06425	0.03929	0.06782	0.03418	0.10256	0.06154								
4.583333	0.0726	0.036	0.07429	0.03832	0.0846	0.0501	0.06716	0.04523	0.08431	0.03874	0.06508	0.04025	0.06815	0.03308	0.10182	0.05923								
4.666667	0.07294	0.03616	0.07584	0.038	0.08407	0.05075	0.06733	0.04442	0.08169	0.03906	0.06592	0.03929	0.06782	0.03418	0.10403	0.06204								
4.75	0.07517	0.03695	0.07463	0.03674	0.08389	0.04961	0.06818	0.04506	0.08501	0.03922	0.06625	0.03993	0.06832	0.03261	0.10219	0.05923								
4.833333	0.07209	0.03553	0.07532	0.03753	0.08637	0.05026	0.06835	0.0441	0.08257	0.03731	0.06793	0.04152	0.06832	0.03371	0.10274	0.06005								
4.916667	0.0738	0.03742	0.07498	0.03816	0.08691	0.05108	0.07091	0.04765	0.08361	0.03763	0.06844	0.04232	0.06782	0.03418	0.10237	0.0589								
5	0.07448	0.04027	0.07618	0.03911	0.08425	0.04929	0.07039	0.0509	0.08571	0.03985	0.06759	0.04089	0.06866	0.03324	0.10403	0.05989								
5.083333	0.07551	0.03853	0.07584	0.03832	0.08602	0.05075	0.0721	0.047	0.08484	0.0397	0.06894	0.03914	0.06815	0.03418	0.10274	0.06137								
5.166667	0.07346	0.03695	0.07687	0.03832	0.08637	0.0519	0.0721	0.04927	0.08449	0.03811	0.06979	0.04216	0.07378	0.0345	0.10515	0.06187								
5.25	0.07637	0.03758	0.07843	0.03895	0.0862	0.05043	0.07347	0.05074	0.08747	0.04001	0.06659	0.03914	0.06934	0.03355	0.1057	0.06171								
5.333333	0.07534	0.03726	0.07878	0.038	0.08673	0.05141	0.07193	0.04846	0.08765	0.03874	0.06592	0.042	0.07326	0.03607	0.10515	0.05972								
5.416667	0.07654	0.03711	0.07895	0.0407	0.0878	0.05222	0.07451	0.04943	0.08571	0.03842	0.07029	0.04009	0.07189	0.03528	0.10552	0.06104								
5.5	0.07654	0.03837	0.07826	0.03847	0.08762	0.05124	0.07571	0.04813	0.08536	0.03874	0.07012	0.04136	0.07343	0.03371	0.1057	0.06121								
5.583333	0.07723	0.03916	0.07791	0.04006	0.0878	0.05092	0.07658	0.05057	0.08765	0.04017	0.06945	0.04136	0.07138	0.03607	0.10626	0.06088								
5.666667	0.07517	0.03726	0.07826	0.03753	0.08815	0.05108	0.07936	0.04878	0.08871	0.03811	0.06759	0.03945	0.07258	0.03528	0.1057	0.06104								
5.75	0.07843	0.03837	0.07964	0.03847	0.08923	0.05108	0.0771	0.05155	0.08712	0.03906	0.06743	0.04057	0.07036	0.03292	0.10701	0.06154								
5.833333	0.07688	0.03711	0.08069	0.03847	0.09048	0.05059	0.07433	0.05533	0.09012	0.03985	0.06962	0.04104	0.07036	0.03434	0.10663	0.06237								
5.916667	0.07964	0.03663	0.08034	0.04038	0.08762	0.05157	0.07796	0.04732	0.08941	0.0397	0.06962	0.0412	0.07189	0.03402	0.10663	0.06171								
6	0.0774	0.03711	0.08208	0.04054	0.08905	0.05124	0.07502	0.05106	0.08941	0.03922	0.07148	0.04328	0.07155	0.03402	0.10626	0.06088								
6.083333	0.07774	0.03932	0.08051	0.04038	0.0894	0.05157	0.07554	0.04765	0.08729	0.04001	0.07403	0.04489	0.07429	0.03387	0.10775	0.0627								
6.166667	0.07809	0.04074	0.08069	0.04149	0.09354	0.05173	0.07554	0.04976	0.09172	0.04113	0.07233	0.04457	0.07584	0.03576	0.1085	0.06121								
6.25	0.07878	0.03821	0.08173	0.03943	0.09084	0.05386	0.07675	0.04895	0.09012	0.04065	0.07233	0.04216	0.07481	0.03607	0.11	0.06303								
6.333333	0.07912	0.04361	0.08226	0.04006	0.08976	0.05304	0.07571	0.05221	0.09101	0.04305	0.07165	0.04344	0.07224	0.03623	0.11094	0.06337								
6.416667	0.07895	0.04011	0.08156	0.03927	0.09156	0.05436	0.07623	0.05302	0.09012	0.04145	0.07114	0.04312	0.07481	0.03544	0.1085	0.06121								
6.5	0.07999	0.0409	0.08278	0.04102	0.09372	0.05452	0.07658	0.04862	0.09065	0.04129	0.07369	0.04521	0.07378	0.03655	0.11131	0.06254								
6.583333	0.08016	0.04074	0.08278	0.04102	0.09174	0.05419	0.07502	0.0483	0.09154	0.04193	0.07489	0.04392	0.07601	0.03686	0.11226	0.06337								
6.666667	0.08382	0.04138	0.08313	0.04197	0.09426	0.05337	0.0818	0.05074	0.09243	0.04273	0.0754	0.04425	0.07705	0.03623	0.11207	0.06453								
6.75	0.0826	0.04154	0.08278	0.0399	0.09282	0.05469	0.08128	0.05057	0.09225	0.04225	0.0742	0.0436	0.07601	0.0375	0.11169	0.06204								
6.833333	0.08382	0.04217	0.08577	0.04245	0.09698	0.05617	0.08215	0.05483	0.09119	0.04209	0.07506	0.04537	0.07446	0.03829	0.11131	0.06453								
6.916667	0.08277	0.039	0.08577	0.04293	0.09589	0.05436	0.07779	0.04846	0.09315	0.04241	0.0742	0.04392	0.07635	0.03734	0.11358	0.06587								
7	0.08294	0.04027	0.08577	0.04293	0.09372	0.05419	0.07866	0.0527	0.09368	0.04257	0.07403	0.04216	0.07446	0.03718	0.11245	0.0632								
7.083333	0.0819	0.04122	0.08489	0.04325	0.093	0.05469	0.07936	0.04911	0.09422	0.04321	0.07318	0.04602	0.07635	0.03829	0.11548	0.06654								
7.166667	0.08155	0.04027	0.08559	0.04325	0.09553	0.05502	0.07814	0.05074	0.0935	0.04337	0.07694	0.04634	0.07895	0.03893	0.11548	0.06587								
7.25	0.08294	0.04043	0.08577	0.04325	0.0948	0.05601	0.08163	0.05221	0.09511	0.04337	0.08039	0.05023	0.0786	0.03877	0.11434	0.0647								
7.333333	0.08382	0.04043	0.08542	0.04229	0.09444	0.05485	0.08233	0.05533	0.0944	0.04386	0.07901	0.04602	0.07878	0.04004	0.11529	0.06553								
7.416667	0.08294	0.04361	0.08524	0.04293	0.09626	0.05452	0.08303	0.05352	0.0944	0.04225	0.07471	0.04505	0.07999	0.04084	0.11472	0.06437								
7.5	0.08294	0.0409	0.08789	0.04389	0.09318	0.05601	0.08338	0.05483	0.09745	0.04498	0.07608	0.04698	0.08017	0.03829	0.11529	0.06721								
7.583333	0.08469	0.04186	0.08665	0.04373	0.09499	0.05634	0.0818	0.05106	0.09709	0.04482	0.0766	0.04666	0.08034	0.0402	0.11757	0.06637								
7.666667	0.08609	0.04297	0.08648	0.04229	0.09899	0.05617	0.0832	0.05549	0.09637	0.04563	0.08022	0.04521	0.08139	0.03877	0.11738	0.06839								
7.75	0.08434	0.04201	0.08771	0.04421	0.09826	0.05733	0.0825	0.05599	0.09763	0.04498	0.0766	0.04634	0.08017	0.0402	0.11891	0.0699								
7.833333	0.08504	0.04201	0.08754	0.04293	0.09589	0.05783	0.08479	0.05632	0.09745	0.04514	0.07711	0.04585	0.08069	0.04421	0.11567	0.0647								
7.916667	0.08504	0.04537	0.08842	0.04421	0.09936	0.05882	0.08726	0.05533	0.09565	0.04627	0.07866	0.04795	0.08419	0.03972	0.11605	0.06587								
8	0.08645	0.04521	0.0886	0.04486	0.09753	0.05617	0.08391	0.05648	0.09709	0.04547	0.0766	0.04569	0.08017	0.03877	0.11987	0.06822								
8.083333	0.08609	0.04122	0.08895	0.04373	0.0968	0.05551	0.091	0.05714	0.0989	0.04531	0.07591	0.04553	0.08208	0.04004	0.11757	0.06872								
8.166667	0.08574	0.04281	0.08984	0.04454	0.09954	0.06015	0.08602	0.05467	0.09709	0.04466	0.0778	0.04618	0.08156	0.04068	0.11814	0.06704								
8.25	0.08609	0.04329	0.08967	0.0447	0.09917	0.05816	0.0862	0.0593	0.10053	0.0445	0.07557	0.04602	0.08139	0.04228	0.11719	0.0662								
8.333333	0.08838	0.04377	0.08949	0.04454	0.09862	0.05899	0.08549	0.05797	0.09799	0.04579	0.07711	0.04698	0.08173	0.04004	0.11872	0.06771								
8.416667	0.08539	0.04249	0.08895	0.04373	0.09826	0.05667	0.08549	0.05516	0.09781	0.04563	0.07711	0.04666	0.08261	0.0402	0.11814	0.06671								
8.5	0.08786	0.04537	0.0902	0.04454	0.10064	0.05999	0.08744	0.0583	0.09781	0.0466	0.07626	0.04473	0.08348	0.04148	0.12006	0.06704								
8.583333	0.0898	0.04409	0.08984	0.0447	0.09936	0.06116	0.08851	0.05648	0.09944	0.04611	0.07849	0.04682	0.08313	0.0418	0.11929	0.06771								
8.666667	0.08874	0.04537	0.08842	0.04454	0.09789	0.05849	0.08567	0.05352	0.0989	0.04563	0.07849	0.04537	0.08278	0.03972	0.11872	0.06738								
8.75	0.08874	0.04313	0.09216	0.04421	0.10064	0.06182	0.09118	0.06163	0.09908	0.04692	0.07677	0.04666	0.08261	0.03893	0.12083	0.07041								
8.833333	0.0898	0.04489	0.09109	0.04454	0.10009	0.05866	0.08709	0.05582	0.0989	0.04708	0.0778	0.04666	0.08191	0.03909	0.11814	0.06872								
8.916667	0.09051	0.04618	0.09091	0.04534	0.10285	0.05866	0.09029	0.05947	0.1018	0.04741	0.07746	0.04569	0.08313	0.04084	0.11662	0.06687								
9	0.08838	0.04281	0.0918	0.04502	0.09972	0.05799	0.08514	0.05599	0.09944	0.0445	0.07797	0.04537	0.08296	0.04244	0.11872	0.06687								
9.083333	0.08891	0.04361	0.09145	0.04389	0.10064	0.05816	0.0878	0.05698	0.0998	0.04531	0.07849	0.04585	0.08331	0.03925	0.11929	0.06856								
9.166667	0.08786	0.04457	0.09002	0.0455	0.10064	0.05915	0.08851	0.05864	0.10016	0.04676	0.08091	0.04521	0.0863	0.041	0.12141	0.06923								
9.25	0.09033	0.04537	0.08895	0.04357	0.10285	0.05949	0.08585	0.05599	0.09962	0.04644	0.07797	0.04634	0.08366	0.041	0.12237	0.06805								
9.333333	0.08909	0.04425	0.09002	0.04502	0.10266	0.05999	0.08655	0.05632	0.09998	0.04676	0.07746	0.04569	0.08331	0.041	0.12045	0.06839								
9.416667	0.08874	0.04249	0.09198	0.04711	0.10285	0.05882	0.091	0.05963	0.10216	0.04887	0.07901	0.04698	0.08507	0.04212	0.12006	0.06957								
9.5	0.09015	0.04521	0.09413	0.04679	0.10045	0.05982	0.08744	0.05483	0.10491	0.04919	0.07746	0.04666	0.08173	0.03956	0.11987	0.0694								
9.583333	0.08945	0.04521	0.09216	0.04566	0.10101	0.05999	0.0878	0.055	0.10326	0.04773	0.07866	0.04682	0.08524	0.04052	0.12199	0.07041								
9.666667	0.08962	0.04409	0.09216	0.04824	0.10137	0.05999	0.08655	0.05681	0.10071	0.04789	0.0766	0.04553	0.08507	0.04132	0.12295	0.0694								
9.75	0.08891	0.04505	0.09539	0.04776	0.10248	0.05849	0.08886	0.0583	0.10308	0.04919	0.07729	0.04537	0.0863	0.04228	0.1216	0.07109								
9.833333	0.09158	0.04634	0.09324	0.04679	0.1034	0.05949	0.08709	0.0583	0.10436	0.04919	0.0778	0.04747	0.08559	0.04228	0.1245	0.07109								
9.916667	0.08962	0.04569	0.09485	0.0476	0.1073	0.06166	0.08957	0.05731	0.1018	0.04871	0.07797	0.04795	0.08489	0.0418	0.12411	0.07143								
10	0.09051	0.04569	0.09431	0.04873	0.10322	0.06233	0.09047	0.05764	0.10326	0.04968	0.07746	0.04602	0.08577	0.04212	0.12218	0.07194								
10.083333	0.09264	0.04634	0.09593	0.04841	0.1034	0.06015	0.08851	0.05681	0.10344	0.04854	0.07849	0.04795	0.08577	0.04324	0.12315	0.07007								
10.166667	0.09264	0.04795	0.09342	0.04711	0.10433	0.06132	0.08833	0.05781	0.10491	0.05181	0.07901	0.04666	0.08718	0.04405	0.12373	0.07143								
10.25	0.09211	0.04634	0.09557	0.04808	0.10101	0.05982	0.09208	0.0583	0.10989	0.05295	0.07815	0.0465	0.08524	0.04292	0.12353	0.07143								
10.333333	0.09247	0.04811	0.09847	0.04987	0.10229	0.05915	0.08904	0.05963	0.10399	0.0523	0.07935	0.04731	0.08524	0.04244	0.12334	0.07211								
10.416667	0.09425	0.04876	0.09865	0.05133	0.10266	0.05999	0.08993	0.05648	0.10344	0.05017	0.08265	0.05023	0.08701	0.04292	0.12218	0.0716								
10.5	0.0914	0.04892	0.09901	0.05166	0.10193	0.06082	0.08957	0.0588	0.10582	0.05017	0.08074	0.04925	0.08718	0.04485	0.1245	0.07313								
10.583333	0.09282	0.04779	0.09666	0.05117	0.10211	0.06317	0.09154	0.05615	0.10546	0.05148	0.08178	0.04958	0.08701	0.04453	0.12392	0.07398								
10.666667	0.093	0.04859	0.09792	0.05297	0.10248	0.06283	0.09047	0.06147	0.10914	0.05378	0.08091	0.04877	0.08895	0.04469	0.12276	0.07262								
10.75	0.09407	0.04762	0.09575	0.05264	0.10396	0.06182	0.08762	0.05797	0.10546	0.05295	0.08126	0.05072	0.08931	0.04518	0.12781	0.07569								
10.833333	0.09372	0.04779	0.09865	0.05019	0.10303	0.06249	0.09082	0.06297	0.10674	0.05213	0.0823	0.05121	0.08931	0.04598	0.12645	0.07534								
10.916667	0.09533	0.04892	0.09774	0.0515	0.1047	0.06283	0.08886	0.05963	0.10693	0.0523	0.08039	0.05121	0.08931	0.04485	0.12723	0.07483								
11	0.09443	0.04876	0.09901	0.05313	0.10488	0.06586	0.0919	0.05997	0.1097	0.05378	0.08108	0.04893	0.08807	0.04437	0.12645	0.07381								
11.083333	0.09587	0.05054	0.10065	0.05313	0.10544	0.06384	0.09244	0.06314	0.10674	0.05394	0.08195	0.05072	0.09056	0.04598	0.12781	0.07552								
11.166667	0.09749	0.05005	0.09938	0.05182	0.10674	0.06417	0.09172	0.05947	0.10877	0.05312	0.08265	0.04942	0.08967	0.0455	0.12762	0.07432								
11.25	0.09551	0.05005	0.10156	0.0528	0.1073	0.06586	0.09423	0.06449	0.10822	0.05361	0.08108	0.05072	0.08913	0.04566	0.12879	0.07552								
11.333333	0.09803	0.05054	0.10065	0.05231	0.10525	0.06485	0.09387	0.06432	0.11044	0.05361	0.08352	0.05104	0.09073	0.04695	0.12918	0.075								
11.416667	0.09731	0.05119	0.09901	0.05313	0.10525	0.06434	0.09369	0.06214	0.10767	0.05427	0.08352	0.05104	0.09163	0.0476	0.12879	0.07654								
11.5	0.09857	0.05298	0.10193	0.0528	0.10655	0.06384	0.0919	0.06297	0.10989	0.05493	0.08178	0.05088	0.0918	0.04712	0.13036	0.07826								
11.583333	0.09875	0.05086	0.10175	0.05199	0.10711	0.06502	0.0928	0.0613	0.11007	0.05542	0.08439	0.05284	0.09216	0.04923	0.12977	0.07689								
11.666667	0.10038	0.05413	0.09938	0.05346	0.10655	0.06535	0.09822	0.06297	0.11119	0.05592	0.08352	0.05284	0.09145	0.04842	0.13036	0.0774								
11.75	0.09966	0.05282	0.10102	0.05428	0.1073	0.06552	0.09876	0.06348	0.11175	0.05708	0.083	0.05202	0.09252	0.04923	0.12801	0.07654								
11.833333	0.09966	0.05347	0.10579	0.05642	0.10804	0.06654	0.09387	0.06398	0.11193	0.05658	0.08422	0.05383	0.09252	0.04858	0.13253	0.07861								
11.916667	0.10093	0.05364	0.10083	0.05346	0.10748	0.06552	0.09496	0.06348	0.11137	0.05559	0.08404	0.05284	0.09431	0.04988	0.13293	0.07861								
12	0.10184	0.05298	0.10395	0.05642	0.1073	0.06603	0.09514	0.06365	0.11249	0.05725	0.08335	0.05301	0.09324	0.04858	0.13471	0.08016								
12.083333	0.10038	0.05364	0.10542	0.0556	0.10823	0.06603	0.09804	0.06432	0.11399	0.05924	0.08457	0.05251	0.09288	0.0489	0.13293	0.08033								
12.166667	0.10038	0.05462	0.10248	0.05576	0.10637	0.06485	0.09913	0.06821	0.11156	0.05741	0.08457	0.05268	0.09288	0.04744	0.13115	0.07723								
12.25	0.10075	0.05347	0.10634	0.05576	0.10823	0.06586	0.09749	0.06617	0.11249	0.05741	0.08562	0.05399	0.09431	0.04809	0.13332	0.07981								
12.333333	0.10111	0.05396	0.1056	0.05642	0.10692	0.06569	0.09822	0.06787	0.11286	0.05725	0.08457	0.05219	0.09306	0.04793	0.13431	0.07981								
12.416667	0.09984	0.05364	0.10505	0.05758	0.10917	0.06586	0.09604	0.06567	0.11399	0.05592	0.08562	0.05301	0.0936	0.0489	0.13273	0.07947								
12.5	0.10093	0.05347	0.1034	0.05477	0.10879	0.06603	0.09586	0.066	0.11119	0.05924	0.08614	0.05268	0.09377	0.04956	0.13233	0.07895								
12.583333	0.10257	0.0538	0.10857	0.05543	0.10804	0.06603	0.09658	0.06466	0.11474	0.05957	0.08527	0.05251	0.09395	0.0489	0.13571	0.0793								
12.666667	0.09984	0.05314	0.10487	0.05494	0.10917	0.0662	0.09895	0.06889	0.11662	0.05874	0.08614	0.05415	0.09395	0.04907	0.13551	0.07999								
12.75	0.10184	0.05364	0.1069	0.05708	0.10954	0.0662	0.09767	0.06668	0.11474	0.05891	0.08509	0.05202	0.09342	0.04777	0.13352	0.08016								
12.833333	0.10075	0.05347	0.10597	0.05758	0.1073	0.06586	0.0984	0.06567	0.11643	0.06041	0.08614	0.05383	0.09395	0.04825	0.13471	0.07912								
12.916667	0.10184	0.05331	0.1045	0.05461	0.10711	0.06552	0.10224	0.06499	0.1153	0.05941	0.08702	0.0535	0.09413	0.04842	0.13551	0.08016								
13	0.10202	0.052	0.10542	0.05642	0.10917	0.06603	0.09804	0.06719	0.11343	0.06007	0.08755	0.05366	0.09485	0.04663	0.13332	0.07964								
