,kB600,kC600,kB750,kC750
A600,0.9999999999999999,0.9999999999999999,0.7686028465616029,0.7610125987794052
500,0.8431110319529259,0.6204083925319706,0.6473492770332643,0.4716127959514729
510,0.8617287475103235,0.7122349858699948,0.6616991624879436,0.541535763823365
520,0.8792142863580747,0.8272482735658324,0.6751322176065524,0.6290569511338983
530,0.8965923937554904,0.9107838186989855,0.6885095833840769,0.6926239611242997
540,0.9153312376095825,0.9618675399303203,0.7029383917312163,0.7314522227820209
550,0.9309949662025813,0.9897785933217211,0.7149809031098293,0.7526340224790852
560,0.9508376810366382,1.0129381109531193,0.7302320619252795,0.7701953840293256
570,0.9699529871427631,1.007484444190577,0.7449432544428272,0.7659535156744511
580,0.9869101985375883,0.9897927266323583,0.757964952993855,0.7524320681700961
590,1.0084877918179183,0.9732066980117784,0.774563942363414,0.7397641835234329
600,1.0287129512921964,0.9629974993623105,0.790098174974356,0.7319455571814433
610,1.0492133369200831,0.9518467760732655,0.8058537881837453,0.7234260251663733
620,1.0672843238850642,0.9384216907268561,0.8197359189776577,0.7131904213926449
630,1.0887774552250071,0.9389338054356264,0.8362468546697549,0.7135377051456723
640,1.109857801946312,0.9164730152416155,0.8524476963068677,0.6964033935421281
650,1.1298821498215006,0.8028119160707977,0.8678562731105832,0.610007394257663
660,1.1531213651440193,0.7466951520773423,0.8857568010408494,0.5673696354996185
670,1.1751294127859064,0.6495022610151735,0.9026621679209266,0.493555493933242
680,1.1986195500579457,0.6090677960023559,0.9207221256650208,0.4628858488806919
690,1.221146790169071,0.7416061555706344,0.9380582220690263,0.5638091530274296
700,1.2471318608441595,1.0050892498145498,0.9580520755540336,0.7643116145454084
710,1.2683428110978379,1.137258297463978,0.974374666022421,0.8648553951502512
720,1.29051798911353,1.2055773009100452,0.991448565605928,0.9167481987938897
730,1.3175094133782868,1.252798178649286,1.012212241837256,0.9525703840965554
740,1.3391020959704383,1.279710102772612,1.0288279844685484,0.9729830985677727
750,1.3644401692713943,1.3053053800451373,1.0483265516062346,0.9923822085239141
