well,row,col,B_lbl,C_lbl,A600,A600_sdv,A680,A680_sdv,A720,A720_sdv,A750,A750_sdv,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,B_p750,C_p750
B9,B,9,0.35,0.17,0.6245000213384628,0.10140000283718108,0.7415000200271605,0.09799999743700027,0.5226999968290329,0.09399999678134917,0.49369998276233673,0.09880000352859496,0.8328999727964399,0.7699000164866447,0.7170999720692635,0.6827000007033348,0.660300001502037,0.6469999849796295,0.6332000121474266,0.6266999766230583,0.6240999922156334,0.6201000288128853,0.6150999888777733,0.6108999848365784,0.6081000044941902,0.6011000126600266,0.6009000092744827,0.6327000185847282,0.6477999910712242,0.6902999728918076,0.7070999890565872,0.6314999908208847,0.5406999811530113,0.5080000087618828,0.4909000024199486,0.4771999791264534,0.4682000055909157,0.4591999799013138,0.2758914262190658,0.18342218689321144
B10,B,10,0.35,0.13,0.5720000118017197,0.10750000178813934,0.6488999724388123,0.10639999806880952,0.47460000216960907,0.10189999639987946,0.44849999248981476,0.10620000213384627,0.7409999817609787,0.6899999901652336,0.6470999792218208,0.6185999736189842,0.5993000119924545,0.5872999727725983,0.5747000202536583,0.5677999779582024,0.5643999800086021,0.5596000030636787,0.5538000091910362,0.5486999750137329,0.5450000241398811,0.5376999825239182,0.5360000282526016,0.5590000078082085,0.5693000182509422,0.6011000126600266,0.6129999905824661,0.5534000247716904,0.4813000187277794,0.454600028693676,0.44009997695684433,0.42820001393556595,0.4201999679207802,0.4121999889612198,0.2740941406142874,0.14045267175305123
B11,B,11,0.35,0.09,0.5034999698400496,0.10170000046491624,0.5415999889373779,0.10130000114440918,0.41760002076625824,0.09849999845027924,0.3929000049829483,0.10180000215768814,0.6415999978780746,0.6047000214457512,0.5726000145077705,0.5503000244498253,0.5340000241994858,0.5233000218868256,0.5115000233054161,0.5040000006556511,0.49960001558065414,0.4936000183224678,0.4875999912619591,0.4818999767303467,0.47759998589754105,0.4705999940633774,0.46730001270771027,0.4811999723315239,0.4860999807715416,0.5059000104665756,0.5120999962091446,0.4697999805212021,0.41939999908208847,0.3995000049471855,0.3880000039935112,0.3779999986290932,0.37099999934434885,0.36360000073909765,0.2723074118834879,0.09430338353113987
B12,B,12,0.35,0.0,0.3764999955892563,0.11169999837875366,0.33340001106262207,0.1112999990582466,0.31120000779628754,0.11060000211000444,0.2940000146627426,0.1128000020980835,0.43810002505779266,0.4286000058054924,0.4193999841809273,0.41100000590085983,0.4024000018835068,0.3952000141143799,0.3868000134825706,0.37879999727010727,0.37170001119375234,0.3637000098824501,0.3560999855399132,0.3486000001430512,0.34239999204874044,0.3351999968290329,0.32840000092983246,0.3223999962210655,0.31530001014471054,0.3090999871492386,0.3026000112295151,0.29680000245571136,0.29019998759031296,0.2851000055670738,0.27979999035596853,0.27379999309778214,0.26900000125169754,0.26380001008510595,0.2737734679752854,-0.004268109848877084
C1,C,1,0.3,0.5,0.9714000076055527,0.07190000265836716,1.3774999976158142,0.07370000332593918,0.785799965262413,0.07190000265836716,0.7411999851465226,0.07490000128746033,1.4516000002622604,1.3022999688982964,1.1316000297665596,1.0495999678969383,1.0068999975919721,0.9829999506473541,0.966199956834316,0.9692000076174736,0.9810000285506248,0.9910000041127205,0.9957999810576439,1.0015000104904175,1.00959999114275,1.0061000436544418,1.0251999646425247,1.1350999400019646,1.1964999660849571,1.3325999826192856,1.3885999470949173,1.1585999578237534,0.9011000022292138,0.8184999749064447,0.7830000147223473,0.7593000009655952,0.7459999695420265,0.7331000119447708,0.16522887267491987,0.5603590231092005
C2,C,2,0.3,0.46,0.9336999505758286,0.07419999688863754,1.2960999608039856,0.07159999758005142,0.7563000172376634,0.07129999995231627,0.7149999886751174,0.07559999823570251,1.3891000002622604,1.2288999482989311,1.0981999710202217,1.019800029695034,0.977000042796135,0.9568000137805939,0.9388000592589378,0.9405000135302544,0.9502999410033226,0.958299942314625,0.9617000445723534,0.9660999774932864,0.9723000004887581,0.9681000560522082,0.9841000586748123,1.0846000239253044,1.1434999927878378,1.2593999952077863,1.313999965786934,1.1163999885320663,0.8689000234007834,0.7918999716639519,0.7582000121474266,0.7350999787449837,0.7225000038743019,0.7097000032663345,0.18779037186860828,0.5135445089085013
C3,C,3,0.3,0.42,0.9245999902486801,0.07989999651908875,1.2600000500679018,0.07519999891519548,0.7548000067472458,0.0763000026345253,0.7137000113725662,0.08030000329017639,1.349499985575676,1.1995999738574028,1.0770000293850899,1.002500019967556,0.961599990725517,0.9412999451160431,0.9241000041365621,0.92490004748106,0.932900033891201,0.9394000247120857,0.9416999444365501,0.945099949836731,0.9508000090718269,0.9458000510931015,0.95969994366169,1.052200011909008,1.1060999855399132,1.2171000093221664,1.262899950146675,1.079200014472008,0.8487000092864037,0.7765999957919121,0.7446000203490257,0.7223000004887581,0.7097000256180763,0.6972000151872635,0.20984711104833909,0.47796780938788913
C4,C,4,0.3,0.38,0.8846000283956525,0.08100000023841858,1.1975000500679018,0.07509999722242355,0.727500006556511,0.07689999788999557,0.6851999908685684,0.08150000125169754,1.2821000069379807,1.1441999599337578,1.0306999757885933,0.9611999616026878,0.9227999895811081,0.9036000072956085,0.886400006711483,0.885999970138073,0.8927999958395958,0.8980000093579293,0.8993000015616418,0.9014999866485596,0.9059000089764595,0.9007999747991561,0.9131000190973283,0.9976000115275385,1.0426999554038046,1.1483000367879868,1.1919999867677689,1.0142999738454819,0.8103999719023705,0.7440000101923943,0.7130000218749046,0.6918000057339668,0.6791999712586402,0.6670000106096268,0.21779765372141313,0.44064656183639056
C5,C,5,0.3,0.34,0.8284000009298325,0.08070000261068344,1.1003000140190125,0.0763000026345253,0.6799999922513962,0.07689999788999557,0.6430000215768814,0.08110000193119049,1.2026999443769455,1.095600001513958,0.9721000269055367,0.9109000191092492,0.8774000257253647,0.8573000133037567,0.8417999967932702,0.8396999761462212,0.8449999913573266,0.8485999777913094,0.8488000258803367,0.8499000072479248,0.8531000092625619,0.8473999947309491,0.8571000248193741,0.9318999573588371,0.975800059735775,1.0675999969244003,1.1067000180482864,0.956699952483177,0.763699971139431,0.7025999948382378,0.6742000207304955,0.6542000249028206,0.6425999775528908,0.6312000304460526,0.2290268095475305,0.39486087700553923
C6,C,6,0.3,0.3,0.7934999912977219,0.08209999650716783,1.0330999493598938,0.0803999975323677,0.6564000099897385,0.08340000361204147,0.6183999925851822,0.08760000020265579,1.1226000040769577,1.012199990451336,0.9200999811291695,0.8632999882102013,0.8302000015974045,0.8127000033855438,0.7966000065207481,0.793799988925457,0.7970000132918358,0.798999972641468,0.7980000004172325,0.7979000210762024,0.7996999695897102,0.7933999747037888,0.8008999973535538,0.8662999793887138,0.9011000022292138,0.9854999631643295,1.0208999663591385,0.8809999674558638,0.7176000103354454,0.6622999832034111,0.6365999802947044,0.6183000281453133,0.6070999875664711,0.5963999778032303,0.23832861668201635,0.3498661998114225
C7,C,7,0.3,0.25,0.7370999902486801,0.09019999951124193,0.9273000359535217,0.08749999850988388,0.6099999994039536,0.08609999716281891,0.5752999931573868,0.09030000120401382,1.029899999499321,0.9369000121951101,0.8588000014424323,0.8096999749541283,0.7803000062704086,0.7640000283718109,0.7483999952673912,0.743799977004528,0.7446000203490257,0.7440000250935555,0.7415999993681908,0.7394999861717224,0.739499993622303,0.7330999821424484,0.7371999770402908,0.7903000041842461,0.8180999979376793,0.8866000026464462,0.9150999933481216,0.8001999706029892,0.6631999835371971,0.6163999959826469,0.593499980866909,0.5766999796032906,0.5661999955773354,0.5557000190019608,0.260586890372872,0.28864905248629535
C8,C,8,0.3,0.21,0.7038000077009201,0.09510000050067904,0.8562000393867493,0.09359999746084212,0.58399997651577,0.09210000187158583,0.5517000108957291,0.09600000083446504,0.9621999710798264,0.8814999982714654,0.8140999749302864,0.7711000069975853,0.7451000064611435,0.7298999726772308,0.7154000028967857,0.709900014102459,0.709599994122982,0.706699974834919,0.7033000215888023,0.6998999714851379,0.6984999850392342,0.6914999932050705,0.693900004029274,0.737900011241436,0.7597999796271324,0.8174000233411789,0.8412000089883805,0.7419999688863754,0.6240999922156334,0.58320003002882,0.5626999959349632,0.5468999817967415,0.537399984896183,0.5273999720811844,0.27568511681900193,0.24612823116894436
C9,C,9,0.3,0.17,0.6309000104665756,0.09449999779462814,0.7421000003814697,0.09229999780654907,0.5232000201940536,0.0917000025510788,0.4936000257730484,0.09570000320672988,0.8537999838590623,0.7883999869227409,0.7329999879002571,0.6972999796271324,0.6743000000715256,0.6602999866008759,0.6468000039458275,0.6406999751925468,0.6389000043272972,0.6355000212788581,0.6307999715209007,0.6265000104904175,0.6236999705433846,0.6160999983549118,0.615899994969368,0.6488000079989433,0.66440000385046,0.7086999863386154,0.7263000160455704,0.6479999870061874,0.5543999895453453,0.52070003002882,0.5031000003218651,0.48920000344514847,0.47999999672174454,0.4706999808549881,0.27827699003701994,0.19111654894763566
C10,C,10,0.3,0.13,0.5828999727964401,0.10000000149011612,0.6603000164031982,0.09780000150203703,0.48250000178813934,0.09780000150203703,0.45510001480579376,0.09929999709129332,0.7668000310659409,0.7138000056147575,0.6690999940037727,0.6389000043272972,0.6184999793767929,0.6062000095844269,0.5933000072836876,0.5861999914050102,0.5832000002264977,0.5787000134587288,0.5730999931693077,0.567799985408783,0.5643000081181526,0.5570999830961227,0.5556000024080276,0.5795999690890312,0.5902999863028526,0.6233000010251999,0.6355999857187271,0.5731999725103378,0.49810000509023666,0.47049998492002487,0.4554000124335289,0.44269997626543045,0.434500016272068,0.42579998075962067,0.2804376524645203,0.14763033862085045
C11,C,11,0.3,0.09,0.5138999670743942,0.10199999809265137,0.5526999831199646,0.09950000047683716,0.42580001056194305,0.09920000284910202,0.4001000076532364,0.10109999775886536,0.6547999829053879,0.6176999732851982,0.5853999927639961,0.5628000125288963,0.5466999858617783,0.535999983549118,0.5243000015616417,0.5164999887347221,0.5115999802947044,0.5051000192761421,0.4983999952673912,0.49239999055862427,0.487699992954731,0.4802999943494797,0.47679997980594635,0.49059998244047165,0.4957999810576439,0.5149000138044357,0.5208000093698502,0.48169998824596405,0.42799999564886093,0.40830000489950186,0.39669998735189443,0.3863000050187111,0.37910000234842306,0.37159998714923864,0.2816477806750806,0.09339977987330017
C12,C,12,0.3,0.0,0.37550000846385956,0.10920000076293944,0.32580000162124634,0.10440000146627426,0.3017999976873398,0.10270000249147417,0.2830000072717667,0.10429999977350236,0.44109998643398285,0.4312000200152397,0.4218999817967415,0.4131999835371971,0.40429998934268957,0.39700001478195196,0.3887999877333641,0.3805000111460686,0.37369998544454575,0.365399993956089,0.358099989593029,0.35069999098777765,0.34450001269578934,0.33729998767375946,0.3306999951601028,0.3242999836802481,0.3173000141978264,0.31100000441074377,0.3047000020742417,0.2986000031232834,0.2921000048518181,0.28649999946355825,0.28120001405477524,0.2750000134110451,0.2701999917626381,0.2650999873876571,0.27451354526792837,-0.0036812298530184335
D1,D,1,0.25,0.5,0.9665000289678574,0.07259999960660933,1.3711000084877014,0.06970000267028809,0.7800000160932541,0.07039999961853027,0.7361999899148942,0.07440000027418138,1.4526999443769455,1.2777000591158867,1.1345000341534615,1.0486000403761864,1.002800032496452,0.9807999432086945,0.9623000249266624,0.9659000560641289,0.9767000302672386,0.9877000525593758,0.9921999797224998,0.9977999925613403,1.006300039589405,1.0024000257253647,1.0214999467134476,1.1329000517725945,1.1939000114798546,1.3328000158071518,1.3909999877214434,1.157299980521202,0.8983999714255331,0.8148999735713005,0.7781999930739403,0.7545999959111214,0.7408000007271767,0.7281999737024307,0.15792545623556778,0.565361309126681
D2,D,2,0.25,0.46,0.8886999934911726,0.0778999999165535,1.254300057888031,0.0738999992609024,0.7233999818563461,0.07639999687671661,0.6815999895334244,0.07980000227689743,1.332299992442131,1.175899975001812,1.047099955379963,0.9695000275969505,0.9275999516248703,0.9066000282764436,0.8890000209212302,0.8906000182032584,0.8999999985098838,0.9082999899983405,0.9116999730467796,0.9163000583648684,0.9231999590992928,0.9191000312566757,0.9349000006914139,1.034400038421154,1.0893000587821007,1.2132999747991562,1.2666999846696854,1.0614999383687973,0.8276000246405602,0.7517999932169914,0.718000017106533,0.6956999972462654,0.6830000057816505,0.6704999953508377,0.1625382984899993,0.5048876049989414
D3,D,3,0.25,0.42,0.8601000159978867,0.07620000094175339,1.1984999775886536,0.07190000265836716,0.7064000219106674,0.07500000298023224,0.6670000106096268,0.0786999985575676,1.2795999497175217,1.134299986064434,1.0140999630093575,0.9408000335097313,0.9007999747991561,0.8807999789714813,0.8629999980330466,0.863399975001812,0.8714999780058862,0.8779000118374826,0.8803000077605246,0.8834999799728394,0.8898000195622443,0.8852000087499619,0.8988000303506851,0.9900999590754509,1.039899967610836,1.1547000259160995,1.2039000540971756,1.0153000205755234,0.7985999807715416,0.727699987590313,0.695899985730648,0.6744999960064888,0.661900021135807,0.6498999744653702,0.17941362693678536,0.4666035839085539
D4,D,4,0.25,0.38,0.8244000524282455,0.07819999754428864,1.1326000094413757,0.07169999927282332,0.677499994635582,0.07429999858140945,0.6373000293970108,0.07940000295639038,1.2183000296354294,1.0838999673724174,0.972900040447712,0.9051000103354454,0.8673999756574631,0.8481999933719636,0.8313999995589256,0.8304999992251396,0.8373999819159508,0.8424999788403513,0.8442999944090843,0.8463000059127808,0.8513000085949899,0.8465999811887741,0.8586999922990799,0.9418000504374504,0.9873999580740929,1.0931999534368515,1.1388999968767164,0.9660999625921252,0.765499971807003,0.6992999836802483,0.669200025498867,0.6485999897122383,0.6363000050187111,0.624300017952919,0.1895239793451934,0.430888345939199
