,kB680,kC680,kB540,kC540
A600,0.8324805860846561,1.6382656638440436,1.0909587888791252,1.038283117245876
500,0.7028954760592053,1.01841648746802,0.9211277517705716,0.6451179521976919
510,0.7183936558413736,1.1688708257638538,0.9414117174011416,0.7405610769872101
520,0.7330575150633544,1.357466365873945,0.9605714432154804,0.8600357706639176
530,0.7475744434377485,1.49445229096978,0.979555585981026,0.9468688925142377
540,0.7631981355184865,1.5782994916177724,1.0000000000000002,1.0
550,0.7763086554325903,1.6241822038144882,1.0171385695088055,1.0290424851380822
560,0.7928459513331866,1.662298548223689,1.038792126661728,1.0531672479003598
570,0.808828814739073,1.6535291939011674,1.059689267026755,1.0475482663390236
580,0.8230134628100053,1.6246748990724673,1.0782394876475476,1.0292174272433923
590,0.8410144570830691,1.597565681908171,1.1018018734954484,1.0120041299849956
600,0.8579163121165067,1.5809069283821264,1.123911261431468,1.0014184674956337
610,0.8750674874365796,1.562693348598371,1.1463411944194923,0.989853844110426
620,0.8901717596389987,1.5407069479006812,1.166101075950041,0.975908462985894
630,0.908155893566356,1.5416211283798786,1.189626824243699,0.9764647651642535
640,0.9257740593916916,1.504892693175635,1.2126692934000987,0.9531549893529735
650,0.9425211858695063,1.318322373895197,1.2345679120846815,0.8349564669121557
660,0.9619527384874081,1.2261606081385783,1.2599497561018733,0.7765855113480661
670,0.9803577328191078,1.0665135169187034,1.2840347025078411,0.675482424851584
680,0.9999999999999996,1.0000000000000004,1.3097083758354329,0.6333900666978749
690,1.0188398470717122,1.217179709578111,1.334339154986167,0.7710988651548644
700,1.0405622357630546,1.649180618193914,1.3627358221977401,1.04493637269528
710,1.0583293841350425,1.8659622225958934,1.3859593254586926,1.182326844983177
720,1.0768894056219032,1.9782041015909904,1.410200238350822,1.253406303069546
730,1.0994570872836673,2.0558801790861074,1.4397120119821676,1.302567179168706
740,1.117529792314095,2.1001760918523393,1.4633215806103175,1.33059773930415
750,1.1386916729635277,2.142296556564764,1.4909877334057493,1.3572473072874822
