date_time,wavelen,T1,T2,T3,T4,T5,T6,T7,T8
17.04.2019 20:54:31,680,0.122100003,0.123999998,0.115800001,0.116400003,0.1153,0.117399998,0.123599999,0.125499994
18.04.2019 17:27:24,680,0.191699997,0.202199996,0.210099995,0.196600005,0.224800006,0.113799997,0.121299997,0.130999997
19.04.2019 12:23:26,680,0.152600005,0.159400001,0.218500003,0.188299999,0.216600001,0.1611,0.152799994,0.187399998
20.04.2019 16:41:15,680,0.131999999,0.132799998,0.162499994,0.142299995,0.157000005,0.144999996,0.124899998,0.141299993
21.04.2019 19:53:38,680,0.130199999,0.134499997,0.147599995,0.184,0.154899999,0.131699994,0.117600001,0.120200001
22.04.2019 13:59:13,680,0.185699999,0.134800002,0.152400002,0.1972,0.146300003,0.1285,0.119199999,0.211600006
23.04.2019 15:31:16,680,0.163399994,0.137999997,0.136899993,0.200299993,0.149800003,0.199900001,0.116800003,0.1998
24.04.2019 17:23:41,680,0.168899998,0.154400006,0.196400002,0.171900004,0.151700005,0.152400002,0.149900004,0.187399998
25.04.2019 16:29:54,680,0.141200006,0.166299999,0.203500003,0.184,0.183300003,0.147,0.167500004,0.182899997
26.04.2019 17:43:24,680,0.093800001,0.120099999,0.1831,0.148399994,0.149299994,0.140100002,0.146300003,0.169
27.04.2019 18:16:02,680,0.0995,0.110600002,0.167799994,0.211600006,0.136700004,0.1567,0.158299997,0.210500002
28.04.2019 18:47:05,680,0.107799999,0.103699997,0.159299999,0.231999993,0.174199998,0.107000001,0.136500001,0.223299995
29.04.2019 17:50:18,680,0.091399997,0.093400002,0.143199995,0.121799998,0.142499998,0.121699996,0.104999997,0.311399996
17.04.2019 20:54:31,730,0.104000002,0.1043,0.101199999,0.102899998,0.1017,0.103500001,0.1061,0.103399999
18.04.2019 17:27:24,730,0.172000006,0.183500007,0.183699995,0.178000003,0.194299996,0.099799998,0.104099996,0.107199997
19.04.2019 12:23:26,730,0.130999997,0.137099996,0.185299993,0.163599998,0.184100002,0.118799999,0.117299996,0.130600005
20.04.2019 16:41:15,730,0.1215,0.119900003,0.149299994,0.130700007,0.144700006,0.114299998,0.105599999,0.107199997
21.04.2019 19:53:38,730,,,,,,,,
22.04.2019 13:59:13,730,0.1391,0.117600001,0.139200002,0.149200007,0.131699994,0.106700003,0.104500003,0.136299998
23.04.2019 15:31:16,730,0.129500002,0.113700002,0.122400001,0.146799996,0.133000001,0.134800002,0.099699996,0.142299995
24.04.2019 17:23:41,730,0.133499995,0.126499996,0.147699997,0.137400001,0.127000004,0.125400007,0.115800001,0.156000003
25.04.2019 16:29:54,730,0.121299997,0.138300002,0.156499997,0.148499995,0.142499998,0.127499998,0.123000003,0.143000007
26.04.2019 17:43:24,730,0.093800001,0.109800003,0.149800003,0.120399997,0.1193,0.120999999,0.115999997,0.128999993
27.04.2019 18:16:02,730,0.097099997,0.108199999,0.143199995,0.140400007,0.113200001,0.1241,0.117200002,0.141900003
28.04.2019 18:47:05,730,0.1131,0.107000001,0.145300001,0.152199998,0.132100001,0.102399997,0.1083,0.153099999
29.04.2019 17:50:18,730,0.092,0.0955,0.132300004,0.1043,0.1175,0.104400001,0.097199999,0.181299999
17.04.2019 20:54:31,750,0.1052,0.105499998,0.102899998,0.104699999,0.103600003,0.105499998,0.106899999,0.104199998
18.04.2019 17:27:24,750,0.172000006,0.180800006,0.179900005,0.175799996,0.189500004,0.1017,0.105800003,0.108099997
19.04.2019 12:23:26,750,0.131300002,0.137400001,0.1831,0.162,0.181600004,0.119999997,0.118299998,0.129999995
20.04.2019 16:41:15,750,0.122500002,0.1219,0.148599997,0.1303,0.144400001,0.115999997,0.106200002,0.108000003
21.04.2019 19:53:38,750,0.121100001,0.120800003,0.138300002,0.143000007,0.141499996,0.107799999,0.1039,0.105700001
22.04.2019 13:59:13,750,0.138300002,0.118600003,0.138799995,0.149499997,0.130899996,0.107799999,0.106899999,0.136000007
23.04.2019 15:31:16,750,0.129099995,0.114,0.121799998,0.145500004,0.135600001,0.135199994,0.100400001,0.1426
24.04.2019 17:23:41,750,0.134399995,0.127599999,0.146599993,0.137999997,0.128299996,0.127100006,0.116599999,0.157900006
25.04.2019 16:29:54,750,0.121399999,0.139899999,0.156399995,0.148699999,0.142399997,0.129199997,0.124399997,0.143800005
26.04.2019 17:43:24,750,0.096600004,0.111199997,0.1505,0.121600002,0.121699996,0.122199997,0.118299998,0.128000006
27.04.2019 18:16:02,750,0.099200003,0.110200003,0.144500002,0.139200002,0.114699997,0.125400007,0.118900001,0.140900001
28.04.2019 18:47:05,750,0.114,0.109099999,0.146599993,0.149499997,0.132499993,0.104199998,0.1096,0.151800007
29.04.2019 17:50:18,750,0.094599999,0.0973,0.133200005,0.106200002,0.118500002,0.106299996,0.099399999,0.1822
